MAG209_00001	K18979
MAG209_00202	K01198
MAG209_00203	K22305
MAG209_00209	K00252
MAG209_00210	K07657
MAG209_00211	K02039
MAG209_00212	K02036
MAG209_00213	K02038
MAG209_00214	K02037
MAG209_00216	K02041
MAG209_00222	K18981
MAG209_00223	K18166
MAG209_00224	K01474
MAG209_00225	K01473
MAG209_00226	K06145
MAG209_00230	K21393
MAG209_00231	K00013
MAG209_00232	K00059
MAG209_00233	K08680
MAG209_00236	K00128
MAG209_00238	K15552
MAG209_00239	K02049
MAG209_00241	K18204
MAG209_00251	K01409
MAG209_00252	K00057
MAG209_00254	K01251
MAG209_00256	K07042
MAG209_00257	K06217
MAG209_00258	K06168
MAG209_00259	K00208
MAG209_00260	K00647
MAG209_00261	K01716
MAG209_00262	K09825
MAG209_00264	K16898
MAG209_00265	K03671
MAG209_00266	K01419
MAG209_00268	K03667
MAG209_00270	K00111
MAG209_00272	K03442
MAG209_00273	K02035
MAG209_00274	K02033
MAG209_00275	K02034
MAG209_00276	K02031
MAG209_00280	K09815
MAG209_00281	K09823
MAG209_00282	K09817
MAG209_00283	K09816
MAG209_00285	K05606
MAG209_00287	K01876
MAG209_00289	K01657
MAG209_00290	K01955
MAG209_00293	K18707
MAG209_00294	K01778
MAG209_00298	K00265
MAG209_00300	K07393
MAG209_00301	K06911
MAG209_00302	K13892
MAG209_00303	K01295
MAG209_00304	K01436
MAG209_00306	K03639
MAG209_00309	K07107
MAG209_00310	K03562
MAG209_00311	K03559
MAG209_00313	K03641
MAG209_00314	K01869
MAG209_00317	K02114
MAG209_00318	K02112
MAG209_00319	K02115
MAG209_00320	K07646
MAG209_00321	K07714
MAG209_00323	K19302
MAG209_00326	K07335
MAG209_00327	K23537
MAG209_00328	K23535
MAG209_00329	K23536
MAG209_00330	K01485
MAG209_00332	K13821
MAG209_00333	K18258
MAG209_00334	K01476
MAG209_00335	K02062
MAG209_00339	K04079
MAG209_00340	K02481
MAG209_00342	K03470
MAG209_00343	K00571
MAG209_00344	K00496
MAG209_00346	K03575
MAG209_00349	K18703
MAG209_00350	K00912
MAG209_00353	K02884
MAG209_00357	K06929
MAG209_00359	K00040
MAG209_00362	K03630
MAG209_00364	K05592
MAG209_00368	K17509
MAG209_00370	K07447
MAG209_00374	K07090
MAG209_00377	K05770
MAG209_00378	K02291
MAG209_00379	K02063
MAG209_00380	K02064
MAG209_00385	K06145
MAG209_00390	K02523
MAG209_00391	K00919
MAG209_00393	K00311
MAG209_00394	K11610
MAG209_00395	K01556
MAG209_00396	K07240
MAG209_00397	K07010
MAG209_00399	K01638
MAG209_00400	K06188
MAG209_00402	K08683
MAG209_00404	K07090
MAG209_00405	K23536
MAG209_00406	K23535
MAG209_00407	K23537
MAG209_00408	K07335
MAG209_00409	K03789
MAG209_00411	K22074
MAG209_00413	K00826
MAG209_00414	K01867
MAG209_00416	K03980
MAG209_00417	K00990
MAG209_00419	K07056
MAG209_00421	K01920
MAG209_00422	K07391
MAG209_00423	K03936
MAG209_00424	K00333
MAG209_00425	K03943
MAG209_00428	K03942
MAG209_00431	K03934
MAG209_00432	K00337
MAG209_00433	K03941
MAG209_00435	K00339
MAG209_00436	K00340
MAG209_00437	K00341
MAG209_00438	K00342
MAG209_00439	K00343
MAG209_00440	K03524
MAG209_00441	K03525
MAG209_00442	K12574
MAG209_00443	K05592
MAG209_00444	K07018
MAG209_00445	K13643
MAG209_00446	K04487
MAG209_00447	K09014
MAG209_00448	K09013
MAG209_00449	K09015
MAG209_00452	K11717
MAG209_00456	K00605
MAG209_00457	K06942
MAG209_00458	K01695
MAG209_00460	K00101
MAG209_00461	K03750
MAG209_00462	K01356
MAG209_00463	K02238
MAG209_00465	K01885
MAG209_00466	K01647
MAG209_00467	K08299
MAG209_00469	K10805
MAG209_00470	K01715
MAG209_00471	K00799
MAG209_00473	K08869
MAG209_00474	K04768
MAG209_00475	K01693
MAG209_00476	K02501
MAG209_00477	K01814
MAG209_00478	K02500
MAG209_00479	K11755
MAG209_00481	K00613
MAG209_00483	K02028
MAG209_00486	K02316
MAG209_00487	K00261
MAG209_00488	K00020
MAG209_00490	K00003
MAG209_00491	K02446
MAG209_00501	K03665
MAG209_00502	K03666
MAG209_00503	K03498
MAG209_00504	K03499
MAG209_00505	K13599
MAG209_00508	K00059
MAG209_00510	K13247
MAG209_00514	K00297
MAG209_00515	K03576
MAG209_00516	K03704
MAG209_00520	K09930
MAG209_00522	K01868
MAG209_00523	K13702
MAG209_00525	K00432
MAG209_00526	K08602
MAG209_00528	K10747
MAG209_00530	K02510
MAG209_00533	K17675
MAG209_00534	K04762
MAG209_00535	K05524
MAG209_00536	K07736
MAG209_00539	K00059
MAG209_00540	K03657
MAG209_00541	K00101
MAG209_00542	K01958
MAG209_00543	K01436
MAG209_00544	K04765
MAG209_00545	K01250
MAG209_00546	K08997
MAG209_00548	K05592
MAG209_00549	K03711
MAG209_00550	K11390
MAG209_00551	K00128
MAG209_00553	K13954
MAG209_00554	K00605
MAG209_00555	K08351
MAG209_00558	K00330
MAG209_00559	K01968
MAG209_00560	K01969
MAG209_00562	K00253
MAG209_00565	K01091
MAG209_00566	K04042
MAG209_00567	K00820
MAG209_00569	K12410
MAG209_00570	K02028
MAG209_00571	K10009
MAG209_00572	K10009
MAG209_00576	K00605
MAG209_00579	K01799
MAG209_00580	K01274
MAG209_00582	K01610
MAG209_00584	K01915
MAG209_00585	K00820
MAG209_00587	K00265
MAG209_00590	K01776
MAG209_00591	K00145
MAG209_00592	K02197
MAG209_00593	K02198
MAG209_00595	K15866
MAG209_00596	K00019
MAG209_00600	K01951
MAG209_00604	K03644
MAG209_00605	K10112
MAG209_00607	K02027
MAG209_00608	K17245
MAG209_00609	K10119
MAG209_00610	K07406
MAG209_00611	K13370
MAG209_00612	K00883
MAG209_00617	K01755
MAG209_00620	K00812
MAG209_00622	K01586
MAG209_00625	K09812
MAG209_00627	K00655
MAG209_00628	K07006
MAG209_00629	K01938
MAG209_00630	K01491
MAG209_00634	K19073
MAG209_00637	K03406
MAG209_00638	K02035
MAG209_00639	K02033
MAG209_00640	K02034
MAG209_00641	K02031
MAG209_00642	K03797
MAG209_00644	K15633
MAG209_00645	K00783
MAG209_00646	K09710
MAG209_00647	K01703
MAG209_00648	K01704
MAG209_00649	K00052
MAG209_00651	K08281
MAG209_00652	K00763
MAG209_00653	K06902
MAG209_00654	K07261
MAG209_00655	K15034
MAG209_00657	K03654
MAG209_00658	K09861
MAG209_00659	K15986
MAG209_00660	K10112
MAG209_00663	K00249
MAG209_00665	K03782
MAG209_00666	K04761
MAG209_00667	K01070
MAG209_00671	K01486
MAG209_00673	K21085
MAG209_00678	K02488
MAG209_00679	K01908
MAG209_00680	K01426
MAG209_00684	K03595
MAG209_00685	K03685
MAG209_00686	K03100
MAG209_00687	K00997
MAG209_00688	K03474
MAG209_00689	K09928
MAG209_00690	K11407
MAG209_00694	K00573
MAG209_00698	K02356
MAG209_00699	K07149
MAG209_00700	K22073
MAG209_00701	K09810
MAG209_00702	K09808
MAG209_00703	K00817
MAG209_00704	K00830
MAG209_00706	K00073
MAG209_00711	K04072
MAG209_00712	K22133
MAG209_00715	K00830
MAG209_00716	K03336
MAG209_00718	K01243
MAG209_00720	K09125
MAG209_00724	K23003
MAG209_00726	K19265
MAG209_00727	K01686
MAG209_00728	K00073
MAG209_00729	K00010
MAG209_00732	K00015
MAG209_00735	K05595
MAG209_00736	K06158
MAG209_00737	K00940
MAG209_00739	K00812
MAG209_00740	K01883
MAG209_00741	K03043
MAG209_00742	K03046
MAG209_00743	K03046
MAG209_00745	K02435
MAG209_00746	K02433
MAG209_00748	K11066
MAG209_00749	K02913
MAG209_00750	K06890
MAG209_00752	K18649
MAG209_00753	K12960
MAG209_00754	K01487
MAG209_00755	K06213
MAG209_00756	K01934
MAG209_00758	K09769
MAG209_00763	K06895
MAG209_00766	K02167
MAG209_00767	K00130
MAG209_00768	K00108
MAG209_00769	K07110
MAG209_00770	K07552
MAG209_00771	K01966
MAG209_00774	K01965
MAG209_00776	K01847
MAG209_00780	K01524
MAG209_00790	K02424
MAG209_00791	K02028
MAG209_00792	K02028
MAG209_00793	K02029
MAG209_00796	K00024
MAG209_00797	K01903
MAG209_00798	K01902
MAG209_00799	K00164
MAG209_00800	K00658
MAG209_00801	K00382
MAG209_00802	K03798
MAG209_00804	K03405
MAG209_00805	K03404
MAG209_00808	K00548
MAG209_00809	K00548
MAG209_00811	K02426
MAG209_00812	K03684
MAG209_00813	K11175
MAG209_00814	K01933
MAG209_00819	K16291
MAG209_00820	K16786
MAG209_00821	K16783
MAG209_00822	K03523
MAG209_00823	K00626
MAG209_00824	K01897
MAG209_00825	K02479
MAG209_00828	K02401
MAG209_00830	K04096
MAG209_00831	K03168
MAG209_00832	K01028
MAG209_00833	K01029
MAG209_00837	K01436
MAG209_00839	K00077
MAG209_00840	K00013
MAG209_00844	K01644
MAG209_00845	K07695
MAG209_00846	K01879
MAG209_00847	K01006
MAG209_00849	K01881
MAG209_00850	K09966
MAG209_00852	K01956
MAG209_00854	K00241
MAG209_00856	K00239
MAG209_00857	K00240
MAG209_00858	K00796
MAG209_00859	K03431
MAG209_00861	K08483
MAG209_00862	K01870
MAG209_00863	K11991
MAG209_00867	K01754
MAG209_00868	K22468
MAG209_00872	K06958
MAG209_00874	K11189
MAG209_00876	K00074
MAG209_00878	K00666
MAG209_00879	K09747
MAG209_00880	K06187
MAG209_00881	K09987
MAG209_00882	K01166
MAG209_00884	K00627
MAG209_00885	K00162
MAG209_00886	K00161
MAG209_00887	K11209
MAG209_00888	K06190
MAG209_00890	K03110
MAG209_00892	K01687
MAG209_00893	K00019
MAG209_00898	K02899
MAG209_00899	K11249
MAG209_00902	K03979
MAG209_00903	K00931
MAG209_00904	K00147
MAG209_00906	K01624
MAG209_00908	K06147
MAG209_00912	K00020
MAG209_00913	K03072
MAG209_00914	K03074
MAG209_00917	K02193
MAG209_00918	K02194
MAG209_00919	K01738
MAG209_00920	K02195
MAG209_00922	K02199
MAG209_00923	K01681
MAG209_00924	K00259
MAG209_00925	K03282
MAG209_00927	K01890
MAG209_00928	K00097
MAG209_00929	K02528
MAG209_00931	K02493
MAG209_00932	K02835
MAG209_00936	K01939
MAG209_00949	K01619
MAG209_00954	K22443
MAG209_00957	K01924
MAG209_00960	K21309
MAG209_00961	K21308
MAG209_00962	K21307
MAG209_00964	K01647
MAG209_00965	K00108
MAG209_00966	K01782
MAG209_00968	K00626
MAG209_00970	K00255
MAG209_00972	K09815
MAG209_00976	K02032
MAG209_00977	K00106
MAG209_00978	K07402
MAG209_00979	K23537
MAG209_00980	K23535
MAG209_00981	K23536
MAG209_00982	K07335
MAG209_00983	K22895
MAG209_00985	K11209
MAG209_00988	K18893
MAG209_00989	K18893
MAG209_00990	K01644
MAG209_00991	K01962
MAG209_00993	K07043
MAG209_01004	K02337
MAG209_01011	K02588
MAG209_01012	K01919
MAG209_01014	K09761
MAG209_01015	K06125
MAG209_01018	K03635
MAG209_01019	K03636
MAG209_01020	K00995
MAG209_01021	K01897
MAG209_01022	K11073
MAG209_01023	K11076
MAG209_01024	K11075
MAG209_01025	K11074
MAG209_01028	K07304
MAG209_01030	K09579
MAG209_01031	K03070
MAG209_01033	K11473
MAG209_01034	K11472
MAG209_01035	K00104
MAG209_01038	K06041
MAG209_01039	K00979
MAG209_01040	K01627
MAG209_01042	K00942
MAG209_01044	K01760
MAG209_01045	K07636
MAG209_01047	K12661
MAG209_01052	K00314
MAG209_01055	K01998
MAG209_01056	K01995
MAG209_01057	K01996
MAG209_01058	K01740
MAG209_01060	K09971
MAG209_01061	K09972
MAG209_01064	K00930
MAG209_01065	K03978
MAG209_01067	K03217
MAG209_01071	K01591
MAG209_01072	K03695
MAG209_01073	K07147
MAG209_01075	K17246
MAG209_01076	K17245
MAG209_01077	K05813
MAG209_01078	K10112
MAG209_01081	K05813
MAG209_01082	K05814
MAG209_01083	K05815
MAG209_01084	K03520
MAG209_01085	K01095
MAG209_01086	K01770
MAG209_01087	K00991
MAG209_01088	K03218
MAG209_01089	K14652
MAG209_01090	K02895
MAG209_01091	K02874
MAG209_01092	K02961
MAG209_01093	K02904
MAG209_01094	K02878
MAG209_01095	K02982
MAG209_01096	K02890
MAG209_01097	K02965
MAG209_01099	K08998
MAG209_01100	K14058
MAG209_01102	K07712
MAG209_01109	K14441
MAG209_01110	K18204
MAG209_01111	K03790
MAG209_01113	K14607
MAG209_01114	K00823
MAG209_01115	K01816
MAG209_01116	K00001
MAG209_01117	K07250
MAG209_01118	K01247
MAG209_01119	K06999
MAG209_01121	K02871
MAG209_01125	K02388
MAG209_01126	K02387
MAG209_01130	K00210
MAG209_01131	K00817
MAG209_01132	K03787
MAG209_01133	K00573
MAG209_01134	K06194
MAG209_01135	K06923
MAG209_01136	K03118
MAG209_01140	K02357
MAG209_01141	K02967
MAG209_01145	K16329
MAG209_01148	K00059
MAG209_01149	K13893
MAG209_01151	K01896
MAG209_01154	K00525
MAG209_01156	K00108
MAG209_01158	K03885
MAG209_01160	K00982
MAG209_01162	K00065
MAG209_01167	K02529
MAG209_01168	K00065
MAG209_01170	K00013
MAG209_01172	K17320
MAG209_01173	K02025
MAG209_01175	K00059
MAG209_01176	K00764
MAG209_01178	K04485
MAG209_01179	K02065
MAG209_01180	K02066
MAG209_01181	K01775
MAG209_01182	K02314
MAG209_01184	K01465
MAG209_01186	K07161
MAG209_01187	K01142
MAG209_01189	K07658
MAG209_01190	K14652
MAG209_01194	K00411
MAG209_01195	K00412
MAG209_01196	K00413
MAG209_01200	K10112
MAG209_01201	K10119
MAG209_01202	K10118
MAG209_01204	K06147
MAG209_01206	K02012
MAG209_01207	K01662
MAG209_01210	K17245
MAG209_01211	K10119
MAG209_01213	K00248
MAG209_01214	K13247
MAG209_01215	K00059
MAG209_01218	K02427
MAG209_01219	K01524
MAG209_01222	K00548
MAG209_01225	K18384
MAG209_01226	K00382
MAG209_01229	K07568
MAG209_01231	K03527
MAG209_01234	K03469
MAG209_01235	K00266
MAG209_01236	K17723
MAG209_01237	K09017
MAG209_01238	K09017
MAG209_01239	K02083
MAG209_01240	K01464
MAG209_01241	K02049
MAG209_01243	K02049
MAG209_01246	K01483
MAG209_01247	K13485
MAG209_01248	K07127
MAG209_01250	K01714
MAG209_01251	K03110
MAG209_01253	K06190
MAG209_01254	K11209
MAG209_01255	K10764
MAG209_01256	K09007
MAG209_01257	K03498
MAG209_01258	K00666
MAG209_01262	K00344
MAG209_01263	K01847
MAG209_01264	K18852
MAG209_01265	K00008
MAG209_01266	K00046
MAG209_01269	K07266
MAG209_01270	K01057
MAG209_01271	K00036
MAG209_01272	K09001
MAG209_01273	K01866
MAG209_01274	K03768
MAG209_01275	K03767
MAG209_01276	K00927
MAG209_01279	K07402
MAG209_01280	K07161
MAG209_01283	K03518
MAG209_01284	K03519
MAG209_01285	K11527
MAG209_01288	K00031
MAG209_01291	K01714
MAG209_01293	K00097
MAG209_01294	K00135
MAG209_01295	K11163
MAG209_01297	K00428
MAG209_01300	K21393
MAG209_01302	K07636
MAG209_01306	K06167
MAG209_01307	K03424
MAG209_01308	K02343
MAG209_01309	K00943
MAG209_01310	K01241
MAG209_01311	K03530
MAG209_01315	K00102
MAG209_01316	K03631
MAG209_01321	K07657
MAG209_01323	K01754
MAG209_01324	K01940
MAG209_01326	K06941
MAG209_01328	K01424
MAG209_01329	K06181
MAG209_01330	K00833
MAG209_01331	K03664
MAG209_01332	K01011
MAG209_01333	K00813
MAG209_01334	K00864
MAG209_01339	K00219
MAG209_01341	K01769
MAG209_01350	K01092
MAG209_01352	K09796
MAG209_01355	K00020
MAG209_01359	K01652
MAG209_01362	K09760
MAG209_01363	K03572
MAG209_01366	K05607
MAG209_01367	K00059
MAG209_01368	K00059
MAG209_01369	K03592
MAG209_01370	K01092
MAG209_01372	K03088
MAG209_01373	K00574
MAG209_01376	K00044
MAG209_01377	K00290
MAG209_01379	K07277
MAG209_01381	K02372
MAG209_01382	K00677
MAG209_01384	K00748
MAG209_01386	K00020
MAG209_01387	K05605
MAG209_01388	K11538
MAG209_01389	K00140
MAG209_01392	K00954
MAG209_01393	K00134
MAG209_01394	K00134
MAG209_01395	K00615
MAG209_01398	K07390
MAG209_01400	K23269
MAG209_01401	K01754
MAG209_01402	K01271
MAG209_01403	K01799
MAG209_01405	K00179
MAG209_01406	K02028
MAG209_01407	K02029
MAG209_01416	K11960
MAG209_01417	K01998
MAG209_01418	K06861
MAG209_01419	K01996
MAG209_01421	K03088
MAG209_01429	K01874
MAG209_01431	K00101
MAG209_01432	K01652
MAG209_01434	K00605
MAG209_01440	K19221
MAG209_01441	K02232
MAG209_01445	K00001
MAG209_01446	K08151
MAG209_01447	K00128
MAG209_01448	K02031
MAG209_01449	K02034
MAG209_01450	K02033
MAG209_01451	K12368
MAG209_01453	K07232
MAG209_01455	K02557
MAG209_01457	K04080
MAG209_01459	K00215
MAG209_01461	K03469
MAG209_01462	K11749
MAG209_01463	K00099
MAG209_01466	K08316
MAG209_01467	K00529
MAG209_01469	K01724
MAG209_01470	K09919
MAG209_01473	K04754
MAG209_01477	K00681
