MAG223_00005	K02276
MAG223_00302	K06861
MAG223_00303	K03092
MAG223_00304	K02806
MAG223_00305	K04080
MAG223_00307	K07028
MAG223_00312	K00626
MAG223_00316	K22368
MAG223_00323	K01960
MAG223_00325	K01586
MAG223_00328	K03392
MAG223_00329	K11527
MAG223_00336	K00666
MAG223_00338	K01897
MAG223_00339	K01061
MAG223_00340	K01426
MAG223_00347	K03885
MAG223_00353	K07310
MAG223_00360	K00074
MAG223_00369	K02433
MAG223_00371	K00919
MAG223_00373	K00311
MAG223_00374	K21929
MAG223_00375	K08309
MAG223_00376	K03638
MAG223_00381	K09931
MAG223_00385	K02065
MAG223_00386	K03470
MAG223_00387	K00571
MAG223_00388	K00074
MAG223_00389	K03522
MAG223_00390	K03521
MAG223_00391	K00798
MAG223_00394	K00525
MAG223_00395	K00655
MAG223_00398	K09812
MAG223_00402	K01586
MAG223_00404	K01755
MAG223_00406	K01262
MAG223_00408	K07006
MAG223_00411	K02485
MAG223_00413	K01895
MAG223_00416	K04517
MAG223_00417	K00817
MAG223_00419	K00641
MAG223_00423	K13444
MAG223_00424	K00175
MAG223_00425	K00174
MAG223_00426	K08311
MAG223_00428	K03797
MAG223_00429	K06194
MAG223_00430	K15633
MAG223_00431	K00783
MAG223_00432	K09710
MAG223_00433	K00969
MAG223_00434	K00147
MAG223_00435	K00931
MAG223_00436	K03979
MAG223_00437	K02899
MAG223_00438	K02888
MAG223_00439	K02557
MAG223_00440	K02556
MAG223_00442	K14938
MAG223_00449	K01800
MAG223_00453	K01008
MAG223_00455	K07568
MAG223_00456	K00773
MAG223_00457	K06911
MAG223_00458	K07716
MAG223_00461	K03306
MAG223_00464	K11147
MAG223_00465	K03520
MAG223_00466	K06125
MAG223_00467	K09761
MAG223_00468	K01919
MAG223_00469	K18703
MAG223_00470	K01661
MAG223_00471	K05606
MAG223_00472	K00359
MAG223_00477	K03568
MAG223_00478	K10764
MAG223_00483	K04078
MAG223_00484	K04077
MAG223_00486	K00058
MAG223_00487	K04034
MAG223_00488	K03722
MAG223_00491	K04566
MAG223_00492	K01053
MAG223_00494	K09838
MAG223_00497	K22027
MAG223_00499	K01092
MAG223_00500	K00020
MAG223_00502	K04765
MAG223_00503	K06167
MAG223_00504	K03424
MAG223_00505	K00058
MAG223_00506	K05884
MAG223_00508	K15270
MAG223_00513	K03520
MAG223_00519	K07716
MAG223_00520	K22278
MAG223_00523	K03520
MAG223_00524	K01025
MAG223_00525	K11209
MAG223_00526	K18703
MAG223_00527	K02168
MAG223_00532	K04764
MAG223_00533	K00648
MAG223_00534	K03621
MAG223_00538	K23025
MAG223_00540	K00946
MAG223_00542	K00794
MAG223_00543	K14652
MAG223_00544	K00793
MAG223_00545	K11752
MAG223_00546	K07738
MAG223_00547	K00600
MAG223_00548	K01808
MAG223_00551	K01698
MAG223_00553	K01434
MAG223_00554	K02556
MAG223_00555	K02557
MAG223_00563	K01630
MAG223_00564	K00979
MAG223_00569	K04034
MAG223_00570	K00010
MAG223_00577	K07098
MAG223_00581	K05304
MAG223_00583	K00059
MAG223_00584	K00612
MAG223_00586	K21749
MAG223_00587	K00059
MAG223_00591	K14733
MAG223_00595	K07080
MAG223_00597	K03797
MAG223_00600	K22895
MAG223_00601	K22895
MAG223_00606	K00059
MAG223_00623	K03189
MAG223_00624	K03188
MAG223_00625	K03187
MAG223_00626	K01428
MAG223_00627	K01429
MAG223_00628	K01430
MAG223_00629	K03190
MAG223_00630	K11963
MAG223_00631	K11962
MAG223_00632	K11961
MAG223_00633	K11960
MAG223_00634	K11959
MAG223_00635	K01016
MAG223_00637	K01652
MAG223_00638	K12972
MAG223_00641	K00104
MAG223_00642	K11472
MAG223_00643	K11473
MAG223_00645	K02495
MAG223_00651	K18911
MAG223_00652	K02035
MAG223_00656	K21919
MAG223_00657	K02371
MAG223_00658	K16043
MAG223_00660	K22895
MAG223_00661	K05929
MAG223_00663	K01432
MAG223_00667	K13275
MAG223_00668	K01243
MAG223_00671	K21307
MAG223_00674	K22224
MAG223_00675	K00087
MAG223_00676	K00106
MAG223_00677	K03519
MAG223_00678	K01897
MAG223_00680	K03182
MAG223_00681	K01897
MAG223_00683	K01652
MAG223_00684	K21393
MAG223_00687	K03182
MAG223_00689	K03182
MAG223_00691	K00249
MAG223_00692	K22224
MAG223_00697	K13638
MAG223_00701	K01687
MAG223_00707	K03088
MAG223_00713	K01142
MAG223_00714	K22072
MAG223_00715	K01129
MAG223_00716	K01887
MAG223_00718	K01207
MAG223_00720	K05896
MAG223_00721	K06024
MAG223_00725	K10441
MAG223_00726	K23509
MAG223_00727	K17213
MAG223_00729	K03182
MAG223_00734	K00799
MAG223_00735	K06158
MAG223_00737	K03392
MAG223_00741	K07306
MAG223_00743	K03392
MAG223_00745	K09970
MAG223_00746	K09971
MAG223_00747	K09972
MAG223_00749	K01873
MAG223_00751	K12340
MAG223_00752	K00573
MAG223_00761	K07147
MAG223_00764	K02335
MAG223_00768	K00058
MAG223_00770	K08738
MAG223_00773	K02035
MAG223_00774	K01596
MAG223_00776	K02483
MAG223_00777	K07652
MAG223_00778	K06023
MAG223_00779	K06958
MAG223_00780	K02793
MAG223_00781	K11189
MAG223_00782	K01251
MAG223_00788	K00059
MAG223_00789	K02491
MAG223_00797	K22027
MAG223_00802	K01768
MAG223_00804	K00821
MAG223_00805	K00611
MAG223_00806	K04083
MAG223_00809	K00626
MAG223_00813	K01960
MAG223_00815	K02035
MAG223_00816	K01960
MAG223_00817	K02160
MAG223_00818	K01961
MAG223_00819	K18914
MAG223_00820	K01061
MAG223_00822	K03657
MAG223_00824	K03281
MAG223_00825	K18967
MAG223_00829	K00548
MAG223_00831	K04754
MAG223_00833	K06020
MAG223_00838	K05819
MAG223_00840	K01138
MAG223_00842	K01432
MAG223_00845	K00768
MAG223_00846	K02233
MAG223_00849	K18162
MAG223_00850	K06206
MAG223_00851	K01265
MAG223_00852	K03630
MAG223_00855	K03520
MAG223_00856	K01756
MAG223_00858	K00666
MAG223_00859	K09838
MAG223_00862	K03702
MAG223_00863	K08169
MAG223_00865	K00812
MAG223_00866	K02355
MAG223_00867	K03635
MAG223_00869	K03750
MAG223_00870	K03753
MAG223_00871	K00995
MAG223_00872	K03703
MAG223_00874	K00034
MAG223_00875	K07301
MAG223_00876	K10914
MAG223_00878	K01738
MAG223_00882	K02224
MAG223_00886	K00266
MAG223_00889	K11179
MAG223_00892	K07235
MAG223_00900	K03442
MAG223_00902	K01784
MAG223_00903	K16264
MAG223_00904	K02371
MAG223_00910	K07447
MAG223_00911	K00609
MAG223_00912	K01465
MAG223_00913	K08591
MAG223_00914	K04096
MAG223_00915	K03168
MAG223_00916	K12573
MAG223_00917	K03797
MAG223_00918	K02913
MAG223_00919	K02485
MAG223_00921	K03820
MAG223_00923	K02502
MAG223_00924	K01939
MAG223_00927	K03089
MAG223_00928	K06180
MAG223_00933	K10526
MAG223_00935	K20039
MAG223_00939	K07659
MAG223_00941	K01637
MAG223_00942	K07110
MAG223_00945	K00058
MAG223_00949	K02035
MAG223_00954	K03426
MAG223_00960	K02483
MAG223_00961	K02343
MAG223_00962	K09747
MAG223_00963	K06187
MAG223_00970	K18912
MAG223_00972	K07080
MAG223_00974	K03182
MAG223_00975	K04763
MAG223_00978	K00891
MAG223_00979	K01735
MAG223_00987	K02902
MAG223_00990	K00031
MAG223_00992	K03182
MAG223_00993	K18258
MAG223_00995	K01897
MAG223_00997	K08188
MAG223_00998	K03182
MAG223_01003	K00059
MAG223_01006	K00059
MAG223_01010	K01473
MAG223_01011	K01474
MAG223_01012	K02433
MAG223_01013	K06173
MAG223_01014	K00604
MAG223_01015	K01462
MAG223_01016	K09760
MAG223_01018	K03296
MAG223_01021	K00382
MAG223_01022	K22522
MAG223_01025	K11527
MAG223_01028	K11527
MAG223_01029	K22369
MAG223_01032	K01138
MAG223_01035	K00799
MAG223_01036	K18622
MAG223_01037	K03417
MAG223_01042	K03574
MAG223_01045	K03655
MAG223_01047	K03723
MAG223_01049	K03704
MAG223_01057	K07814
MAG223_01058	K22895
MAG223_01060	K07461
MAG223_01065	K01652
MAG223_01068	K00799
MAG223_01070	K01738
MAG223_01079	K03929
MAG223_01084	K00121
MAG223_01086	K14333
MAG223_01089	K14938
MAG223_01091	K08997
MAG223_01094	K07716
MAG223_01095	K03453
MAG223_01102	K18138
MAG223_01105	K00108
MAG223_01107	K07488
MAG223_01114	K18121
MAG223_01119	K07310
MAG223_01126	K00074
MAG223_01135	K03519
MAG223_01136	K03520
MAG223_01137	K00059
MAG223_01138	K05607
MAG223_01139	K01661
MAG223_01140	K00121
MAG223_01141	K15666
MAG223_01143	K06888
MAG223_01146	K03657
MAG223_01148	K05712
MAG223_01150	K07080
MAG223_01152	K18703
MAG223_01153	K01640
MAG223_01154	K01799
MAG223_01157	K03119
MAG223_01158	K02554
MAG223_01159	K02554
MAG223_01160	K00059
MAG223_01163	K00254
MAG223_01167	K00858
MAG223_01168	K03639
MAG223_01170	K02379
MAG223_01171	K03752
MAG223_01173	K00123
MAG223_01174	K00335
MAG223_01177	K03407
MAG223_01178	K03413
MAG223_01179	K03412
MAG223_01180	K00575
MAG223_01181	K02483
MAG223_01182	K02412
MAG223_01186	K04562
MAG223_01187	K02400
MAG223_01188	K07714
MAG223_01189	K02556
MAG223_01190	K02417
MAG223_01193	K07234
MAG223_01194	K02035
MAG223_01195	K13421
MAG223_01203	K07276
MAG223_01205	K21393
MAG223_01207	K05837
MAG223_01208	K05515
MAG223_01210	K03570
MAG223_01211	K03569
MAG223_01214	K08963
MAG223_01216	K00772
MAG223_01217	K03768
MAG223_01218	K00413
MAG223_01219	K00412
MAG223_01220	K00411
MAG223_01221	K03216
MAG223_01222	K00228
MAG223_01225	K01692
MAG223_01226	K09181
MAG223_01227	K00974
MAG223_01229	K18665
MAG223_01231	K03924
MAG223_01236	K00283
MAG223_01237	K00282
MAG223_01238	K02437
MAG223_01239	K00605
MAG223_01242	K03469
MAG223_01243	K02533
MAG223_01244	K01649
MAG223_01245	K03406
MAG223_01246	K03776
MAG223_01249	K07785
MAG223_01250	K07785
MAG223_01254	K01883
MAG223_01255	K01950
MAG223_01257	K01759
MAG223_01260	K01626
MAG223_01262	K00383
MAG223_01265	K09771
MAG223_01268	K02569
MAG223_01270	K00367
MAG223_01273	K02573
MAG223_01276	K02572
MAG223_01277	K09021
MAG223_01278	K21393
MAG223_01284	K05810
MAG223_01286	K00948
MAG223_01287	K02897
MAG223_01288	K01056
MAG223_01289	K06942
MAG223_01294	K07511
MAG223_01295	K18703
MAG223_01301	K01800
MAG223_01302	K01557
MAG223_01307	K01897
MAG223_01308	K05657
MAG223_01313	K01953
MAG223_01315	K01953
MAG223_01316	K01953
MAG223_01319	K03520
MAG223_01320	K03519
MAG223_01323	K11527
MAG223_01326	K05929
MAG223_01330	K07161
MAG223_01331	K14333
MAG223_01332	K01061
MAG223_01333	K03977
MAG223_01337	K07126
MAG223_01339	K00059
MAG223_01340	K00764
MAG223_01342	K04485
MAG223_01343	K02065
MAG223_01344	K02066
MAG223_01345	K01775
MAG223_01346	K02314
MAG223_01347	K00574
MAG223_01348	K02939
MAG223_01350	K02963
MAG223_01351	K02990
MAG223_01352	K00645
MAG223_01353	K00059
MAG223_01354	K02078
MAG223_01355	K09458
MAG223_01356	K07082
MAG223_01357	K00059
MAG223_01358	K09667
MAG223_01360	K00942
MAG223_01361	K02528
MAG223_01362	K01711
MAG223_01365	K03208
MAG223_01368	K01953
MAG223_01369	K01997
MAG223_01370	K11959
MAG223_01371	K16871
MAG223_01375	K03327
MAG223_01377	K19052
MAG223_01378	K07773
MAG223_01385	K06889
MAG223_01387	K07141
MAG223_01388	K07402
MAG223_01389	K03519
MAG223_01390	K03518
MAG223_01394	K05575
MAG223_01396	K00341
MAG223_01397	K05568
MAG223_01398	K05567
MAG223_01399	K05566
MAG223_01400	K05566
MAG223_01401	K05571
MAG223_01403	K05569
MAG223_01404	K02050
MAG223_01406	K02049
MAG223_01408	K09005
MAG223_01410	K00059
MAG223_01413	K05921
MAG223_01415	K03392
MAG223_01420	K11610
MAG223_01422	K01029
MAG223_01423	K01028
MAG223_01431	K00249
MAG223_01432	K03119
MAG223_01435	K01715
MAG223_01436	K00059
MAG223_01438	K14696
MAG223_01440	K11085
MAG223_01444	K05713
MAG223_01445	K16043
MAG223_01451	K00525
MAG223_01456	K09919
MAG223_01458	K01908
MAG223_01459	K00059
MAG223_01461	K21393
MAG223_01464	K03694
MAG223_01465	K06891
MAG223_01467	K07258
MAG223_01469	K01840
MAG223_01470	K00012
MAG223_01471	K00963
MAG223_01473	K09539
MAG223_01476	K00109
MAG223_01481	K12663
MAG223_01485	K06213
MAG223_01486	K00029
MAG223_01488	K03801
MAG223_01490	K01512
MAG223_01491	K01965
MAG223_01493	K01464
MAG223_01495	K11921
MAG223_01496	K21395
MAG223_01498	K21393
MAG223_01499	K05712
MAG223_01508	K00121
MAG223_01509	K01138
MAG223_01512	K03086
MAG223_01518	K03526
MAG223_01521	K02291
MAG223_01522	K06045
MAG223_01525	K03527
MAG223_01526	K00091
MAG223_01529	K01841
MAG223_01530	K09459
MAG223_01533	K09469
MAG223_01540	K07304
MAG223_01541	K18560
MAG223_01542	K07306
MAG223_01544	K02003
MAG223_01552	K01720
MAG223_01553	K03417
MAG223_01554	K01647
MAG223_01558	K18703
MAG223_01564	K02032
MAG223_01565	K02031
MAG223_01567	K01652
MAG223_01569	K03520
MAG223_01570	K18703
MAG223_01571	K01953
MAG223_01572	K13678
MAG223_01575	K02843
MAG223_01577	K22073
MAG223_01580	K07006
MAG223_01581	K01006
MAG223_01582	K01879
MAG223_01583	K01878
MAG223_01584	K01069
MAG223_01586	K04773
MAG223_01589	K02523
MAG223_01592	K07749
MAG223_01593	K01577
MAG223_01594	K00289
MAG223_01597	K07814
MAG223_01603	K01692
MAG223_01604	K01897
MAG223_01605	K01897
MAG223_01611	K06212
MAG223_01614	K01644
MAG223_01615	K18702
MAG223_01619	K09022
MAG223_01625	K00759
MAG223_01626	K08738
MAG223_01633	K14938
MAG223_01638	K00452
MAG223_01640	K19789
MAG223_01644	K20509
MAG223_01646	K01960
MAG223_01647	K01966
MAG223_01648	K00248
MAG223_01650	K01923
MAG223_01651	K01816
MAG223_01652	K02035
MAG223_01656	K17744
MAG223_01658	K00013
MAG223_01659	K00626
MAG223_01660	K00059
MAG223_01661	K00058
MAG223_01662	K01652
MAG223_01663	K18622
MAG223_01665	K05921
MAG223_01668	K03518
MAG223_01669	K13479
MAG223_01670	K01848
MAG223_01671	K01849
MAG223_01672	K18244
MAG223_01673	K01474
MAG223_01674	K01473
MAG223_01677	K00958
MAG223_01681	K05712
MAG223_01682	K01897
MAG223_01683	K01432
MAG223_01684	K00483
MAG223_01685	K01996
MAG223_01686	K01995
MAG223_01687	K01998
MAG223_01688	K11960
MAG223_01695	K00666
MAG223_01696	K05708
MAG223_01700	K00766
MAG223_01702	K02036
MAG223_01704	K03119
MAG223_01707	K00058
MAG223_01708	K00244
MAG223_01710	K07311
MAG223_01711	K07306
MAG223_01714	K03182
MAG223_01715	K03182
MAG223_01716	K22133
MAG223_01717	K01895
MAG223_01721	K03520
MAG223_01722	K03519
MAG223_01723	K03518
MAG223_01725	K03392
MAG223_01732	K00615
MAG223_01733	K00615
MAG223_01734	K01784
MAG223_01737	K00674
MAG223_01747	K23424
MAG223_01753	K04739
MAG223_01755	K02032
MAG223_01756	K02035
MAG223_01757	K02033
MAG223_01758	K02034
MAG223_01759	K09790
MAG223_01761	K05708
MAG223_01762	K01915
MAG223_01764	K22468
MAG223_01767	K00278
MAG223_01768	K00767
MAG223_01769	K03517
MAG223_01770	K01436
MAG223_01774	K04771
MAG223_01775	K07665
MAG223_01776	K02484
MAG223_01777	K16639
MAG223_01784	K07010
MAG223_01785	K02065
MAG223_01787	K13479
MAG223_01788	K03520
MAG223_01789	K03518
MAG223_01795	K01897
MAG223_01799	K13747
MAG223_01801	K11434
MAG223_01804	K08989
MAG223_01806	K22303
MAG223_01808	K00108
MAG223_01810	K00239
MAG223_01813	K19245
MAG223_01820	K11527
MAG223_01821	K01999
MAG223_01822	K01627
MAG223_01823	K06041
MAG223_01824	K00979
MAG223_01825	K03270
MAG223_01828	K00459
MAG223_01829	K22303
MAG223_01830	K10716
MAG223_01831	K01740
MAG223_01832	K06929
MAG223_01834	K02871
MAG223_01835	K02996
MAG223_01842	K07651
MAG223_01843	K00666
MAG223_01846	K01768
MAG223_01848	K11527
MAG223_01850	K00145
MAG223_01851	K14333
MAG223_01852	K00059
MAG223_01853	K12405
MAG223_01854	K14267
MAG223_01856	K08844
MAG223_01857	K04751
MAG223_01858	K01915
MAG223_01860	K03183
MAG223_01861	K00682
MAG223_01863	K00266
MAG223_01867	K23164
MAG223_01871	K21393
MAG223_01875	K07130
MAG223_01876	K06989
MAG223_01877	K02433
MAG223_01879	K05708
MAG223_01892	K03665
MAG223_01893	K03666
MAG223_01895	K00824
MAG223_01896	K03499
MAG223_01897	K13599
MAG223_01899	K07712
MAG223_01900	K07708
MAG223_01903	K01770
MAG223_01904	K03926
MAG223_01907	K09457
MAG223_01908	K04094
MAG223_01912	K06954
MAG223_01917	K21698
MAG223_01918	K22015
MAG223_01920	K03639
MAG223_01921	K03741
MAG223_01922	K18703
MAG223_01927	K01652
MAG223_01934	K07447
MAG223_01940	K02371
MAG223_01941	K16264
MAG223_01942	K01784
MAG223_01943	K11085
MAG223_01944	K09778
MAG223_01945	K02527
MAG223_01946	K00912
MAG223_01947	K02517
MAG223_01949	K03601
MAG223_01950	K01945
MAG223_01951	K00344
MAG223_01952	K03119
MAG223_01959	K01885
MAG223_01960	K06999
MAG223_01962	K16046
MAG223_01965	K02986
MAG223_01966	K01025
MAG223_01969	K03778
MAG223_01975	K01996
MAG223_01976	K01995
MAG223_01977	K01998
MAG223_01978	K01997
MAG223_01980	K03520
MAG223_01981	K03518
MAG223_01982	K13479
MAG223_01992	K15777
MAG223_01996	K00384
MAG223_01998	K03742
MAG223_01999	K00020
MAG223_02004	K00799
MAG223_02005	K03327
MAG223_02006	K22895
MAG223_02007	K02433
MAG223_02009	K08186
MAG223_02010	K00344
MAG223_02012	K11517
MAG223_02020	K01740
MAG223_02021	K01613
MAG223_02022	K17103
MAG223_02023	K00219
MAG223_02026	K01895
MAG223_02028	K03296
MAG223_02031	K06607
MAG223_02034	K03182
MAG223_02037	K01473
MAG223_02038	K01474
MAG223_02039	K01768
MAG223_02040	K09018
MAG223_02047	K18622
MAG223_02051	K00784
MAG223_02052	K08764
MAG223_02057	K13483
MAG223_02058	K07303
MAG223_02060	K01012
MAG223_02061	K00652
MAG223_02062	K01935
MAG223_02063	K03701
MAG223_02068	K22077
MAG223_02070	K22444
MAG223_02073	K03111
MAG223_02075	K13703
MAG223_02078	K02469
MAG223_02079	K00954
MAG223_02088	K22066
MAG223_02089	K06911
MAG223_02095	K09874
MAG223_02098	K21308
MAG223_02099	K21307
MAG223_02108	K03218
MAG223_02111	K02358
MAG223_02112	K02946
MAG223_02113	K02906
MAG223_02114	K02926
MAG223_02115	K02892
MAG223_02116	K02886
MAG223_02117	K02965
MAG223_02118	K02890
MAG223_02119	K02982
MAG223_02120	K02878
MAG223_02121	K02904
MAG223_02122	K02961
MAG223_02123	K02874
MAG223_02124	K02895
MAG223_02125	K02931
MAG223_02126	K02954
MAG223_02127	K02994
MAG223_02128	K02933
MAG223_02129	K02881
MAG223_02130	K02988
MAG223_02131	K02907
MAG223_02132	K02876
MAG223_02133	K03076
MAG223_02134	K00939
MAG223_02135	K02952
MAG223_02136	K02948
MAG223_02137	K03040
MAG223_02138	K02879
MAG223_02139	K04771
MAG223_02140	K07478
MAG223_02141	K06199
MAG223_02142	K06180
MAG223_02143	K01091
MAG223_02146	K01966
MAG223_02155	K02259
MAG223_02156	K03599
MAG223_02158	K03797
MAG223_02159	K01652
MAG223_02166	K01042
MAG223_02167	K03833
MAG223_02168	K21308
MAG223_02169	K21307
MAG223_02171	K01652
MAG223_02172	K00612
MAG223_02181	K03182
MAG223_02183	K18652
MAG223_02185	K00059
MAG223_02186	K13889
MAG223_02187	K03738
MAG223_02191	K00010
MAG223_02195	K01996
MAG223_02196	K06861
MAG223_02197	K01998
MAG223_02198	K22020
MAG223_02202	K00010
MAG223_02203	K01274
MAG223_02204	K01007
MAG223_02210	K01649
MAG223_02213	K13479
MAG223_02214	K03518
MAG223_02215	K00087
MAG223_02216	K03520
MAG223_02217	K03695
MAG223_02222	K09765
MAG223_02223	K03182
MAG223_02226	K00059
MAG223_02232	K00558
MAG223_02235	K07552
MAG223_02236	K07552
MAG223_02249	K02001
MAG223_02250	K02000
MAG223_02251	K03974
MAG223_02252	K03969
MAG223_02254	K03973
MAG223_02257	K00729
MAG223_02259	K04034
MAG223_02265	K22907
MAG223_02266	K08679
MAG223_02269	K03271
MAG223_02270	K06902
MAG223_02271	K15371
MAG223_02275	K04042
MAG223_02276	K00820
MAG223_02281	K14333
MAG223_02283	K09858
MAG223_02287	K07305
MAG223_02288	K11209
MAG223_02289	K11209
MAG223_02290	K09962
MAG223_02296	K01923
MAG223_02297	K23264
MAG223_02298	K23265
MAG223_02299	K23269
MAG223_02301	K07390
MAG223_02303	K00384
MAG223_02304	K03719
MAG223_02307	K11209
MAG223_02311	K14733
MAG223_02315	K03624
MAG223_02316	K01955
MAG223_02318	K01956
MAG223_02339	K14645
MAG223_02344	K11440
MAG223_02345	K03520
MAG223_02346	K00108
MAG223_02347	K07282
MAG223_02350	K05708
MAG223_02351	K13071
MAG223_02352	K18652
MAG223_02353	K00058
MAG223_02357	K03593
MAG223_02358	K04088
MAG223_02359	K04087
MAG223_02361	K04771
MAG223_02365	K00791
MAG223_02366	K01652
MAG223_02367	K01653
MAG223_02368	K00053
MAG223_02369	K03465
MAG223_02372	K01676
MAG223_02375	K03737
MAG223_02376	K03553
MAG223_02378	K01872
MAG223_02386	K00873
MAG223_02392	K02035
MAG223_02394	K01897
MAG223_02395	K08602
MAG223_02396	K08869
MAG223_02401	K22895
MAG223_02402	K00324
MAG223_02403	K00324
MAG223_02404	K00325
MAG223_02407	K01061
MAG223_02411	K01462
MAG223_02412	K18587
MAG223_02413	K01588
MAG223_02415	K21071
MAG223_02418	K09987
MAG223_02422	K02909
MAG223_02423	K08151
MAG223_02424	K02557
MAG223_02434	K22027
MAG223_02436	K03413
MAG223_02437	K07710
MAG223_02439	K01092
MAG223_02440	K02356
MAG223_02443	K03704
MAG223_02446	K03182
MAG223_02453	K03519
MAG223_02454	K01895
MAG223_02456	K00784
MAG223_02458	K23007
MAG223_02463	K03074
MAG223_02464	K03072
MAG223_02465	K03210
MAG223_02473	K07716
MAG223_02485	K03518
MAG223_02486	K03520
MAG223_02487	K03182
MAG223_02495	K00128
MAG223_02499	K06941
MAG223_02507	K01940
MAG223_02508	K00483
MAG223_02510	K05894
MAG223_02511	K01890
MAG223_02512	K01889
MAG223_02513	K02887
MAG223_02514	K02916
MAG223_02516	K02520
MAG223_02517	K01868
MAG223_02518	K02843
MAG223_02520	K13702
MAG223_02521	K03182
MAG223_02524	K00799
MAG223_02525	K06153
MAG223_02526	K13896
MAG223_02527	K13895
MAG223_02528	K13894
MAG223_02529	K13893
MAG223_02530	K18649
MAG223_02531	K08738
MAG223_02534	K01652
MAG223_02535	K14170
MAG223_02537	K00058
MAG223_02547	K01768
MAG223_02548	K13985
MAG223_02553	K21888
MAG223_02554	K00010
MAG223_02555	K03272
MAG223_02556	K05366
MAG223_02558	K02470
MAG223_02559	K03629
MAG223_02560	K02338
MAG223_02561	K02313
MAG223_02562	K02968
MAG223_02564	K10563
MAG223_02565	K06127
MAG223_02566	K03688
MAG223_02567	K13038
MAG223_02568	K01520
MAG223_02570	K01738
MAG223_02571	K21029
MAG223_02572	K00058
MAG223_02578	K11527
MAG223_02583	K00208
MAG223_02584	K00647
MAG223_02585	K01716
