MAG164_00001	K02939
MAG164_00218	K01866
MAG164_00221	K01056
MAG164_00222	K06942
MAG164_00225	K09919
MAG164_00227	K07659
MAG164_00228	K07638
MAG164_00229	K02303
MAG164_00230	K00606
MAG164_00232	K00950
MAG164_00233	K00970
MAG164_00234	K00798
MAG164_00235	K01776
MAG164_00236	K00826
MAG164_00237	K07152
MAG164_00238	K07043
MAG164_00239	K00655
MAG164_00240	K03273
MAG164_00241	K01879
MAG164_00242	K01878
MAG164_00243	K03820
MAG164_00245	K06189
MAG164_00246	K07042
MAG164_00247	K06217
MAG164_00248	K06168
MAG164_00249	K03569
MAG164_00250	K02435
MAG164_00251	K02433
MAG164_00252	K02434
MAG164_00253	K00762
MAG164_00254	K01142
MAG164_00255	K08218
MAG164_00257	K01933
MAG164_00259	K03500
MAG164_00261	K03296
MAG164_00264	K01925
MAG164_00265	K01000
MAG164_00266	K01929
MAG164_00267	K01928
MAG164_00268	K03587
MAG164_00269	K13038
MAG164_00270	K01520
MAG164_00271	K02902
MAG164_00272	K02913
MAG164_00274	K06213
MAG164_00275	K02879
MAG164_00276	K03040
MAG164_00277	K02986
MAG164_00278	K02948
MAG164_00279	K02952
MAG164_00280	K02919
MAG164_00281	K02518
MAG164_00282	K03076
MAG164_00283	K02876
MAG164_00284	K02907
MAG164_00285	K02988
MAG164_00286	K02881
MAG164_00287	K02933
MAG164_00288	K02994
MAG164_00289	K02954
MAG164_00290	K02931
MAG164_00291	K02895
MAG164_00292	K02874
MAG164_00293	K02961
MAG164_00295	K02878
MAG164_00296	K02982
MAG164_00297	K02890
MAG164_00298	K02965
MAG164_00299	K02886
MAG164_00300	K02892
MAG164_00301	K02926
MAG164_00302	K02906
MAG164_00303	K02946
MAG164_00304	K02358
MAG164_00305	K00031
MAG164_00306	K03704
MAG164_00307	K03981
MAG164_00308	K06126
MAG164_00309	K03185
MAG164_00310	K01262
MAG164_00311	K00992
MAG164_00312	K07102
MAG164_00313	K13292
MAG164_00314	K06200
MAG164_00317	K00766
MAG164_00318	K01609
MAG164_00319	K01698
MAG164_00321	K05366
MAG164_00322	K00891
MAG164_00323	K01735
MAG164_00324	K01129
MAG164_00325	K01937
MAG164_00326	K01627
MAG164_00327	K01689
MAG164_00329	K06980
MAG164_00335	K03924
MAG164_00336	K01716
MAG164_00337	K00647
MAG164_00339	K14260
MAG164_00340	K00003
MAG164_00341	K01733
MAG164_00342	K00560
MAG164_00343	K00287
MAG164_00345	K01494
MAG164_00346	K00036
MAG164_00347	K00033
MAG164_00348	K01057
MAG164_00349	K03593
MAG164_00350	K03147
MAG164_00351	K09808
MAG164_00352	K09810
MAG164_00353	K03561
MAG164_00355	K11085
MAG164_00356	K00912
MAG164_00357	K09791
MAG164_00358	K00099
MAG164_00359	K00981
MAG164_00360	K00806
MAG164_00361	K02838
MAG164_00362	K09903
MAG164_00363	K02357
MAG164_00364	K02967
MAG164_00366	K07175
MAG164_00367	K08227
MAG164_00368	K03885
MAG164_00371	K02065
MAG164_00372	K02066
MAG164_00373	K02067
MAG164_00374	K07323
MAG164_00376	K01990
MAG164_00377	K01992
MAG164_00379	K07390
MAG164_00380	K00790
MAG164_00381	K00765
MAG164_00382	K00817
MAG164_00383	K03856
MAG164_00388	K07552
MAG164_00391	K05524
MAG164_00392	K00956
MAG164_00393	K00957
MAG164_00394	K00390
MAG164_00396	K00392
MAG164_00397	K07090
MAG164_00398	K01890
MAG164_00399	K04764
MAG164_00406	K00240
MAG164_00407	K00239
MAG164_00408	K00242
MAG164_00410	K00027
MAG164_00411	K03482
MAG164_00415	K21430
MAG164_00416	K00627
MAG164_00417	K00382
MAG164_00418	K03525
MAG164_00419	K03524
MAG164_00420	K03657
MAG164_00421	K03723
MAG164_00422	K01807
MAG164_00423	K01875
MAG164_00424	K07478
MAG164_00429	K00138
MAG164_00430	K09959
MAG164_00432	K00384
MAG164_00434	K01770
MAG164_00435	K00991
MAG164_00436	K03320
MAG164_00437	K01894
MAG164_00439	K00566
MAG164_00440	K00767
MAG164_00441	K01652
MAG164_00442	K01653
MAG164_00443	K00053
MAG164_00444	K01613
MAG164_00445	K08311
MAG164_00448	K06130
MAG164_00450	K00795
MAG164_00451	K02066
MAG164_00452	K02065
MAG164_00455	K06182
MAG164_00456	K03386
MAG164_00457	K00639
MAG164_00458	K00548
MAG164_00459	K02558
MAG164_00463	K03517
MAG164_00464	K08310
MAG164_00465	K03527
MAG164_00469	K03671
MAG164_00470	K03628
MAG164_00471	K02909
MAG164_00474	K02379
MAG164_00475	K00123
MAG164_00476	K18331
MAG164_00477	K00334
MAG164_00478	K03639
MAG164_00479	K03752
MAG164_00480	K03753
MAG164_00481	K03750
MAG164_00484	K07397
MAG164_00485	K01802
MAG164_00486	K07259
MAG164_00487	K00833
MAG164_00490	K04078
MAG164_00492	K03431
MAG164_00493	K02036
MAG164_00494	K02038
MAG164_00495	K02037
MAG164_00496	K02040
MAG164_00497	K02836
MAG164_00498	K04567
MAG164_00499	K01673
MAG164_00503	K02259
MAG164_00504	K02257
MAG164_00506	K01525
MAG164_00507	K22026
MAG164_00510	K22066
MAG164_00512	K06190
MAG164_00513	K07053
MAG164_00515	K01867
MAG164_00516	K05896
MAG164_00517	K06024
MAG164_00518	K00336
MAG164_00519	K00337
MAG164_00520	K00338
MAG164_00521	K00339
MAG164_00522	K00340
MAG164_00523	K00341
MAG164_00524	K00342
MAG164_00525	K00343
MAG164_00528	K10763
MAG164_00529	K03387
MAG164_00530	K03386
MAG164_00531	K01423
MAG164_00532	K03637
MAG164_00533	K09667
MAG164_00536	K01990
MAG164_00537	K01992
MAG164_00540	K10563
MAG164_00541	K03688
MAG164_00543	K03183
MAG164_00545	K03089
MAG164_00546	K09811
MAG164_00547	K09812
MAG164_00548	K03110
MAG164_00550	K07533
MAG164_00551	K00208
MAG164_00552	K02034
MAG164_00553	K02033
MAG164_00554	K01775
MAG164_00555	K04485
MAG164_00556	K02291
MAG164_00560	K03310
MAG164_00562	K02470
MAG164_00564	K01939
MAG164_00565	K12960
MAG164_00567	K06041
MAG164_00569	K09774
MAG164_00570	K06925
MAG164_00571	K01448
MAG164_00572	K00791
MAG164_00574	K00138
MAG164_00575	K09959
MAG164_00576	K09457
MAG164_00582	K03500
MAG164_00584	K06213
MAG164_00586	K02913
MAG164_00587	K02902
MAG164_00588	K01520
MAG164_00589	K13038
MAG164_00590	K06147
MAG164_00594	K00278
MAG164_00595	K03775
MAG164_00597	K04754
MAG164_00598	K03592
MAG164_00601	K01669
MAG164_00604	K01462
MAG164_00605	K03657
MAG164_00607	K02204
MAG164_00609	K07689
MAG164_00610	K08289
MAG164_00612	K06207
MAG164_00613	K01889
MAG164_00614	K02887
MAG164_00615	K02916
MAG164_00616	K02520
MAG164_00617	K01868
MAG164_00619	K06077
MAG164_00622	K01580
MAG164_00624	K03307
MAG164_00628	K01945
MAG164_00634	K04043
MAG164_00635	K03686
MAG164_00636	K01759
MAG164_00638	K00954
MAG164_00639	K08316
MAG164_00642	K03074
MAG164_00643	K03072
MAG164_00644	K03210
MAG164_00645	K00773
MAG164_00646	K01139
MAG164_00647	K09022
MAG164_00648	K10027
MAG164_00649	K02523
MAG164_00651	K03424
MAG164_00652	K11752
MAG164_00653	K07738
MAG164_00654	K03101
MAG164_00657	K15633
MAG164_00658	K06147
MAG164_00664	K01961
MAG164_00665	K02160
MAG164_00668	K02523
MAG164_00669	K10027
MAG164_00670	K02291
MAG164_00672	K21929
MAG164_00674	K03703
MAG164_00675	K00995
MAG164_00683	K03641
MAG164_00684	K03269
MAG164_00685	K03768
MAG164_00686	K03768
MAG164_00687	K03676
MAG164_00688	K03071
MAG164_00689	K00928
MAG164_00692	K03321
MAG164_00693	K01940
MAG164_00694	K09767
MAG164_00695	K17103
MAG164_00696	K01649
MAG164_00699	K00600
MAG164_00702	K04082
MAG164_00703	K13628
MAG164_00704	K04488
MAG164_00705	K04487
MAG164_00706	K04487
MAG164_00707	K13643
MAG164_00708	K00640
MAG164_00710	K14711
MAG164_00711	K01885
MAG164_00712	K03666
MAG164_00713	K03470
MAG164_00714	K07056
MAG164_00715	K06287
MAG164_00716	K01960
MAG164_00717	K01007
MAG164_00718	K09773
MAG164_00719	K00432
MAG164_00723	K03296
MAG164_00724	K07397
MAG164_00726	K06134
MAG164_00727	K03797
MAG164_00729	K12339
MAG164_00730	K07501
MAG164_00731	K07056
MAG164_00732	K01465
MAG164_00733	K03925
MAG164_00734	K03438
MAG164_00735	K03106
MAG164_00741	K07304
MAG164_00744	K03469
MAG164_00745	K02342
MAG164_00746	K01737
MAG164_00747	K06013
MAG164_00748	K13288
MAG164_00749	K06199
MAG164_00751	K02356
MAG164_00752	K03568
MAG164_00754	K01599
MAG164_00755	K07305
MAG164_00756	K14393
MAG164_00758	K01462
MAG164_00760	K15726
MAG164_00762	K15725
MAG164_00770	K07689
MAG164_00771	K11617
MAG164_00773	K04075
MAG164_00774	K01962
MAG164_00775	K02337
MAG164_00776	K00254
MAG164_00779	K03529
MAG164_00786	K00147
MAG164_00787	K00969
MAG164_00788	K01935
MAG164_00790	K02170
MAG164_00791	K01265
MAG164_00794	K01575
MAG164_00797	K01938
MAG164_00798	K04744
MAG164_00799	K03771
MAG164_00800	K00097
MAG164_00801	K02528
MAG164_00802	K03665
MAG164_00803	K04088
MAG164_00804	K04087
MAG164_00810	K02335
MAG164_00812	K05540
MAG164_00813	K03557
MAG164_00814	K00602
MAG164_00815	K01945
MAG164_00816	K07566
MAG164_00817	K00228
MAG164_00818	K03294
MAG164_00819	K01792
MAG164_00820	K01687
MAG164_00821	K02040
MAG164_00822	K02836
MAG164_00823	K04567
MAG164_00824	K01673
MAG164_00826	K04755
MAG164_00827	K04043
MAG164_00829	K03088
MAG164_00830	K00278
MAG164_00831	K01687
MAG164_00832	K01792
MAG164_00833	K03294
MAG164_00834	K00228
MAG164_00835	K07566
MAG164_00836	K01945
MAG164_00837	K00602
MAG164_00838	K03557
MAG164_00839	K18979
MAG164_00840	K01810
MAG164_00841	K01923
MAG164_00842	K00927
MAG164_00844	K07657
MAG164_00845	K07636
MAG164_00846	K05515
MAG164_00849	K03711
MAG164_00850	K03631
MAG164_00851	K00858
MAG164_00852	K03705
MAG164_00854	K00821
MAG164_00857	K05844
MAG164_00858	K03545
MAG164_00859	K01358
MAG164_00860	K03088
MAG164_00864	K12343
MAG164_00866	K20416
MAG164_00867	K06954
MAG164_00869	K00574
MAG164_00871	K09710
MAG164_00872	K01579
MAG164_00873	K01918
MAG164_00874	K00606
MAG164_00875	K02160
MAG164_00876	K03786
MAG164_00879	K02563
MAG164_00880	K01924
MAG164_00881	K00075
MAG164_00882	K01921
MAG164_00883	K03589
MAG164_00884	K01874
MAG164_00885	K01591
MAG164_00886	K19804
MAG164_00887	K05788
MAG164_00888	K02945
MAG164_00890	K10026
MAG164_00891	K06920
MAG164_00892	K00817
MAG164_00893	K03856
MAG164_00894	K02899
MAG164_00895	K02888
MAG164_00896	K02523
MAG164_00898	K01873
MAG164_00909	K01647
MAG164_00910	K01647
MAG164_00911	K15724
MAG164_00914	K00145
MAG164_00915	K01895
MAG164_00916	K07777
MAG164_00920	K00013
MAG164_00921	K00817
MAG164_00922	K01961
MAG164_00923	K02911
MAG164_00924	K03621
MAG164_00925	K00648
MAG164_00926	K02032
MAG164_00929	K03977
MAG164_00930	K05807
MAG164_00931	K06180
MAG164_00932	K01951
MAG164_00933	K01784
MAG164_00936	K02469
MAG164_00937	K00831
MAG164_00938	K00059
MAG164_00940	K03439
MAG164_00941	K03978
MAG164_00942	K04042
MAG164_00943	K00820
MAG164_00950	K05592
MAG164_00951	K07461
MAG164_00952	K12957
MAG164_00957	K11753
MAG164_00958	K03980
MAG164_00959	K03544
MAG164_00960	K01358
MAG164_00962	K03703
MAG164_00963	K00995
MAG164_00966	K07277
MAG164_00968	K02536
MAG164_00969	K02372
MAG164_00970	K00677
MAG164_00972	K01255
MAG164_00974	K03686
MAG164_00975	K04043
MAG164_00976	K14540
MAG164_00982	K11720
MAG164_00985	K03806
MAG164_00986	K13888
MAG164_00988	K07568
MAG164_00990	K01881
MAG164_00992	K03789
MAG164_00995	K20151
MAG164_00998	K00800
MAG164_00999	K04517
MAG164_01000	K00685
MAG164_01001	K03455
MAG164_01002	K03153
