MAG11_00001	K04774
MAG11_01157	K03685
MAG11_01159	K03100
MAG11_01160	K03596
MAG11_01162	K08311
MAG11_01164	K01593
MAG11_01166	K13195
MAG11_01167	K06867
MAG11_01170	K03736
MAG11_01171	K05820
MAG11_01172	K03561
MAG11_01173	K07482
MAG11_01174	K02379
MAG11_01175	K03752
MAG11_01178	K06969
MAG11_01181	K01768
MAG11_01190	K11991
MAG11_01192	K02237
MAG11_01193	K00950
MAG11_01194	K01633
MAG11_01195	K08591
MAG11_01196	K01409
MAG11_01203	K12152
MAG11_01204	K06891
MAG11_01205	K03694
MAG11_01206	K02518
MAG11_01207	K08300
MAG11_01208	K06179
MAG11_01209	K04773
MAG11_01210	K07497
MAG11_01214	K06189
MAG11_01216	K02662
MAG11_01218	K02665
MAG11_01223	K10716
MAG11_01225	K06997
MAG11_01226	K02669
MAG11_01227	K02670
MAG11_01228	K03216
MAG11_01229	K00688
MAG11_01230	K03070
MAG11_01232	K04487
MAG11_01233	K13643
MAG11_01234	K00640
MAG11_01235	K15396
MAG11_01236	K01092
MAG11_01237	K22769
MAG11_01240	K03060
MAG11_01241	K00927
MAG11_01244	K00973
MAG11_01250	K01611
MAG11_01252	K00311
MAG11_01255	K09009
MAG11_01257	K07495
MAG11_01258	K00931
MAG11_01259	K00566
MAG11_01262	K00620
MAG11_01266	K05878
MAG11_01267	K05879
MAG11_01268	K07516
MAG11_01269	K06445
MAG11_01272	K03169
MAG11_01273	K03169
MAG11_01276	K00928
MAG11_01277	K01872
