MAG24_00003	K07146
MAG24_00563	K21396
MAG24_00564	K05808
MAG24_00566	K00537
MAG24_00570	K04762
MAG24_00575	K14645
MAG24_00581	K17686
MAG24_00583	K02834
MAG24_00584	K09808
MAG24_00590	K03561
MAG24_00594	K03773
MAG24_00596	K00652
MAG24_00597	K05807
MAG24_00599	K02111
MAG24_00600	K02115
MAG24_00601	K13598
MAG24_00602	K01715
MAG24_00607	K18889
MAG24_00608	K00263
MAG24_00609	K03625
MAG24_00611	K03210
MAG24_00613	K00135
MAG24_00617	K01665
MAG24_00618	K01772
MAG24_00620	K07684
MAG24_00622	K23424
MAG24_00627	K01847
MAG24_00637	K00806
MAG24_00640	K00858
MAG24_00643	K01915
MAG24_00644	K07301
MAG24_00646	K12257
MAG24_00647	K00024
MAG24_00650	K09761
MAG24_00651	K01610
MAG24_00654	K02902
MAG24_00655	K03742
MAG24_00656	K00757
MAG24_00658	K23119
MAG24_00662	K01436
MAG24_00663	K12340
MAG24_00664	K14742
MAG24_00667	K06888
MAG24_00668	K03978
MAG24_00669	K16050
MAG24_00670	K03925
MAG24_00671	K02437
MAG24_00673	K03832
MAG24_00674	K03832
MAG24_00675	K00956
MAG24_00676	K00957
MAG24_00677	K00860
MAG24_00678	K01619
MAG24_00679	K00128
MAG24_00680	K00128
MAG24_00681	K01082
MAG24_00682	K01711
MAG24_00683	K02377
MAG24_00690	K00948
MAG24_00691	K02897
MAG24_00692	K01056
MAG24_00693	K16089
MAG24_00694	K01880
MAG24_00697	K00370
MAG24_00698	K00371
MAG24_00700	K00374
MAG24_00702	K01697
MAG24_00703	K07010
MAG24_00705	K07001
MAG24_00709	K03046
MAG24_00710	K03305
MAG24_00712	K09164
MAG24_00719	K05929
MAG24_00720	K03695
MAG24_00723	K03168
MAG24_00724	K01589
MAG24_00725	K00760
MAG24_00726	K00939
MAG24_00727	K03979
MAG24_00729	K01735
MAG24_00730	K00800
MAG24_00731	K03686
MAG24_00734	K03088
MAG24_00736	K19701
MAG24_00738	K00857
MAG24_00739	K01775
MAG24_00741	K00754
MAG24_00743	K03797
MAG24_00744	K08998
MAG24_00746	K01719
MAG24_00750	K01113
MAG24_00759	K10947
MAG24_00768	K01784
MAG24_00769	K18682
MAG24_00775	K17104
MAG24_00776	K00788
MAG24_00777	K02014
MAG24_00784	K01875
MAG24_00787	K02491
MAG24_00789	K06178
MAG24_00791	K09812
MAG24_00792	K07095
MAG24_00798	K02010
MAG24_00802	K02611
MAG24_00803	K02612
MAG24_00804	K15866
MAG24_00806	K00074
MAG24_00809	K00626
MAG24_00810	K03595
MAG24_00811	K03977
MAG24_00821	K17103
MAG24_00823	K06861
MAG24_00825	K03118
MAG24_00826	K03671
MAG24_00827	K02337
MAG24_00832	K02003
MAG24_00833	K02004
MAG24_00836	K06193
MAG24_00839	K02557
MAG24_00840	K01736
MAG24_00841	K02112
MAG24_00846	K02347
MAG24_00851	K03527
MAG24_00852	K01262
MAG24_00855	K02575
MAG24_00861	K02825
MAG24_00862	K00891
MAG24_00863	K01000
MAG24_00864	K01925
MAG24_00865	K01925
MAG24_00866	K03588
MAG24_00867	K02563
MAG24_00869	K07082
MAG24_00871	K01778
MAG24_00872	K04771
MAG24_00873	K03086
MAG24_00874	K00134
MAG24_00876	K06902
MAG24_00877	K15736
MAG24_00880	K15633
MAG24_00882	K02355
MAG24_00883	K02946
MAG24_00884	K02906
MAG24_00885	K02926
MAG24_00886	K02892
MAG24_00887	K02886
MAG24_00888	K02965
MAG24_00889	K02890
MAG24_00890	K02982
MAG24_00891	K02878
MAG24_00893	K02961
MAG24_00894	K02874
MAG24_00895	K02895
MAG24_00896	K02931
MAG24_00897	K02954
MAG24_00898	K02994
MAG24_00899	K02933
MAG24_00900	K02881
MAG24_00901	K02988
MAG24_00903	K02876
MAG24_00904	K01803
MAG24_00907	K23010
MAG24_00910	K07636
MAG24_00911	K02483
MAG24_00913	K03324
MAG24_00918	K07755
MAG24_00921	K01866
MAG24_00922	K02557
MAG24_00923	K09811
MAG24_00925	K06153
MAG24_00926	K03177
MAG24_00930	K16363
MAG24_00931	K00677
MAG24_00932	K01990
MAG24_00936	K03296
MAG24_00937	K16089
MAG24_00939	K01251
MAG24_00944	K02477
MAG24_00946	K00978
MAG24_00947	K01709
MAG24_00948	K01790
MAG24_00950	K06969
MAG24_00952	K00940
MAG24_00956	K03786
MAG24_00957	K04763
MAG24_00958	K23424
MAG24_00960	K08972
MAG24_00963	K02888
MAG24_00965	K00798
MAG24_00978	K03088
MAG24_00982	K01714
MAG24_00984	K07305
MAG24_00986	K07238
MAG24_00987	K03709
MAG24_00990	K01961
MAG24_00992	K02517
MAG24_00994	K03466
MAG24_00997	K03496
MAG24_00998	K03497
MAG24_01000	K00215
MAG24_01001	K03100
MAG24_01003	K11717
MAG24_01005	K00912
MAG24_01007	K07164
MAG24_01008	K01647
MAG24_01009	K01689
MAG24_01010	K01956
MAG24_01013	K02996
MAG24_01014	K02871
MAG24_01015	K00639
MAG24_01016	K00262
MAG24_01021	K13038
MAG24_01024	K01358
MAG24_01030	K03711
MAG24_01031	K00951
MAG24_01032	K01555
MAG24_01036	K00097
MAG24_01038	K02911
MAG24_01039	K03621
MAG24_01040	K00648
MAG24_01041	K02160
MAG24_01042	K01961
MAG24_01044	K01662
MAG24_01052	K11754
MAG24_01057	K17758
MAG24_01061	K00615
MAG24_01063	K00615
MAG24_01067	K11527
MAG24_01071	K09930
MAG24_01075	K01893
MAG24_01076	K03092
MAG24_01080	K09125
MAG24_01081	K13628
MAG24_01082	K09014
MAG24_01084	K09013
MAG24_01085	K09015
MAG24_01086	K11717
MAG24_01087	K04485
MAG24_01091	K02004
MAG24_01092	K02005
MAG24_01093	K03771
MAG24_01095	K03771
MAG24_01100	K01749
MAG24_01103	K11991
MAG24_01106	K00655
MAG24_01107	K01867
MAG24_01111	K03665
MAG24_01112	K03797
MAG24_01114	K08097
MAG24_01116	K01581
MAG24_01118	K00058
MAG24_01121	K06997
MAG24_01127	K03551
MAG24_01128	K02274
MAG24_01129	K02275
MAG24_01135	K03671
MAG24_01137	K09808
MAG24_01138	K02557
MAG24_01144	K05657
MAG24_01147	K03587
MAG24_01148	K01928
MAG24_01150	K00074
MAG24_01152	K00294
MAG24_01153	K01840
MAG24_01157	K02528
MAG24_01158	K06213
MAG24_01160	K00058
MAG24_01169	K03469
MAG24_01170	K01256
MAG24_01171	K02986
MAG24_01172	K02948
MAG24_01173	K02952
MAG24_01175	K02518
MAG24_01176	K01265
MAG24_01177	K03076
MAG24_01179	K00067
MAG24_01184	K02065
MAG24_01185	K02066
MAG24_01187	K00971
MAG24_01188	K01679
MAG24_01189	K01990
MAG24_01190	K03686
MAG24_01191	K03687
MAG24_01193	K00790
MAG24_01195	K03657
MAG24_01196	K02950
MAG24_01197	K03550
MAG24_01198	K00029
MAG24_01199	K00252
MAG24_01201	K02523
MAG24_01203	K06941
MAG24_01205	K03654
MAG24_01207	K01144
MAG24_01209	K00031
MAG24_01212	K02557
MAG24_01213	K03392
MAG24_01216	K07680
MAG24_01218	K07693
MAG24_01221	K01892
MAG24_01222	K01745
MAG24_01225	K07107
MAG24_01227	K01972
MAG24_01229	K02990
MAG24_01230	K02963
MAG24_01231	K02939
MAG24_01232	K01681
MAG24_01233	K01599
MAG24_01241	K00605
MAG24_01243	K10260
MAG24_01244	K01724
MAG24_01245	K09874
MAG24_01249	K19222
MAG24_01250	K00919
MAG24_01257	K07658
MAG24_01263	K03702
MAG24_01264	K18707
MAG24_01266	K03453
MAG24_01267	K07403
MAG24_01271	K03629
MAG24_01277	K01929
MAG24_01278	K00248
MAG24_01279	K01883
MAG24_01281	K15789
MAG24_01283	K11527
MAG24_01285	K07636
MAG24_01288	K00452
MAG24_01290	K00764
MAG24_01295	K02426
MAG24_01296	K03272
MAG24_01297	K07027
MAG24_01298	K01579
MAG24_01310	K06970
MAG24_01314	K00767
MAG24_01316	K00783
MAG24_01317	K01784
MAG24_01320	K03088
MAG24_01321	K16091
MAG24_01323	K03856
MAG24_01324	K03270
MAG24_01325	K07056
MAG24_01326	K00344
MAG24_01327	K01710
MAG24_01328	K00390
MAG24_01329	K02012
MAG24_01330	K01918
MAG24_01331	K00703
MAG24_01338	K03797
MAG24_01339	K01493
MAG24_01341	K02108
MAG24_01342	K02110
MAG24_01343	K02109
MAG24_01344	K02137
MAG24_01347	K00297
MAG24_01350	K00162
MAG24_01358	K01277
MAG24_01361	K00384
MAG24_01369	K02428
MAG24_01373	K06881
MAG24_01374	K03800
MAG24_01378	K00954
MAG24_01380	K00950
MAG24_01381	K04773
MAG24_01383	K21308
MAG24_01386	K02519
MAG24_01387	K02600
MAG24_01391	K01895
MAG24_01394	K03437
MAG24_01397	K01770
MAG24_01398	K01489
MAG24_01399	K00161
MAG24_01400	K00627
MAG24_01402	K00453
MAG24_01404	K03523
MAG24_01405	K01869
MAG24_01409	K04659
MAG24_01411	K07106
MAG24_01412	K14157
MAG24_01414	K03772
MAG24_01415	K01802
MAG24_01417	K00346
MAG24_01418	K00347
MAG24_01419	K00348
MAG24_01420	K00349
MAG24_01421	K00350
MAG24_01422	K00351
MAG24_01423	K05995
MAG24_01431	K07444
MAG24_01433	K15777
MAG24_01437	K07636
MAG24_01438	K06287
MAG24_01441	K03218
MAG24_01443	K01256
MAG24_01448	K00099
MAG24_01449	K11749
MAG24_01452	K04516
MAG24_01454	K07462
MAG24_01458	K03593
MAG24_01460	K08973
MAG24_01463	K03630
MAG24_01464	K02968
MAG24_01467	K01881
MAG24_01470	K00759
MAG24_01471	K00248
MAG24_01474	K00500
MAG24_01475	K03733
MAG24_01476	K05808
MAG24_01481	K02358
MAG24_01483	K02601
MAG24_01484	K02867
MAG24_01490	K00784
MAG24_01493	K00609
MAG24_01494	K02825
MAG24_01495	K02945
MAG24_01496	K06013
MAG24_01497	K13704
MAG24_01500	K00059
MAG24_01502	K01902
MAG24_01505	K00616
MAG24_01508	K23234
MAG24_01510	K02618
MAG24_01513	K02617
MAG24_01515	K01890
MAG24_01518	K02316
MAG24_01519	K05802
MAG24_01521	K14085
MAG24_01522	K22468
MAG24_01523	K22468
MAG24_01524	K00059
MAG24_01530	K03723
MAG24_01533	K03841
MAG24_01537	K00457
MAG24_01538	K03281
MAG24_01539	K01876
MAG24_01540	K00819
MAG24_01541	K03644
MAG24_01542	K03929
MAG24_01543	K06889
MAG24_01544	K03217
MAG24_01548	K00626
MAG24_01549	K07037
MAG24_01551	K03686
MAG24_01559	K00826
MAG24_01563	K07114
MAG24_01564	K07114
MAG24_01565	K01465
MAG24_01567	K06167
MAG24_01568	K07003
MAG24_01572	K19876
MAG24_01573	K03564
MAG24_01585	K00606
MAG24_01586	K06180
MAG24_01587	K04066
MAG24_01588	K02483
MAG24_01602	K00812
MAG24_01603	K03272
MAG24_01604	K03498
MAG24_01605	K03183
MAG24_01607	K00556
MAG24_01615	K13694
MAG24_01618	K04761
MAG24_01619	K02379
MAG24_01620	K06207
MAG24_01625	K00239
MAG24_01626	K00240
MAG24_01627	K15983
MAG24_01630	K03797
MAG24_01631	K13126
MAG24_01634	K08994
MAG24_01637	K23107
MAG24_01641	K01760
MAG24_01645	K05606
MAG24_01646	K20866
MAG24_01649	K03269
MAG24_01650	K00134
MAG24_01652	K03555
MAG24_01659	K03801
MAG24_01661	K07566
MAG24_01662	K08151
MAG24_01664	K09810
MAG24_01666	K00254
MAG24_01667	K01640
MAG24_01671	K02314
MAG24_01676	K07091
MAG24_01679	K02851
MAG24_01680	K01790
MAG24_01682	K01991
MAG24_01684	K01953
MAG24_01687	K06177
MAG24_01689	K01247
MAG24_01693	K03442
MAG24_01694	K01069
MAG24_01700	K06147
MAG24_01701	K01756
MAG24_01702	K07090
MAG24_01710	K15987
MAG24_01713	K00162
MAG24_01714	K03521
MAG24_01715	K03522
MAG24_01716	K01845
MAG24_01720	K00281
MAG24_01725	K00796
MAG24_01726	K01962
MAG24_01728	K01911
MAG24_01729	K00318
MAG24_01739	K00453
MAG24_01742	K09931
MAG24_01744	K01990
MAG24_01746	K00275
MAG24_01747	K03769
MAG24_01753	K03525
MAG24_01755	K03439
MAG24_01762	K16698
MAG24_01764	K01262
MAG24_01765	K13698
MAG24_01768	K00946
MAG24_01769	K00969
MAG24_01770	K00942
MAG24_01774	K02335
MAG24_01781	K10808
MAG24_01785	K11936
MAG24_01790	K00812
MAG24_01793	K03088
MAG24_01795	K10773
MAG24_01798	K01512
MAG24_01799	K03564
MAG24_01800	K03553
MAG24_01804	K00404
MAG24_01809	K09792
MAG24_01811	K00604
MAG24_01813	K22736
MAG24_01814	K00382
MAG24_01819	K00174
MAG24_01828	K13274
MAG24_01830	K01933
MAG24_01831	K02835
MAG24_01834	K00794
MAG24_01836	K03924
MAG24_01837	K00789
MAG24_01842	K02851
MAG24_01845	K00104
MAG24_01846	K01278
MAG24_01847	K01737
MAG24_01848	K01495
MAG24_01849	K00645
MAG24_01850	K01104
MAG24_01852	K01835
MAG24_01861	K14157
MAG24_01862	K01783
MAG24_01863	K00936
MAG24_01867	K06381
MAG24_01868	K00748
MAG24_01870	K03787
MAG24_01876	K03810
MAG24_01877	K00573
MAG24_01880	K03664
MAG24_01883	K03070
MAG24_01888	K04084
MAG24_01890	K00684
MAG24_01893	K12478
MAG253_00002	K03470
MAG253_00005	K01712
MAG253_00007	K00248
MAG253_00008	K09001
MAG253_00010	K03561
MAG253_00013	K11754
MAG253_00019	K04084
MAG253_00020	K04075
MAG253_00021	K01665
MAG253_00022	K00382
MAG253_00023	K03820
MAG253_00024	K17103
MAG253_00026	K08682
MAG253_00032	K01214
MAG253_00040	K02356
MAG253_00041	K01990
MAG253_00042	K00677
MAG253_00043	K16363
MAG253_00044	K02536
MAG253_00045	K06885
MAG253_00046	K07713
MAG253_00047	K06925
MAG253_00048	K00259
MAG253_00050	K00318
MAG253_00051	K01735
MAG253_00052	K00800
MAG253_00055	K02478
MAG253_00056	K02477
MAG253_00057	K01588
MAG253_00058	K01589
MAG253_00059	K02066
MAG253_00060	K02065
MAG253_00061	K00486
MAG253_00062	K01556
MAG253_00063	K00281
MAG253_00066	K10773
MAG253_00067	K03564
MAG253_00068	K03553
MAG253_00070	K01354
MAG253_00071	K02527
MAG253_00074	K00012
MAG253_00075	K08678
MAG253_00076	K01784
MAG253_00078	K01710
MAG253_00079	K00979
MAG253_00080	K03321
MAG253_00086	K01875
MAG253_00087	K02899
MAG253_00088	K02888
MAG253_00090	K07263
MAG253_00096	K03575
MAG253_00097	K03530
MAG253_00099	K08301
MAG253_00101	K01620
MAG253_00102	K02836
MAG253_00104	K00537
MAG253_00105	K01679
MAG253_00107	K00971
MAG253_00108	K00939
MAG253_00109	K03979
MAG253_00110	K19302
MAG253_00111	K06199
MAG253_00114	K00054
MAG253_00124	K03771
MAG253_00126	K05837
MAG253_00127	K05515
MAG253_00130	K03569
MAG253_00131	K00602
MAG253_00133	K00887
MAG253_00137	K03686
MAG253_00138	K03687
MAG253_00140	K00790
MAG253_00142	K03657
MAG253_00143	K02950
MAG253_00144	K02992
MAG253_00145	K02355
MAG253_00146	K02946
MAG253_00147	K02906
MAG253_00148	K02926
MAG253_00149	K02892
MAG253_00150	K02886
MAG253_00151	K02965
MAG253_00152	K02890
MAG253_00153	K02982
MAG253_00154	K02878
MAG253_00156	K02961
MAG253_00157	K02874
MAG253_00158	K02895
MAG253_00159	K02931
MAG253_00160	K02954
MAG253_00161	K02994
MAG253_00162	K02933
MAG253_00163	K02881
MAG253_00164	K02988
MAG253_00165	K02907
MAG253_00166	K02876
MAG253_00167	K03076
MAG253_00168	K02518
MAG253_00169	K02952
MAG253_00170	K02948
MAG253_00171	K02986
MAG253_00172	K03040
MAG253_00173	K02879
MAG253_00174	K01956
MAG253_00175	K01689
MAG253_00176	K01647
MAG253_00177	K02945
MAG253_00179	K07164
MAG253_00181	K01265
MAG253_00182	K15633
MAG253_00183	K05995
MAG253_00185	K09005
MAG253_00186	K13292
MAG253_00187	K08998
MAG253_00188	K01883
MAG253_00189	K01495
MAG253_00190	K00648
MAG253_00192	K11102
MAG253_00193	K07071
MAG253_00196	K01881
MAG253_00199	K02968
MAG253_00200	K03630
MAG253_00201	K01791
MAG253_00203	K04761
MAG253_00204	K14445
MAG253_00205	K02428
MAG253_00209	K01144
MAG253_00210	K07025
MAG253_00211	K01847
MAG253_00213	K01142
MAG253_00215	K02939
MAG253_00216	K02963
MAG253_00217	K02990
MAG253_00218	K22736
MAG253_00219	K02343
MAG253_00223	K01990
MAG253_00225	K02004
MAG253_00227	K01681
MAG253_00228	K06902
MAG253_00233	K15736
MAG253_00234	K01756
MAG253_00238	K01924
MAG253_00241	K00609
MAG253_00242	K02825
MAG253_00243	K03628
MAG253_00245	K07095
MAG253_00246	K06173
MAG253_00247	K18890
MAG253_00248	K00826
MAG253_00256	K02067
MAG253_00257	K01448
MAG253_00259	K01658
MAG253_00260	K09022
MAG253_00261	K00382
MAG253_00262	K02000
MAG253_00263	K02887
MAG253_00264	K02916
MAG253_00265	K02520
MAG253_00266	K01868
MAG253_00268	K02361
MAG253_00269	K02551
MAG253_00270	K01661
MAG253_00271	K02548
MAG253_00273	K01911
MAG253_00274	K00616
MAG253_00275	K00167
MAG253_00281	K04763
MAG253_00287	K00075
MAG253_00288	K00812
MAG253_00298	K22696
MAG253_00299	K22696
MAG253_00304	K00956
MAG253_00305	K00957
MAG253_00306	K00860
MAG253_00310	K02871
MAG253_00311	K02996
MAG253_00312	K02967
MAG253_00313	K02357
MAG253_00314	K09903
MAG253_00315	K02838
MAG253_00317	K22074
MAG253_00319	K03100
MAG253_00321	K01969
MAG253_00323	K02472
MAG253_00324	K18889
MAG253_00325	K03500
MAG253_00326	K07106
MAG253_00327	K01776
MAG253_00329	K06142
MAG253_00330	K07277
MAG253_00331	K00806
MAG253_00333	K00858
MAG253_00335	K03474
MAG253_00336	K13703
MAG253_00339	K06178
MAG253_00341	K00390
MAG253_00348	K18691
MAG253_00350	K00605
MAG253_00351	K00134
MAG253_00352	K04771
MAG253_00353	K01778
MAG253_00355	K07082
MAG253_00357	K01557
MAG253_00358	K02342
MAG253_00359	K00658
MAG253_00361	K06187
MAG253_00363	K01342
MAG253_00364	K06940
MAG253_00366	K01835
MAG253_00367	K00794
MAG253_00369	K03629
MAG253_00372	K00940
MAG253_00373	K06881
MAG253_00375	K12736
MAG253_00376	K01802
MAG253_00378	K03702
MAG253_00381	K00014
MAG253_00382	K08974
MAG253_00384	K01840
MAG253_00385	K04487
MAG253_00390	K11927
MAG253_00391	K03650
MAG253_00392	K07056
MAG253_00393	K01104
MAG253_00394	K02313
MAG253_00395	K07107
MAG253_00397	K11752
MAG253_00398	K02493
MAG253_00399	K01972
MAG253_00401	K01714
MAG253_00404	K13038
MAG253_00406	K03631
MAG253_00407	K00208
MAG253_00408	K02837
MAG253_00409	K01823
MAG253_00410	K01737
MAG253_00413	K06167
MAG253_00414	K01465
MAG253_00416	K02004
MAG253_00417	K02003
MAG253_00419	K03106
MAG253_00420	K01491
MAG253_00421	K10026
MAG253_00422	K00951
MAG253_00423	K01555
MAG253_00425	K00600
MAG253_00427	K03741
MAG253_00428	K02440
MAG253_00429	K06182
MAG253_00431	K06867
MAG253_00440	K00059
MAG253_00443	K01902
MAG253_00445	K07735
MAG253_00446	K00275
MAG253_00448	K03530
MAG253_00449	K00604
MAG253_00450	K03654
MAG253_00453	K03696
MAG253_00454	K02469
MAG253_00459	K03111
MAG253_00461	K01113
MAG253_00466	K03811
MAG253_00467	K01903
MAG253_00468	K09810
MAG253_00469	K07478
MAG253_00470	K16191
MAG253_00471	K03711
MAG253_00472	K01939
MAG253_00477	K03307
MAG253_00479	K05349
MAG253_00481	K04077
MAG253_00482	K04078
MAG253_00488	K06168
MAG253_00489	K03168
MAG253_00492	K13444
MAG253_00498	K06158
MAG253_00500	K01916
MAG253_00503	K03978
MAG253_00504	K05714
MAG253_00505	K03925
MAG253_00506	K03438
MAG253_00508	K03587
MAG253_00509	K01928
MAG253_00510	K01000
MAG253_00511	K01925
MAG253_00512	K03588
MAG253_00513	K02563
MAG253_00514	K01924
MAG253_00516	K03590
MAG253_00517	K03531
MAG253_00518	K09117
MAG253_00520	K00029
MAG253_00522	K03665
MAG253_00524	K00252
MAG253_00526	K07560
MAG253_00527	K06949
MAG253_00529	K01990
MAG253_00530	K03977
MAG253_00531	K03595
MAG253_00537	K08139
MAG253_00541	K03932
MAG253_00546	K01874
MAG253_00547	K01297
MAG253_00551	K01465
MAG253_00552	K00721
MAG253_00553	K02335
MAG253_00555	K06207
MAG253_00556	K01585
MAG253_00557	K04096
MAG253_00559	K03321
MAG253_00560	K01673
MAG253_00567	K01945
MAG253_00573	K00133
MAG253_00575	K23265
MAG253_00577	K01876
MAG253_00578	K11991
MAG253_00581	K12573
MAG253_00584	K00262
MAG253_00585	K00946
MAG253_00587	K00240
MAG253_00588	K00239
MAG253_00589	K00241
MAG253_00590	K01262
MAG253_00592	K00059
MAG253_00593	K23234
MAG253_00596	K14982
MAG253_00600	K00973
MAG253_00601	K13789
MAG253_00602	K00164
MAG253_00603	K00658
MAG253_00604	K03424
MAG253_00605	K01424
MAG253_00610	K07443
MAG253_00611	K03439
MAG253_00612	K07462
MAG253_00614	K04516
MAG253_00615	K07056
MAG253_00617	K00857
MAG253_00618	K01775
MAG253_00621	K01719
MAG253_00623	K16092
MAG253_00625	K02112
MAG253_00627	K11753
MAG253_00628	K02014
MAG253_00630	K01251
MAG253_00631	K00789
MAG253_00632	K01758
MAG253_00634	K01251
MAG253_00635	K00789
MAG253_00636	K01758
MAG253_00638	K00548
MAG253_00639	K00297
MAG253_00640	K00508
MAG253_00645	K03624
MAG253_00646	K02503
MAG253_00647	K01159
MAG253_00648	K16053
MAG253_00649	K03797
MAG253_00650	K15582
MAG253_00662	K02314
MAG253_00663	K01962
MAG253_00664	K11720
MAG253_00665	K00773
MAG253_00667	K03501
MAG253_00668	K00294
MAG253_00669	K02338
MAG253_00674	K01923
MAG253_00676	K03722
MAG253_00677	K06997
MAG253_00679	K00058
MAG253_00680	K00831
MAG253_00686	K02909
MAG253_00688	K01338
MAG253_00690	K00945
MAG253_00691	K01613
MAG253_00692	K00981
MAG253_00694	K03798
MAG253_00695	K09710
MAG253_00696	K03524
MAG253_00697	K00762
MAG253_00699	K00954
MAG253_00700	K01921
MAG253_00703	K06180
MAG253_00704	K01897
MAG253_00706	K23269
MAG253_00708	K01890
