MAG65_00004	K01872
MAG65_00327	K00548
MAG65_00328	K00548
MAG65_00329	K00297
MAG65_00333	K00864
MAG65_00334	K02440
MAG65_00338	K06978
MAG65_00340	K01438
MAG65_00343	K19802
MAG65_00349	K03718
MAG65_00350	K01961
MAG65_00351	K02160
MAG65_00352	K00648
MAG65_00353	K05523
MAG65_00356	K22468
MAG65_00358	K01144
MAG65_00360	K00029
MAG65_00361	K03550
MAG65_00363	K15034
MAG65_00365	K02014
MAG65_00367	K01069
MAG65_00368	K18059
MAG65_00369	K07636
MAG65_00373	K07444
MAG65_00376	K03654
MAG65_00377	K00239
MAG65_00380	K01714
MAG65_00381	K02217
MAG65_00382	K02004
MAG65_00383	K02004
MAG65_00384	K02005
MAG65_00388	K03438
MAG65_00389	K03925
MAG65_00390	K16050
MAG65_00391	K03978
MAG65_00392	K06180
MAG65_00395	K01434
MAG65_00402	K03218
MAG65_00404	K07478
MAG65_00406	K01697
MAG65_00407	K09808
MAG65_00410	K06889
MAG65_00413	K02959
MAG65_00414	K02860
MAG65_00416	K00639
MAG65_00419	K00648
MAG65_00420	K01951
MAG65_00421	K00029
MAG65_00422	K03550
MAG65_00423	K03217
MAG65_00424	K02429
MAG65_00425	K01444
MAG65_00427	K00796
MAG65_00428	K22522
MAG65_00431	K06199
MAG65_00432	K09164
MAG65_00434	K01938
MAG65_00435	K00024
MAG65_00436	K02256
MAG65_00437	K03551
MAG65_00446	K01679
MAG65_00451	K01129
MAG65_00452	K10807
MAG65_00453	K10808
MAG65_00454	K03088
MAG65_00456	K01620
MAG65_00458	K02687
MAG65_00459	K01803
MAG65_00461	K04567
MAG65_00462	K21065
MAG65_00464	K03501
MAG65_00466	K01924
MAG65_00468	K01627
MAG65_00470	K14157
MAG65_00472	K13789
MAG65_00474	K00140
MAG65_00476	K02433
MAG65_00478	K02523
MAG65_00479	K06941
MAG65_00481	K05349
MAG65_00482	K18672
MAG65_00483	K18890
MAG65_00485	K00457
MAG65_00486	K00453
MAG65_00488	K07516
MAG65_00493	K02548
MAG65_00495	K03631
MAG65_00496	K01869
MAG65_00498	K03321
MAG65_00499	K07303
MAG65_00500	K03759
MAG65_00501	K00499
MAG65_00503	K03169
MAG65_00504	K06867
MAG65_00505	K17290
MAG65_00508	K00499
MAG65_00511	K00508
MAG65_00515	K01992
MAG65_00516	K23025
MAG65_00517	K01507
MAG65_00520	K00912
MAG65_00522	K07164
MAG65_00524	K07114
MAG65_00527	K03924
MAG65_00528	K16089
MAG65_00531	K02916
MAG65_00532	K02520
MAG65_00533	K01868
MAG65_00535	K03702
MAG65_00538	K02622
MAG65_00539	K01586
MAG65_00540	K02481
MAG65_00541	K00372
MAG65_00542	K06177
MAG65_00547	K01029
MAG65_00548	K01028
MAG65_00549	K05366
MAG65_00551	K06158
MAG65_00554	K00053
MAG65_00555	K01653
MAG65_00562	K01594
MAG65_00565	K03801
MAG65_00566	K03470
MAG65_00567	K02115
MAG65_00569	K16066
MAG65_00570	K18665
MAG65_00572	K04761
MAG65_00574	K11754
MAG65_00576	K02014
MAG65_00578	K06902
MAG65_00579	K06973
MAG65_00580	K01424
MAG65_00581	K03561
MAG65_00587	K03092
MAG65_00588	K01893
MAG65_00590	K02838
MAG65_00591	K09903
MAG65_00592	K02357
MAG65_00593	K02967
MAG65_00594	K02996
MAG65_00595	K02871
MAG65_00599	K15789
MAG65_00600	K03305
MAG65_00601	K01278
MAG65_00604	K02314
MAG65_00605	K02262
MAG65_00606	K02276
MAG65_00608	K00657
MAG65_00609	K07082
MAG65_00612	K07056
MAG65_00613	K01104
MAG65_00614	K02313
MAG65_00615	K07107
MAG65_00618	K01866
MAG65_00619	K00091
MAG65_00621	K01465
MAG65_00622	K00721
MAG65_00624	K01719
MAG65_00625	K04485
MAG65_00627	K05770
MAG65_00629	K01669
MAG65_00635	K02437
MAG65_00639	K13483
MAG65_00640	K07303
MAG65_00641	K07141
MAG65_00642	K07402
MAG65_00644	K07305
MAG65_00646	K03544
MAG65_00647	K02316
MAG65_00649	K01916
MAG65_00652	K15518
MAG65_00658	K02600
MAG65_00659	K02519
MAG65_00666	K01847
MAG65_00667	K06193
MAG65_00668	K01640
MAG65_00669	K01486
MAG65_00671	K01712
MAG65_00672	K06041
MAG65_00673	K02377
MAG65_00678	K03595
MAG65_00679	K03977
MAG65_00680	K07305
MAG65_00681	K07304
MAG65_00682	K01657
MAG65_00683	K01658
MAG65_00684	K00766
MAG65_00685	K01609
MAG65_00686	K01817
MAG65_00687	K01696
MAG65_00689	K01695
MAG65_00690	K03772
MAG65_00692	K00164
MAG65_00696	K11617
MAG65_00697	K01081
MAG65_00699	K09568
MAG65_00700	K19302
MAG65_00701	K19005
MAG65_00702	K00826
MAG65_00703	K07735
MAG65_00704	K03530
MAG65_00705	K00604
MAG65_00712	K00767
MAG65_00713	K00783
MAG65_00716	K02428
MAG65_00718	K02015
MAG65_00720	K07460
MAG65_00722	K03310
MAG65_00723	K01297
MAG65_00724	K01874
MAG65_00727	K01354
MAG65_00728	K01697
MAG65_00729	K00652
MAG65_00732	K00566
MAG65_00734	K03711
MAG65_00735	K01939
MAG65_00736	K11927
MAG65_00738	K00658
MAG65_00739	K09125
MAG65_00746	K07116
MAG65_00750	K07566
MAG65_00753	K03797
MAG65_00755	K13703
MAG65_00756	K03474
MAG65_00757	K01965
MAG65_00758	K01966
MAG65_00763	K01921
MAG65_00764	K00954
MAG65_00766	K00106
MAG65_00770	K01969
MAG65_00774	K01872
MAG65_00776	K06889
MAG65_00782	K03572
MAG65_00784	K00858
MAG65_00786	K00806
MAG65_00788	K02469
MAG65_00789	K02837
MAG65_00795	K02950
MAG65_00797	K03783
MAG65_00798	K09931
MAG65_00800	K01681
MAG65_00801	K08139
MAG65_00802	K00847
MAG65_00803	K12343
MAG65_00804	K04096
MAG65_00807	K03723
MAG65_00808	K15633
MAG65_00814	K07456
MAG65_00816	K01735
MAG65_00817	K00318
MAG65_00819	K06207
MAG65_00823	K02003
MAG65_00824	K00031
MAG65_00826	K02004
MAG65_00828	K07106
MAG65_00831	K00946
MAG65_00833	K17870
MAG65_00834	K01142
MAG65_00835	K08307
MAG65_00837	K01867
MAG65_00838	K00655
MAG65_00839	K11068
MAG65_00842	K07160
MAG65_00843	K13444
MAG65_00849	K14742
MAG65_00850	K12340
MAG65_00852	K08976
MAG65_00855	K03635
MAG65_00859	K01840
MAG65_00860	K02945
MAG65_00861	K03655
MAG65_00862	K01246
MAG65_00865	K04091
MAG65_00866	K03307
MAG65_00874	K00111
MAG65_00876	K01889
MAG65_00880	K01011
MAG65_00881	K01920
MAG65_00882	K11102
MAG65_00884	K00537
MAG65_00885	K02836
MAG65_00886	K05844
MAG65_00887	K00500
MAG65_00892	K12972
MAG65_00894	K07729
MAG65_00896	K09808
MAG65_00897	K02834
MAG65_00898	K05606
MAG65_00902	K12941
MAG65_00903	K01847
MAG65_00904	K01847
MAG65_00910	K00259
MAG65_00915	K06175
MAG65_00916	K06991
MAG65_00917	K00681
MAG65_00919	K02338
MAG65_00923	K00703
MAG65_00924	K01918
MAG65_00925	K01579
MAG65_00926	K06889
MAG65_00928	K07304
MAG65_00929	K03046
MAG65_00931	K01736
MAG65_00936	K01881
MAG65_00938	K02968
MAG65_00939	K05837
MAG65_00940	K05515
MAG65_00942	K00349
MAG65_00943	K00350
MAG65_00944	K00351
MAG65_00946	K03299
MAG65_00948	K01802
MAG65_00949	K02014
MAG65_00955	K01159
MAG65_00960	K00684
MAG65_00961	K02106
MAG65_00962	K00748
MAG65_00963	K02238
MAG65_00965	K00857
MAG65_00966	K01775
MAG65_00968	K01438
MAG65_00969	K01755
MAG65_00971	K00052
MAG65_00976	K07636
MAG65_00977	K07658
MAG65_00980	K00384
MAG65_00986	K08776
MAG65_00989	K02491
MAG65_00990	K02503
MAG65_00991	K03624
MAG65_00993	K01589
MAG65_00994	K01588
MAG65_00995	K01284
MAG65_01001	K03427
MAG65_01004	K00600
MAG65_01005	K01555
MAG65_01006	K17677
MAG65_01010	K03664
MAG65_01012	K01610
MAG65_01016	K03168
MAG65_01020	K01760
MAG65_01023	K00382
MAG65_01024	K01887
MAG65_01025	K06940
MAG65_01026	K03811
MAG65_01028	K17104
MAG65_01030	K01251
MAG65_01031	K14445
MAG65_01033	K16052
MAG65_01036	K00347
MAG65_01037	K00346
MAG65_01038	K06876
MAG65_01039	K01669
MAG65_01042	K01929
MAG65_01047	K04763
MAG65_01048	K06168
MAG65_01051	K00869
MAG65_01054	K14286
MAG65_01055	K01937
MAG65_01056	K02914
MAG65_01057	K01955
MAG65_01061	K07098
MAG65_01067	K13049
MAG65_01068	K01772
MAG65_01069	K08973
MAG65_01071	K06187
MAG65_01073	K00275
MAG65_01075	K01784
MAG65_01077	K02909
MAG65_01078	K00281
MAG65_01079	K06881
MAG65_01080	K00940
MAG65_01082	K03629
MAG65_01084	K00794
MAG65_01085	K03701
MAG65_01087	K02825
MAG65_01088	K00609
MAG65_01092	K03709
MAG65_01093	K07238
MAG65_01094	K03742
MAG65_01095	K02902
MAG65_01096	K02913
MAG65_01098	K03110
MAG65_01099	K02100
MAG65_01101	K01776
MAG65_01104	K07277
MAG65_01108	K02112
MAG65_01109	K01924
MAG65_01110	K02563
MAG65_01111	K01924
MAG65_01112	K03589
MAG65_01113	K03590
MAG65_01114	K05995
MAG65_01115	K14652
MAG65_01116	K07091
MAG65_01118	K03466
MAG65_01121	K10716
MAG65_01122	K03310
MAG65_01125	K03307
MAG65_01126	K01745
MAG65_01127	K03696
MAG65_01128	K10947
MAG65_01132	K00248
MAG65_01133	K11147
MAG65_01134	K00249
MAG65_01137	K00059
MAG65_01138	K03744
MAG65_01141	K00161
MAG65_01143	K08641
MAG65_01145	K04078
MAG65_01150	K00262
MAG65_01152	K02346
MAG65_01154	K00228
MAG65_01158	K01599
MAG65_01160	K01845
MAG65_01161	K01698
MAG65_01162	K03657
MAG65_01164	K00790
MAG65_01165	K03687
MAG65_01166	K03686
MAG65_01167	K18682
MAG65_01168	K04763
MAG65_01170	K01270
MAG65_01171	K03496
MAG65_01172	K02379
MAG65_01174	K01963
MAG65_01175	K01624
MAG65_01177	K03437
MAG65_01179	K03183
MAG65_01186	K01491
MAG65_01187	K03106
MAG65_01189	K01783
MAG65_01190	K02342
MAG65_01198	K06888
MAG65_01201	K07560
MAG65_01202	K06949
MAG65_01204	K04516
MAG65_01205	K04517
MAG65_01208	K19519
MAG65_01210	K01647
MAG65_01211	K02335
MAG65_01212	K01875
MAG65_01215	K01448
MAG65_01218	K00134
MAG65_01219	K00850
MAG65_01221	K01262
MAG65_01223	K03311
MAG65_01224	K04771
MAG65_01225	K00134
MAG65_01226	K01972
MAG65_01227	K11166
MAG65_01229	K16092
MAG65_01230	K11749
