MAG129_00001	K00761
MAG129_00328	K10534
MAG129_00330	K01193
MAG129_00332	K10233
MAG129_00333	K10234
MAG129_00334	K00128
MAG129_00335	K00128
MAG129_00337	K16329
MAG129_00349	K10543
MAG129_00350	K06861
MAG129_00351	K10544
MAG129_00352	K02032
MAG129_00353	K01916
MAG129_00354	K00606
MAG129_00356	K01265
MAG129_00357	K00886
MAG129_00358	K22316
MAG129_00359	K07164
MAG129_00362	K03386
MAG129_00363	K00163
MAG129_00365	K00645
MAG129_00366	K02077
MAG129_00367	K09817
MAG129_00368	K02075
MAG129_00369	K03711
MAG129_00370	K01895
MAG129_00374	K05366
MAG129_00375	K07098
MAG129_00376	K00133
MAG129_00377	K00928
MAG129_00378	K06187
MAG129_00379	K02343
MAG129_00383	K05499
MAG129_00384	K09767
MAG129_00385	K01809
MAG129_00387	K00528
MAG129_00388	K00805
MAG129_00389	K03183
MAG129_00391	K02552
MAG129_00392	K02551
MAG129_00395	K02548
MAG129_00396	K01911
MAG129_00397	K01661
MAG129_00400	K10237
MAG129_00401	K02026
MAG129_00402	K23138
MAG129_00404	K10441
MAG129_00405	K10440
MAG129_00406	K10440
MAG129_00408	K21469
MAG129_00410	K02031
MAG129_00412	K09001
MAG129_00413	K07106
MAG129_00414	K02034
MAG129_00415	K02033
MAG129_00416	K02035
MAG129_00417	K19802
MAG129_00418	K02564
MAG129_00419	K18930
MAG129_00421	K10119
MAG129_00422	K02025
MAG129_00424	K07106
MAG129_00425	K19337
MAG129_00428	K03741
MAG129_00429	K02012
MAG129_00430	K02011
MAG129_00432	K07654
MAG129_00433	K07670
MAG129_00434	K01840
MAG129_00438	K18955
MAG129_00439	K09759
MAG129_00441	K07148
MAG129_00447	K00286
MAG129_00449	K00571
MAG129_00450	K02018
MAG129_00451	K02064
MAG129_00453	K07260
MAG129_00454	K01835
MAG129_00457	K02275
MAG129_00462	K00254
MAG129_00463	K07738
MAG129_00464	K00013
MAG129_00466	K02337
MAG129_00467	K03218
MAG129_00469	K10112
MAG129_00474	K10226
MAG129_00475	K01744
MAG129_00476	K07150
MAG129_00477	K07305
MAG129_00478	K03704
MAG129_00485	K00981
MAG129_00486	K02838
MAG129_00487	K09903
MAG129_00488	K02357
MAG129_00489	K02967
MAG129_00491	K03733
MAG129_00492	K04096
MAG129_00494	K03470
MAG129_00495	K03100
MAG129_00496	K02884
MAG129_00497	K00554
MAG129_00499	K06960
MAG129_00500	K02959
MAG129_00501	K03106
MAG129_00502	K03110
MAG129_00503	K03529
MAG129_00505	K10563
MAG129_00506	K03685
MAG129_00508	K07040
MAG129_00509	K00954
MAG129_00510	K03655
MAG129_00511	K08316
MAG129_00512	K01647
MAG129_00514	K03664
MAG129_00515	K02836
MAG129_00520	K12308
MAG129_00521	K07407
MAG129_00522	K03436
MAG129_00524	K03648
MAG129_00525	K01436
MAG129_00526	K01740
MAG129_00527	K00641
MAG129_00532	K01616
MAG129_00535	K03088
MAG129_00536	K00800
MAG129_00537	K06949
MAG129_00538	K05602
MAG129_00539	K03449
MAG129_00541	K01738
MAG129_00542	K00640
MAG129_00546	K06207
MAG129_00548	K03975
MAG129_00549	K06942
MAG129_00550	K02342
MAG129_00552	K00882
MAG129_00553	K01624
MAG129_00554	K03527
MAG129_00555	K03601
MAG129_00558	K01673
MAG129_00559	K01679
MAG129_00561	K07175
MAG129_00562	K00806
MAG129_00563	K11068
MAG129_00566	K03624
MAG129_00567	K01754
MAG129_00568	K03799
MAG129_00569	K03744
MAG129_00571	K17871
MAG129_00572	K01342
MAG129_00573	K09009
MAG129_00575	K01689
MAG129_00576	K01892
MAG129_00578	K02499
MAG129_00579	K03723
MAG129_00580	K01056
MAG129_00581	K02897
MAG129_00582	K03294
MAG129_00583	K00948
MAG129_00584	K04042
MAG129_00586	K15738
MAG129_00587	K00919
MAG129_00588	K02528
MAG129_00589	K03424
MAG129_00590	K01874
MAG129_00591	K07056
MAG129_00592	K00728
MAG129_00593	K05794
MAG129_00594	K07071
MAG129_00597	K03790
MAG129_00598	K01934
MAG129_00602	K07729
MAG129_00606	K03709
MAG129_00607	K00831
MAG129_00609	K03704
MAG129_00612	K10843
MAG129_00613	K02483
MAG129_00614	K15016
MAG129_00615	K00232
MAG129_00616	K00632
MAG129_00619	K06196
MAG129_00620	K07399
MAG129_00622	K02549
MAG129_00624	K00049
MAG129_00628	K00627
MAG129_00629	K00162
MAG129_00630	K00161
MAG129_00631	K08972
MAG129_00632	K01756
MAG129_00635	K02314
MAG129_00636	K02939
MAG129_00637	K02963
MAG129_00638	K03111
MAG129_00639	K02990
MAG129_00640	K00970
MAG129_00648	K21471
MAG129_00650	K01507
MAG129_00651	K04075
MAG129_00652	K00760
MAG129_00653	K03798
MAG129_00654	K01495
MAG129_00655	K00796
MAG129_00657	K00950
MAG129_00660	K01918
MAG129_00661	K04567
MAG129_00663	K03696
MAG129_00665	K00619
MAG129_00667	K04485
MAG129_00668	K02493
MAG129_00669	K02835
MAG129_00670	K03628
MAG129_00671	K00872
MAG129_00672	K01733
MAG129_00673	K00003
MAG129_00674	K01586
MAG129_00675	K01887
MAG129_00677	K00989
MAG129_00678	K01776
MAG129_00679	K00763
MAG129_00682	K03501
MAG129_00684	K03496
MAG129_00685	K03497
MAG129_00686	K01921
MAG129_00687	K05825
MAG129_00688	K03671
MAG129_00689	K00384
MAG129_00690	K03980
MAG129_00695	K10441
MAG129_00701	K03366
MAG129_00702	K04771
MAG129_00705	K09118
MAG129_00706	K07177
MAG129_00707	K02274
MAG129_00710	K03891
MAG129_00711	K03890
MAG129_00712	K03889
MAG129_00713	K02276
MAG129_00714	K00766
MAG129_00715	K07149
MAG129_00718	K00721
MAG129_00719	K03820
MAG129_00720	K03727
MAG129_00721	K03118
MAG129_00726	K01802
MAG129_00727	K07442
MAG129_00728	K19270
MAG129_00730	K06153
MAG129_00733	K11414
MAG129_00734	K15640
MAG129_00735	K12993
MAG129_00738	K02909
MAG129_00739	K02013
MAG129_00740	K01079
MAG129_00741	K00208
MAG129_00742	K00059
MAG129_00747	K09013
MAG129_00748	K05710
MAG129_00749	K09015
MAG129_00750	K09014
MAG129_00751	K02259
MAG129_00752	K01669
MAG129_00753	K02257
MAG129_00754	K00615
MAG129_00755	K00616
MAG129_00756	K01810
MAG129_00757	K00036
MAG129_00759	K01057
MAG129_00762	K01803
MAG129_00763	K00927
MAG129_00764	K00134
MAG129_00765	K04564
MAG129_00766	K09762
MAG129_00767	K06958
MAG129_00768	K03703
MAG129_00769	K03701
MAG129_00770	K03702
MAG129_00771	K00859
MAG129_00772	K02945
MAG129_00773	K02335
MAG129_00774	K19222
MAG129_00775	K22010
MAG129_00777	K00873
MAG129_00778	K00266
MAG129_00779	K00265
MAG129_00781	K01695
MAG129_00782	K01696
MAG129_00783	K01609
MAG129_00786	K01657
MAG129_00787	K11755
MAG129_00788	K02500
MAG129_00789	K00765
MAG129_00790	K01523
MAG129_00791	K01783
MAG129_00792	K03500
MAG129_00793	K00604
MAG129_00794	K04066
MAG129_00795	K00789
MAG129_00796	K13038
MAG129_00797	K03060
MAG129_00798	K00942
MAG129_00799	K01591
MAG129_00800	K01955
MAG129_00801	K01956
MAG129_00803	K01465
MAG129_00804	K00609
MAG129_00805	K02825
MAG129_00806	K03625
MAG129_00807	K02356
MAG129_00808	K03786
MAG129_00809	K01735
MAG129_00810	K00891
MAG129_00811	K01736
MAG129_00812	K00014
MAG129_00813	K07082
MAG129_00815	K01872
MAG129_00818	K02986
MAG129_00819	K07478
MAG129_00820	K03768
MAG129_00822	K00951
MAG129_00823	K03074
MAG129_00824	K03072
MAG129_00826	K03551
MAG129_00831	K04487
MAG129_00832	K00566
MAG129_00833	K01972
MAG129_00835	K02433
MAG129_00836	K02434
MAG129_00838	K13288
MAG129_00839	K03296
MAG129_00840	K13821
MAG129_00841	K01845
MAG129_00844	K05846
MAG129_00845	K05847
MAG129_00846	K05846
MAG129_00848	K01990
MAG129_00850	K03767
MAG129_00854	K00820
MAG129_00855	K00867
MAG129_00857	K03431
MAG129_00858	K06180
MAG129_00859	K03101
MAG129_00861	K02221
MAG129_00862	K09772
MAG129_00863	K06997
MAG129_00864	K03531
MAG129_00866	K01924
MAG129_00867	K02563
MAG129_00868	K03588
MAG129_00869	K01925
MAG129_00870	K01000
MAG129_00871	K01929
MAG129_00872	K01928
MAG129_00873	K03587
MAG129_00875	K03438
MAG129_00876	K03925
MAG129_00878	K13787
MAG129_00880	K01626
MAG129_00881	K00655
MAG129_00882	K00845
MAG129_00883	K01897
MAG129_00884	K01462
MAG129_00886	K01958
MAG129_00887	K03496
MAG129_00891	K00995
MAG129_00893	K06876
MAG129_00899	K03320
MAG129_00900	K03313
MAG129_00901	K06916
MAG129_00902	K01011
MAG129_00903	K02426
MAG129_00906	K03684
MAG129_00907	K01662
MAG129_00908	K01681
MAG129_00911	K01520
MAG129_00916	K02469
MAG129_00917	K02470
MAG129_00921	K03086
MAG129_00923	K01255
MAG129_00924	K00382
MAG129_00925	K00658
MAG129_00926	K03801
MAG129_00927	K03644
MAG129_00929	K01915
MAG129_00930	K00982
MAG129_00931	K01915
MAG129_00933	K13979
MAG129_00938	K02529
MAG129_00939	K00020
MAG129_00941	K02033
MAG129_00943	K01673
MAG129_00945	K03782
MAG129_00947	K00116
MAG129_00948	K22736
MAG129_00949	K01868
MAG129_00950	K19710
MAG129_00951	K06215
MAG129_00952	K08681
MAG129_00953	K02470
MAG129_00954	K02469
MAG129_00958	K03932
MAG129_00963	K02341
MAG129_00964	K00943
MAG129_00965	K03168
MAG129_00974	K19413
MAG129_00976	K01619
MAG129_00981	K17686
MAG129_00986	K20074
MAG129_00987	K06116
MAG129_00989	K00847
MAG129_00991	K02863
MAG129_00992	K02867
MAG129_00993	K02601
MAG129_00996	K00812
MAG129_00997	K00075
MAG129_01002	K01187
MAG129_01004	K01187
MAG129_01005	K01187
MAG129_01006	K06994
MAG129_01009	K05845
MAG129_01011	K15975
MAG129_01012	K06999
MAG129_01013	K00324
MAG129_01014	K00325
MAG129_01015	K07157
MAG129_01019	K03657
MAG129_01021	K02034
MAG129_01022	K02033
MAG129_01023	K02035
MAG129_01028	K15016
MAG129_01029	K00232
MAG129_01030	K00632
MAG129_01031	K01782
MAG129_01032	K22230
MAG129_01035	K05845
MAG129_01036	K02902
MAG129_01037	K02913
MAG129_01038	K02954
MAG129_01039	K09927
MAG129_01040	K03530
MAG129_01044	K10440
MAG129_01045	K10441
MAG129_01046	K18652
MAG129_01049	K00845
MAG129_01052	K10009
MAG129_01053	K02029
MAG129_01054	K02028
MAG129_01056	K01883
MAG129_01057	K00991
MAG129_01058	K07736
MAG129_01060	K07776
MAG129_01061	K07768
MAG129_01062	K02039
MAG129_01063	K01834
MAG129_01065	K06980
MAG129_01069	K00937
MAG129_01070	K23258
MAG129_01071	K02040
MAG129_01072	K02037
MAG129_01073	K02038
MAG129_01074	K02036
MAG129_01077	K00111
MAG129_01078	K00864
MAG129_01079	K02013
MAG129_01080	K03070
MAG129_01081	K00936
MAG129_01082	K18955
MAG129_01084	K03564
MAG129_01085	K11249
MAG129_01089	K02782
MAG129_01090	K02782
MAG129_01091	K02783
MAG129_01094	K09699
MAG129_01095	K00162
MAG129_01096	K00161
MAG129_01097	K05846
MAG129_01098	K05847
MAG129_01099	K05846
MAG129_01101	K01990
MAG129_01102	K03767
MAG129_01106	K01866
MAG129_01107	K01755
MAG129_01108	K00611
MAG129_01109	K00930
MAG129_01110	K00620
MAG129_01111	K00145
MAG129_01112	K01890
MAG129_01113	K01889
MAG129_01114	K03437
MAG129_01115	K02887
MAG129_01116	K02916
MAG129_01117	K02520
MAG129_01120	K01814
MAG129_01121	K02501
MAG129_01122	K01693
MAG129_01123	K00817
MAG129_01125	K01356
MAG129_01126	K03665
MAG129_01127	K00564
MAG129_01128	K01778
MAG129_01129	K00791
MAG129_01130	K06168
MAG129_01132	K03553
MAG129_01134	K03742
MAG129_01135	K00995
MAG129_01136	K03466
MAG129_01137	K12574
MAG129_01138	K01714
MAG129_01139	K03465
MAG129_01143	K00215
MAG129_01145	K00962
MAG129_01146	K02956
MAG129_01148	K11753
MAG129_01151	K03177
MAG129_01152	K02834
MAG129_01153	K02519
MAG129_01154	K02600
MAG129_01155	K01881
MAG129_01156	K03526
MAG129_01158	K00099
MAG129_01159	K07250
MAG129_01160	K11070
MAG129_01161	K11071
MAG129_01162	K11072
MAG129_01164	K00137
MAG129_01165	K03718
MAG129_01167	K00567
MAG129_01168	K01246
MAG129_01172	K02114
MAG129_01173	K02112
MAG129_01174	K02115
MAG129_01175	K02111
MAG129_01176	K02113
MAG129_01178	K02110
MAG129_01179	K02126
MAG129_01181	K02851
MAG129_01182	K07566
MAG129_01183	K01784
MAG129_01186	K11810
MAG129_01192	K08974
MAG129_01193	K03977
MAG129_01194	K00945
MAG129_01195	K15226
MAG129_01196	K06208
MAG129_01197	K06178
MAG129_01198	K06024
MAG129_01199	K05896
MAG129_01200	K03496
MAG129_01201	K04763
MAG129_01202	K01937
MAG129_01203	K03631
MAG129_01204	K00858
MAG129_01205	K06442
MAG129_01207	K06117
MAG129_01212	K03499
MAG129_01213	K03498
MAG129_01222	K01990
MAG129_01224	K00290
MAG129_01225	K00275
