# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Solo mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(GO:0016818)	20437, 1428, 853, 102	1.711	1.64789885004e-06	0.000210931052805	853
oxidoreductase activity, acting on peroxide as acceptor(GO:0016684)	20437, 106, 56, 1	3.443	0.551901491428	0.920435060623	56
calcium-release channel activity(GO:0015278)	20437, 1362, 20, 3	2.251	0.3043702299	0.709966094346	20
pheromone activity(GO:0005186)	20437, 0, 16, 0	0.0	1.0	1.0	16
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines(GO:0016813)	20437, 0, 11, 0	0.0	1.0	1.0	11
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds(GO:0016810)	20437, 1950, 131, 18	1.44	0.305533577956	0.711059963244	131
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(GO:0016811)	20437, 1950, 81, 14	1.811	0.107805907072	0.436336951942	81
dopamine neurotransmitter receptor activity(GO:0004952)	20437, 0, 11, 0	0.0	1.0	1.0	11
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines(GO:0016814)	20437, 1711, 28, 3	1.28	0.628711151786	0.948159380602	28
transferase activity, transferring nitrogenous groups(GO:0016769)	20437, 1663, 24, 3	1.536	0.510691527739	0.887853706331	24
proton transmembrane transporter activity(GO:0015078)	20437, 1916, 114, 17	1.591	0.182317505691	0.557938556726	114
misfolded protein binding(GO:0051787)	20437, 363, 20, 2	5.63	0.138571165871	0.494132921606	20
DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981)	20437, 878, 747, 57	1.776	0.000393519379667	0.0118518777876	747
catecholamine binding(GO:1901338)	20437, 1935, 21, 1	0.503	0.876603681286	1.0	21
lysophospholipase activity(GO:0004622)	20437, 0, 19, 0	0.0	1.0	1.0	19
phospholipase A2 activity(GO:0004623)	20437, 1439, 30, 1	0.473	0.913065093453	1.0	30
phospholipase activity(GO:0004620)	20437, 1547, 86, 4	0.614	0.980183083575	1.0	86
opsonin binding(GO:0001846)	20437, 842, 15, 2	3.236	0.249620958826	0.64224085889	15
ligase activity(GO:0016874)	20437, 43, 150, 2	6.337	0.206371250149	0.583258530554	150
ATPase activity(GO:0016887)	20437, 1992, 415, 61	1.508	0.00960477150174	0.103529326503	415
histone deacetylase activity (H3-K14 specific)(GO:0031078)	20437, 169, 12, 1	10.077	0.196470944438	0.572938308907	12
heat shock protein binding(GO:0031072)	20437, 1957, 136, 21	1.613	0.114234560243	0.449908421879	136
TAP binding(GO:0046977)	20437, 966, 11, 5	9.617	0.000368707566732	0.0118518777876	11
structural constituent of cytoskeleton(GO:0005200)	20437, 1625, 59, 5	1.066	0.791169607405	1.0	59
tumor necrosis factor receptor superfamily binding(GO:0032813)	20437, 580, 45, 6	4.698	0.00941517876454	0.103529326503	45
dopamine receptor binding(GO:0050780)	20437, 22, 24, 1	38.706	0.0912288500667	0.397524861567	24
phosphatidylinositol 3-kinase activity(GO:0035004)	20437, 902, 11, 2	4.12	0.173877728659	0.54434771605	11
intramolecular transferase activity(GO:0016866)	20437, 1951, 26, 5	2.014	0.249604225833	0.64224085889	26
SNAP receptor activity(GO:0005484)	20437, 1198, 30, 6	3.412	0.0333664184393	0.22331511426	30
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen(GO:0016712)	20437, 0, 61, 0	0.0	1.0	1.0	61
Ran GTPase binding(GO:0008536)	20437, 351, 35, 2	3.327	0.318156474996	0.723982734212	35
protein transporter activity(GO:0008565)	20437, 1577, 75, 9	1.555	0.381397821384	0.770318282243	75
small ribosomal subunit rRNA binding(GO:0070181)	20437, 1737, 11, 1	1.07	0.627428224471	0.948159380602	11
DNA polymerase binding(GO:0070182)	20437, 1998, 18, 6	3.41	0.024005481645	0.175582951461	18
molecular function regulator(GO:0098772)	20437, 603, 1714, 65	1.285	0.197133679961	0.572938308907	1714
macromolecule transmembrane transporter activity(GO:0022884)	20437, 1826, 17, 4	2.633	0.152254320939	0.508238125612	17
RNA polymerase II general transcription initiation factor binding(GO:0001091)	20437, 1968, 21, 7	3.462	0.012552462443	0.124793413025	21
C4-dicarboxylate transmembrane transporter activity(GO:0015556)	20437, 1248, 13, 3	3.779	0.105493083065	0.432099668235	13
ATP-dependent microtubule motor activity, minus-end-directed(GO:0008569)	20437, 0, 17, 0	0.0	1.0	1.0	17
ubiquitin-like modifier activating enzyme activity(GO:0008641)	20437, 1236, 11, 2	3.006	0.240217021001	0.631540828682	11
basal transcription machinery binding(GO:0001098)	20437, 1968, 56, 12	2.225	0.0367962841354	0.233406085894	56
C2H2 zinc finger domain binding(GO:0070742)	20437, 795, 13, 2	3.955	0.187148295996	0.560350453509	13
cysteine-type endopeptidase regulator activity involved in apoptotic process(GO:0043028)	20437, 1833, 40, 10	2.787	0.0137841709448	0.133160292901	40
ceramide binding(GO:0097001)	20437, 1783, 13, 2	1.763	0.442641147226	0.827125063429	13
single-stranded DNA-dependent ATPase activity(GO:0043142)	20437, 1962, 16, 3	1.953	0.351476003768	0.755535580962	16
ATP-dependent 3'-5' DNA helicase activity(GO:0043140)	20437, 1928, 11, 4	3.855	0.0461813645543	0.268691575589	11
ribonucleoprotein complex binding(GO:0043021)	20437, 1967, 144, 28	2.02	0.00252427930145	0.0416913226562	144
ribosomal large subunit binding(GO:0043023)	20437, 637, 12, 2	5.347	0.120890579071	0.460493034256	12
ribosome binding(GO:0043022)	20437, 1967, 62, 13	2.179	0.0323743608523	0.218100957321	62
histone deacetylase binding(GO:0042826)	20437, 1059, 123, 12	1.883	0.143531123721	0.501082012561	123
motor activity(GO:0003774)	20437, 1925, 125, 22	1.869	0.0227242198788	0.169851103328	125
cysteine-type endopeptidase inhibitor activity involved in apoptotic process(GO:0043027)	20437, 1291, 29, 8	4.367	0.00191075616526	0.0358612352278	29
oxidoreductase activity, acting on NAD(P)H(GO:0016651)	20437, 1983, 74, 10	1.393	0.478213176758	0.85760121366	74
SH3/SH2 adaptor activity(GO:0005070)	20437, 157, 25, 3	15.621	0.00446561648795	0.0625898335587	25
excitatory extracellular ligand-gated ion channel activity(GO:0005231)	20437, 0, 36, 0	0.0	1.0	1.0	36
cis-trans isomerase activity(GO:0016859)	20437, 1973, 40, 9	2.331	0.0591526789342	0.309042567493	40
sulfurtransferase activity(GO:0016783)	20437, 1645, 11, 3	3.388	0.119742516445	0.460493034256	11
phosphotransferase activity, for other substituted phosphate groups(GO:0016780)	20437, 1866, 18, 6	3.651	0.0173960302566	0.15225243575	18
protein kinase regulator activity(GO:0019887)	20437, 1967, 164, 29	1.837	0.00925707302996	0.103529326503	164
protein phosphatase regulator activity(GO:0019888)	20437, 1573, 69, 8	1.506	0.440285501177	0.824227336756	69
ligand-gated channel activity(GO:0022834)	20437, 1362, 137, 4	0.438	0.998894895489	1.0	137
hydrolase activity, acting on ester bonds(GO:0016788)	20437, 51, 725, 8	4.422	0.00598925921044	0.0766625178937	725
inhibitory extracellular ligand-gated ion channel activity(GO:0005237)	20437, 0, 17, 0	0.0	1.0	1.0	17
beta-catenin binding(GO:0008013)	20437, 1683, 86, 7	0.988	0.859716387199	1.0	86
proteasome binding(GO:0070628)	20437, 1364, 17, 2	1.763	0.469363045128	0.845430829597	17
ubiquitin-like protein binding(GO:0032182)	20437, 1875, 95, 19	2.18	0.00732416553071	0.0892850655172	95
thiol-dependent ubiquitin-specific protease activity(GO:0004843)	20437, 1867, 90, 15	1.824	0.0896415725152	0.393961245732	90
sodium ion transmembrane transporter activity(GO:0015081)	20437, 460, 142, 1	0.313	0.997036155176	1.0	142
Rac guanyl-nucleotide exchange factor activity(GO:0030676)	20437, 73, 17, 1	16.468	0.152748550437	0.508238125612	17
nucleotidyltransferase activity(GO:0016779)	20437, 1948, 126, 25	2.082	0.00311370322908	0.0477767997306	126
4 iron, 4 sulfur cluster binding(GO:0051539)	20437, 1983, 39, 8	2.114	0.122218401655	0.460493034256	39
carboxylic ester hydrolase activity(GO:0052689)	20437, 216, 141, 4	2.684	0.281832146299	0.680651221251	141
deoxyribonuclease activity(GO:0004536)	20437, 1401, 57, 11	2.815	0.00952763148935	0.103529326503	57
transferase activity, transferring phosphorus-containing groups(GO:0016772)	20437, 1959, 912, 127	1.453	0.000215709832798	0.00920361953273	912
iron-sulfur cluster binding(GO:0051536)	20437, 1983, 63, 13	2.127	0.040660221843	0.24491804216	63
2 iron, 2 sulfur cluster binding(GO:0051537)	20437, 1313, 25, 6	3.736	0.0201008134425	0.162072700513	25
exoribonuclease activity(GO:0004532)	20437, 1688, 29, 7	2.922	0.0363097787602	0.233406085894	29
phosphotransferase activity, phosphate group as acceptor(GO:0016776)	20437, 1796, 32, 4	1.422	0.547689898211	0.919400747161	32
fucosyltransferase activity(GO:0008417)	20437, 985, 11, 2	3.772	0.190709436423	0.564913259668	11
co-receptor binding(GO:0039706)	20437, 0, 12, 0	0.0	1.0	1.0	12
adenylyltransferase activity(GO:0070566)	20437, 1909, 35, 7	2.141	0.14381054542	0.501082012561	35
vitamin transmembrane transporter activity(GO:0090482)	20437, 149, 21, 1	6.531	0.310408996985	0.715345171438	21
ephrin receptor activity(GO:0005003)	20437, 0, 16, 0	0.0	1.0	1.0	16
protein phosphatase 1 binding(GO:0008157)	20437, 511, 20, 1	2.0	0.563228405998	0.9243009279	20
L-amino acid transmembrane transporter activity(GO:0015179)	20437, 1720, 55, 6	1.296	0.622031233304	0.948159380602	55
retinoic acid binding(GO:0001972)	20437, 115, 15, 1	11.848	0.182528727054	0.557938556726	15
basic amino acid transmembrane transporter activity(GO:0015174)	20437, 1720, 11, 3	3.241	0.131223874962	0.480866993227	11
neutral amino acid transmembrane transporter activity(GO:0015175)	20437, 1434, 29, 4	1.966	0.336330866738	0.74065119901	29
RNA polymerase II core promoter sequence-specific DNA binding(GO:0000979)	20437, 1968, 38, 6	1.64	0.378505318216	0.76902667828	38
potassium ion transmembrane transporter activity(GO:0015079)	20437, 460, 157, 2	0.566	0.987182945751	1.0	157
amino acid transmembrane transporter activity(GO:0015171)	20437, 1720, 73, 6	0.977	0.857117038973	1.0	73
acidic amino acid transmembrane transporter activity(GO:0015172)	20437, 1248, 14, 1	1.17	0.628543189075	0.948159380602	14
intracellular calcium activated chloride channel activity(GO:0005229)	20437, 0, 21, 0	0.0	1.0	1.0	21
beta-2-microglobulin binding(GO:0030881)	20437, 1813, 11, 5	5.124	0.00617503225555	0.0780646053047	11
protein C-terminus binding(GO:0008022)	20437, 1528, 234, 28	1.6	0.0681569478576	0.335541897145	234
organic acid transmembrane transporter activity(GO:0005342)	20437, 1720, 145, 11	0.901	0.94157404492	1.0	145
cyclic nucleotide-gated ion channel activity(GO:0043855)	20437, 0, 12, 0	0.0	1.0	1.0	12
activating transcription factor binding(GO:0033613)	20437, 40, 78, 1	6.55	0.423399955086	0.810395428053	78
receptor serine/threonine kinase binding(GO:0033612)	20437, 0, 26, 0	0.0	1.0	1.0	26
monocarboxylic acid transmembrane transporter activity(GO:0008028)	20437, 262, 49, 1	1.592	0.740157381702	1.0	49
sulfotransferase activity(GO:0008146)	20437, 91, 56, 1	4.01	0.511556334702	0.887853706331	56
calcium activated cation channel activity(GO:0005227)	20437, 0, 28, 0	0.0	1.0	1.0	28
organophosphate ester transmembrane transporter activity(GO:0015605)	20437, 1404, 25, 1	0.582	0.862397976658	1.0	25
nucleosome binding(GO:0031491)	20437, 1181, 48, 7	2.524	0.0895108531701	0.393961245732	48
chromatin DNA binding(GO:0031490)	20437, 1271, 93, 11	1.902	0.146541361405	0.501082012561	93
nucleosomal DNA binding(GO:0031492)	20437, 928, 22, 2	2.002	0.453265323324	0.833319270208	22
heparan sulfate sulfotransferase activity(GO:0034483)	20437, 91, 15, 1	14.972	0.157001930826	0.520291188238	15
protein kinase C activity(GO:0004697)	20437, 0, 15, 0	0.0	1.0	1.0	15
transforming growth factor beta binding(GO:0050431)	20437, 0, 22, 0	0.0	1.0	1.0	22
sulfur compound binding(GO:1901681)	20437, 394, 244, 2	0.425	0.998358429796	1.0	244
sequence-specific DNA binding(GO:0043565)	20437, 867, 1121, 80	1.682	8.32346175674e-05	0.00426161241945	1121
potassium ion binding(GO:0030955)	20437, 195, 11, 1	9.528	0.195866969795	0.572938308907	11
sulfur compound transmembrane transporter activity(GO:1901682)	20437, 1248, 30, 4	2.183	0.276502549311	0.673554096146	30
insulin receptor substrate binding(GO:0043560)	20437, 256, 11, 2	14.515	0.0257733494423	0.184558809992	11
magnesium ion binding(GO:0000287)	20437, 1960, 192, 28	1.521	0.109787420088	0.439149680352	192
S-acyltransferase activity(GO:0016417)	20437, 1533, 32, 6	2.5	0.1110354102	0.441300028357	32
oxygen binding(GO:0019825)	20437, 0, 25, 0	0.0	1.0	1.0	25
calcium ion binding(GO:0005509)	20437, 86, 601, 1	0.395	0.99902490715	1.0	601
N-acyltransferase activity(GO:0016410)	20437, 1762, 111, 19	1.985	0.0212000820319	0.168285922486	111
acylglycerol O-acyltransferase activity(GO:0016411)	20437, 0, 16, 0	0.0	1.0	1.0	16
fatty acid binding(GO:0005504)	20437, 0, 45, 0	0.0	1.0	1.0	45
iron ion binding(GO:0005506)	20437, 307, 163, 3	1.225	0.834277288511	1.0	163
copper ion binding(GO:0005507)	20437, 112, 59, 2	6.186	0.169025454214	0.536419681596	59
retinoid binding(GO:0005501)	20437, 115, 32, 1	5.554	0.376783006576	0.76902667828	32
cation:cation antiporter activity(GO:0015491)	20437, 460, 24, 1	1.851	0.622354839186	0.948159380602	24
glucosidase activity(GO:0015926)	20437, 304, 13, 2	10.343	0.0478321498324	0.272976850489	13
mitogen-activated protein kinase binding(GO:0051019)	20437, 1683, 36, 9	3.036	0.0124210953624	0.124698055403	36
protein kinase A binding(GO:0051018)	20437, 187, 52, 3	6.305	0.0612833213937	0.318548838108	52
exogenous protein binding(GO:0140272)	20437, 1943, 21, 2	1.002	0.730532931012	1.0	21
MHC class I protein binding(GO:0042288)	20437, 1813, 18, 3	1.879	0.376293909061	0.76902667828	18
methyl-CpG binding(GO:0008327)	20437, 856, 21, 2	2.274	0.398366785199	0.788990899671	21
MHC protein binding(GO:0042287)	20437, 715, 28, 3	3.062	0.206760592374	0.583258530554	28
xylosyltransferase activity(GO:0042285)	20437, 0, 11, 0	0.0	1.0	1.0	11
lipid binding(GO:0008289)	20437, 50, 735, 3	1.668	0.785189000705	1.0	735
actin filament binding(GO:0051015)	20437, 1746, 190, 29	1.787	0.0148649321743	0.138379004968	190
protein transmembrane transporter activity(GO:0008320)	20437, 1826, 14, 4	3.198	0.0868495045912	0.390060932901	14
four-way junction DNA binding(GO:0000400)	20437, 1928, 16, 6	3.975	0.0110355092413	0.115309810848	16
peptide receptor activity(GO:0001653)	20437, 70, 148, 1	1.973	0.794408040455	1.0	148
cofactor binding(GO:0048037)	20437, 503, 527, 13	1.002	0.939644956568	1.0	527
cholesterol transporter activity(GO:0017127)	20437, 9, 19, 1	119.515	0.0338983111442	0.224177146912	19
monocarboxylic acid binding(GO:0033293)	20437, 115, 69, 1	2.576	0.653364778399	0.969952767744	69
quinone binding(GO:0048038)	20437, 496, 14, 1	2.943	0.422301058343	0.809805774801	14
racemase and epimerase activity, acting on carbohydrates and derivatives(GO:0016857)	20437, 0, 11, 0	0.0	1.0	1.0	11
racemase and epimerase activity(GO:0016854)	20437, 1960, 17, 1	0.613	0.820083041456	1.0	17
isomerase activity(GO:0016853)	20437, 1261, 150, 15	1.621	0.22350022615	0.607712053223	150
cullin family protein binding(GO:0097602)	20437, 1583, 18, 2	1.434	0.557769654137	0.922963892864	18
alkali metal ion binding(GO:0031420)	20437, 689, 21, 2	2.825	0.327186826656	0.731265987068	21
immunoglobulin binding(GO:0019865)	20437, 603, 18, 2	3.766	0.227153913591	0.612914274249	18
cysteine-type endopeptidase activity(GO:0004197)	20437, 630, 98, 9	2.979	0.0224743411677	0.169569803444	98
RNA polymerase II general transcription initiation factor activity(GO:0016251)	20437, 347, 12, 1	4.908	0.299354075669	0.702013973032	12
calcium-dependent cysteine-type endopeptidase activity(GO:0004198)	20437, 807, 15, 1	1.688	0.579645145116	0.926330204649	15
protein tyrosine phosphatase activity(GO:0004725)	20437, 74, 97, 5	14.236	0.000309067878218	0.0117216854554	97
peptide hormone binding(GO:0017046)	20437, 1992, 51, 1	0.201	0.994684845788	1.0	51
phospholipid scramblase activity(GO:0017128)	20437, 1231, 16, 1	1.038	0.679179397691	0.982354825679	16
oxidoreductase activity, acting on the CH-NH group of donors(GO:0016645)	20437, 1707, 26, 4	1.842	0.35687207066	0.755535580962	26
actin binding(GO:0003779)	20437, 1346, 413, 48	1.765	0.00143998076438	0.0289125549555	413
SH3 domain binding(GO:0017124)	20437, 1922, 127, 27	2.261	0.000521360998855	0.0140493069165	127
Rho GTPase binding(GO:0017048)	20437, 657, 164, 14	2.655	0.00831188567011	0.0989694293744	164
GTP-Rho binding(GO:0017049)	20437, 563, 18, 2	4.033	0.20902658938	0.586419801439	18
RNA polymerase III activity(GO:0001056)	20437, 245, 16, 1	5.214	0.325586298022	0.731141160469	16
phosphoprotein phosphatase activity(GO:0004721)	20437, 74, 172, 6	9.634	0.000479603799081	0.0136915541929	172
RNA polymerase I activity(GO:0001054)	20437, 1517, 12, 3	3.368	0.124742943226	0.466192605341	12
RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353)	20437, 1947, 17, 1	0.617	0.818001388776	1.0	17
lipopolysaccharide binding(GO:0001530)	20437, 1996, 27, 3	1.138	0.696515300797	0.993358869104	27
oligosaccharide binding(GO:0070492)	20437, 603, 17, 2	3.987	0.205985529341	0.583258530554	17
FAD binding(GO:0071949)	20437, 1172, 34, 4	2.051	0.324412527076	0.730106434563	34
repressing transcription factor binding(GO:0070491)	20437, 979, 68, 6	1.842	0.340108350631	0.744386258977	68
oxidized DNA binding(GO:0032356)	20437, 1946, 11, 3	2.864	0.169202692535	0.536419681596	11
proline-rich region binding(GO:0070064)	20437, 570, 20, 1	1.793	0.588642076318	0.926330204649	20
RNA polymerase binding(GO:0070063)	20437, 347, 56, 2	2.103	0.542781640949	0.916525521999	56
guanyl nucleotide binding(GO:0019001)	20437, 1410, 368, 44	1.733	0.0035172511651	0.0507276787755	368
nucleotide transmembrane transporter activity(GO:0015215)	20437, 0, 17, 0	0.0	1.0	1.0	17
receptor inhibitor activity(GO:0030547)	20437, 413, 26, 1	1.903	0.615810153389	0.948159380602	26
purine nucleotide transmembrane transporter activity(GO:0015216)	20437, 0, 14, 0	0.0	1.0	1.0	14
BMP receptor binding(GO:0070700)	20437, 0, 11, 0	0.0	1.0	1.0	11
carbohydrate derivative transmembrane transporter activity(GO:1901505)	20437, 1611, 45, 5	1.41	0.563245877939	0.9243009279	45
structural constituent of ribosome(GO:0003735)	20437, 1982, 149, 29	2.007	0.00230537120213	0.0407017260513	149
secondary active monocarboxylate transmembrane transporter activity(GO:0015355)	20437, 0, 11, 0	0.0	1.0	1.0	11
GDP binding(GO:0019003)	20437, 1152, 64, 10	2.772	0.0179332929699	0.154316739506	64
mRNA 3'-UTR binding(GO:0003730)	20437, 1267, 81, 7	1.394	0.569667102118	0.926330204649	81
FMN binding(GO:0010181)	20437, 877, 14, 1	1.665	0.561903693498	0.9243009279	14
active transmembrane transporter activity(GO:0022804)	20437, 507, 348, 10	1.158	0.826845328158	1.0	348
phosphatase activator activity(GO:0019211)	20437, 476, 12, 1	3.578	0.364495578216	0.761809754039	12
kinase inhibitor activity(GO:0019210)	20437, 4, 59, 1	86.597	0.0630378326214	0.319558121804	59
deacetylase activity(GO:0019213)	20437, 1470, 40, 9	3.128	0.00985324192774	0.105101247229	40
phosphatase inhibitor activity(GO:0019212)	20437, 1573, 41, 4	1.268	0.658656753066	0.971232212092	41
intermediate filament binding(GO:0019215)	20437, 0, 14, 0	0.0	1.0	1.0	14
gamma-catenin binding(GO:0045295)	20437, 1683, 14, 2	1.735	0.4534999248	0.833319270208	14
GTPase activity(GO:0003924)	20437, 1013, 282, 33	2.361	7.63273148001e-05	0.00411364054502	282
haptoglobin binding(GO:0031720)	20437, 0, 12, 0	0.0	1.0	1.0	12
trace-amine receptor activity(GO:0001594)	20437, 0, 15, 0	0.0	1.0	1.0	15
apolipoprotein binding(GO:0034185)	20437, 0, 16, 0	0.0	1.0	1.0	16
sugar transmembrane transporter activity(GO:0051119)	20437, 0, 27, 0	0.0	1.0	1.0	27
HMG box domain binding(GO:0071837)	20437, 0, 23, 0	0.0	1.0	1.0	23
translation elongation factor activity(GO:0003746)	20437, 1972, 18, 6	3.455	0.0229232345116	0.170097044492	18
ATPase activity, coupled to transmembrane movement of ions, rotational mechanism(GO:0044769)	20437, 1916, 31, 6	2.064	0.19730774364	0.572938308907	31
nitric-oxide synthase binding(GO:0050998)	20437, 0, 22, 0	0.0	1.0	1.0	22
miRNA binding(GO:0035198)	20437, 1622, 28, 3	1.35	0.60045571505	0.932444285095	28
signal sequence binding(GO:0005048)	20437, 97, 39, 2	10.805	0.0664434771207	0.32868657281	39
oxidoreductase activity, acting on the CH-NH2 group of donors(GO:0016638)	20437, 877, 25, 1	0.932	0.783090867503	1.0	25
organic anion transmembrane transporter activity(GO:0008514)	20437, 477, 202, 3	0.636	0.988230460809	1.0	202
scavenger receptor activity(GO:0005044)	20437, 714, 45, 3	1.908	0.469177253702	0.845430829597	45
muscle alpha-actinin binding(GO:0051371)	20437, 0, 15, 0	0.0	1.0	1.0	15
modified amino acid transmembrane transporter activity(GO:0072349)	20437, 1434, 15, 1	0.95	0.688501288356	0.988396696039	15
telomeric DNA binding(GO:0042162)	20437, 1948, 35, 6	1.799	0.297954294305	0.701391258318	35
calcium-activated potassium channel activity(GO:0015269)	20437, 0, 15, 0	0.0	1.0	1.0	15
ammonium ion binding(GO:0070405)	20437, 1596, 80, 2	0.32	0.997367640814	1.0	80
demethylase activity(GO:0032451)	20437, 799, 41, 5	3.119	0.0902605385494	0.394986288353	41
histone demethylase activity(GO:0032452)	20437, 709, 26, 3	3.326	0.174361377797	0.54434771605	26
histone demethylase activity (H3-K9 specific)(GO:0032454)	20437, 709, 12, 2	4.804	0.140548777098	0.497765930058	12
NAD+ binding(GO:0070403)	20437, 1131, 14, 4	5.163	0.0223402212874	0.169569803444	14
NADPH binding(GO:0070402)	20437, 400, 17, 1	3.005	0.444831833173	0.829704548577	17
alditol:NADP+ 1-oxidoreductase activity(GO:0004032)	20437, 745, 18, 1	1.524	0.623163075443	0.948159380602	18
