# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
basic amino acid transmembrane transporter activity(GO:0015174)	20437, 1931, 11, 2	1.924	0.398841480261	0.68525784528	11
neutral amino acid transmembrane transporter activity(GO:0015175)	20437, 15, 29, 1	46.982	0.0827284515068	0.243369488716	29
RNA polymerase II core promoter sequence-specific DNA binding(GO:0000979)	20437, 1997, 38, 10	2.693	0.0161707782802	0.0723459788335	38
potassium ion transmembrane transporter activity(GO:0015079)	20437, 623, 157, 2	0.418	0.997017921316	1.0	157
amino acid transmembrane transporter activity(GO:0015171)	20437, 15, 73, 1	18.664	0.213667112074	0.472589567642	73
acidic amino acid transmembrane transporter activity(GO:0015172)	20437, 0, 14, 0	0.0	1.0	1.0	14
intracellular calcium activated chloride channel activity(GO:0005229)	20437, 713, 21, 1	1.365	0.665665440214	0.926143221168	21
beta-2-microglobulin binding(GO:0030881)	20437, 507, 11, 4	14.658	0.000466104753991	0.00418676550953	11
protein C-terminus binding(GO:0008022)	20437, 466, 234, 17	3.186	0.000406992748822	0.00385126112003	234
organic acid transmembrane transporter activity(GO:0005342)	20437, 15, 145, 1	9.396	0.387650238722	0.673511086948	145
cyclic nucleotide-gated ion channel activity(GO:0043855)	20437, 0, 12, 0	0.0	1.0	1.0	12
activating transcription factor binding(GO:0033613)	20437, 1981, 78, 18	2.381	0.00322881599165	0.0202746632469	78
receptor serine/threonine kinase binding(GO:0033612)	20437, 0, 26, 0	0.0	1.0	1.0	26
monocarboxylic acid transmembrane transporter activity(GO:0008028)	20437, 1551, 49, 2	0.538	0.958069562752	1.0	49
sulfotransferase activity(GO:0008146)	20437, 709, 56, 3	1.544	0.617904603877	0.883707142975	56
calcium activated cation channel activity(GO:0005227)	20437, 0, 28, 0	0.0	1.0	1.0	28
organophosphate ester transmembrane transporter activity(GO:0015605)	20437, 301, 25, 1	2.716	0.516367475156	0.801151961455	25
nucleosome binding(GO:0031491)	20437, 1918, 48, 11	2.442	0.0238213162633	0.0929549823266	48
chromatin DNA binding(GO:0031490)	20437, 1942, 93, 21	2.376	0.00136939216003	0.010235456729	93
nucleosomal DNA binding(GO:0031492)	20437, 1797, 22, 4	2.068	0.276833452735	0.555838148237	22
heparan sulfate sulfotransferase activity(GO:0034483)	20437, 709, 15, 2	3.843	0.201628822237	0.455779059538	15
protein kinase C activity(GO:0004697)	20437, 1623, 15, 4	3.358	0.0778485883564	0.234065179057	15
transforming growth factor beta binding(GO:0050431)	20437, 27, 22, 1	34.406	0.0946347449133	0.267696074009	22
sulfur compound binding(GO:1901681)	20437, 55, 244, 1	1.523	0.883306616318	1.0	244
sequence-specific DNA binding(GO:0043565)	20437, 1530, 1121, 180	2.145	1.30237043433e-21	1.66703415594e-19	1121
potassium ion binding(GO:0030955)	20437, 678, 11, 3	8.221	0.017225527332	0.0747291779376	11
sulfur compound transmembrane transporter activity(GO:1901682)	20437, 1804, 30, 5	1.888	0.297991254715	0.577922433387	30
insulin receptor substrate binding(GO:0043560)	20437, 130, 11, 2	28.583	0.00824854484529	0.043538710936	11
magnesium ion binding(GO:0000287)	20437, 788, 192, 16	2.161	0.0274423625066	0.104077700766	192
S-acyltransferase activity(GO:0016417)	20437, 1182, 32, 3	1.621	0.518910017313	0.803878756019	32
oxygen binding(GO:0019825)	20437, 0, 25, 0	0.0	1.0	1.0	25
calcium ion binding(GO:0005509)	20437, 565, 601, 17	1.023	0.928684410565	1.0	601
N-acyltransferase activity(GO:0016410)	20437, 1884, 111, 21	2.052	0.00943834406578	0.0480839021062	111
acylglycerol O-acyltransferase activity(GO:0016411)	20437, 1109, 16, 1	1.152	0.65879790268	0.919085902377	16
fatty acid binding(GO:0005504)	20437, 1656, 45, 3	0.823	0.877845100999	1.0	45
iron ion binding(GO:0005506)	20437, 532, 163, 5	1.178	0.817000400449	1.0	163
copper ion binding(GO:0005507)	20437, 639, 59, 2	1.084	0.818682062732	1.0	59
retinoid binding(GO:0005501)	20437, 194, 32, 1	3.292	0.498927425385	0.783705981791	32
cation:cation antiporter activity(GO:0015491)	20437, 921, 24, 1	0.925	0.78393145979	1.0	24
glucosidase activity(GO:0015926)	20437, 653, 13, 2	4.815	0.143798991546	0.360024859029	13
mitogen-activated protein kinase binding(GO:0051019)	20437, 1279, 36, 11	4.882	6.42199357238e-05	0.000738949247302	36
protein kinase A binding(GO:0051018)	20437, 194, 52, 6	12.155	9.29762585646e-05	0.00103247374556	52
exogenous protein binding(GO:0140272)	20437, 1984, 21, 3	1.472	0.529253393988	0.807683271898	21
MHC class I protein binding(GO:0042288)	20437, 1378, 18, 6	4.944	0.00378101544024	0.0231841904839	18
methyl-CpG binding(GO:0008327)	20437, 1588, 21, 4	2.451	0.192366213432	0.440677858063	21
MHC protein binding(GO:0042287)	20437, 1378, 28, 8	4.237	0.00220044418842	0.0153282642785	28
xylosyltransferase activity(GO:0042285)	20437, 0, 11, 0	0.0	1.0	1.0	11
lipid binding(GO:0008289)	20437, 1678, 735, 83	1.375	0.0237878243105	0.0929549823266	735
actin filament binding(GO:0051015)	20437, 1862, 190, 38	2.195	4.43008892007e-05	0.000533695418136	190
protein transmembrane transporter activity(GO:0008320)	20437, 456, 14, 1	3.201	0.402478784834	0.689194440919	14
four-way junction DNA binding(GO:0000400)	20437, 1446, 16, 1	0.883	0.715097606112	0.965665071925	16
peptide receptor activity(GO:0001653)	20437, 30, 148, 1	4.603	0.572145879405	0.844203718315	148
cofactor binding(GO:0048037)	20437, 177, 527, 3	0.657	0.994781122811	1.0	527
cholesterol transporter activity(GO:0017127)	20437, 368, 19, 2	5.846	0.128291755858	0.330077281405	19
monocarboxylic acid binding(GO:0033293)	20437, 194, 69, 1	1.527	0.787398983661	1.0	69
quinone binding(GO:0048038)	20437, 1350, 14, 2	2.163	0.368090624314	0.653249218886	14
racemase and epimerase activity, acting on carbohydrates and derivatives(GO:0016857)	20437, 0, 11, 0	0.0	1.0	1.0	11
racemase and epimerase activity(GO:0016854)	20437, 1636, 17, 1	0.735	0.768201851588	0.999002875687	17
isomerase activity(GO:0016853)	20437, 1929, 150, 16	1.13	0.745633221832	0.983928375202	150
cullin family protein binding(GO:0097602)	20437, 1125, 18, 1	1.009	0.709652266737	0.962495259786	18
alkali metal ion binding(GO:0031420)	20437, 678, 21, 3	4.306	0.0990512469022	0.275620860945	21
immunoglobulin binding(GO:0019865)	20437, 659, 18, 2	3.446	0.247821628622	0.517896627977	18
cysteine-type endopeptidase activity(GO:0004197)	20437, 1646, 98, 17	2.154	0.0150906217128	0.0689856992585	98
RNA polymerase II general transcription initiation factor activity(GO:0016251)	20437, 1869, 12, 2	1.822	0.425130823992	0.706710980143	12
calcium-dependent cysteine-type endopeptidase activity(GO:0004198)	20437, 1188, 15, 1	1.147	0.645792179525	0.90363624852	15
protein tyrosine phosphatase activity(GO:0004725)	20437, 325, 97, 10	6.483	4.11099882111e-05	0.000507188288292	97
peptide hormone binding(GO:0017046)	20437, 1656, 51, 2	0.484	0.969688513233	1.0	51
phospholipid scramblase activity(GO:0017128)	20437, 0, 16, 0	0.0	1.0	1.0	16
oxidoreductase activity, acting on the CH-NH group of donors(GO:0016645)	20437, 1603, 26, 2	0.981	0.753627300985	0.990647440575	26
actin binding(GO:0003779)	20437, 1040, 413, 48	2.284	1.98962736524e-06	3.45318376611e-05	413
SH3 domain binding(GO:0017124)	20437, 1632, 127, 33	3.254	1.54834735882e-08	3.96376923858e-07	127
Rho GTPase binding(GO:0017048)	20437, 1492, 164, 30	2.506	3.89118451595e-05	0.000485923529796	164
GTP-Rho binding(GO:0017049)	20437, 1151, 18, 2	1.973	0.445135532149	0.728145023835	18
RNA polymerase III activity(GO:0001056)	20437, 939, 16, 1	1.36	0.630397458812	0.892756327165	16
phosphoprotein phosphatase activity(GO:0004721)	20437, 946, 172, 21	2.638	0.000610446531728	0.00534271152555	172
RNA polymerase I activity(GO:0001054)	20437, 939, 12, 1	1.814	0.508794034636	0.792794580684	12
RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353)	20437, 799, 17, 1	1.505	0.626001329116	0.891551267058	17
lipopolysaccharide binding(GO:0001530)	20437, 136, 27, 1	5.566	0.357352022685	0.643167023344	27
oligosaccharide binding(GO:0070492)	20437, 1159, 17, 3	3.112	0.171627452613	0.409665527916	17
FAD binding(GO:0071949)	20437, 137, 34, 1	4.388	0.438064283953	0.722347547131	34
repressing transcription factor binding(GO:0070491)	20437, 1942, 68, 18	2.786	0.000441113104558	0.00406936773935	68
oxidized DNA binding(GO:0032356)	20437, 58, 11, 1	32.033	0.0784026918131	0.234065179057	11
proline-rich region binding(GO:0070064)	20437, 1174, 20, 3	2.611	0.242491507948	0.513116763989	20
RNA polymerase binding(GO:0070063)	20437, 1540, 56, 14	3.318	0.000465552390185	0.00418676550953	56
guanyl nucleotide binding(GO:0019001)	20437, 1778, 368, 61	1.905	1.45362730987e-05	0.00020390607744	368
nucleotide transmembrane transporter activity(GO:0015215)	20437, 301, 17, 1	3.994	0.391940817195	0.676899712888	17
receptor inhibitor activity(GO:0030547)	20437, 160, 26, 1	4.913	0.381244069827	0.667340047013	26
purine nucleotide transmembrane transporter activity(GO:0015216)	20437, 0, 14, 0	0.0	1.0	1.0	14
BMP receptor binding(GO:0070700)	20437, 0, 11, 0	0.0	1.0	1.0	11
carbohydrate derivative transmembrane transporter activity(GO:1901505)	20437, 1202, 45, 1	0.378	0.968501729024	1.0	45
structural constituent of ribosome(GO:0003735)	20437, 1800, 149, 42	3.2	1.25530239716e-10	4.43251605067e-09	149
secondary active monocarboxylate transmembrane transporter activity(GO:0015355)	20437, 0, 11, 0	0.0	1.0	1.0	11
GDP binding(GO:0019003)	20437, 948, 64, 8	2.695	0.0514782727842	0.167878188952	64
mRNA 3'-UTR binding(GO:0003730)	20437, 1365, 81, 18	3.327	5.73379271852e-05	0.000682721365555	81
FMN binding(GO:0010181)	20437, 0, 14, 0	0.0	1.0	1.0	14
active transmembrane transporter activity(GO:0022804)	20437, 15, 348, 1	3.915	0.687141213111	0.943207241589	348
phosphatase activator activity(GO:0019211)	20437, 537, 12, 2	6.343	0.0960242112399	0.270134044807	12
kinase inhibitor activity(GO:0019210)	20437, 1885, 59, 19	3.491	8.12167569246e-06	0.000124597722693	59
deacetylase activity(GO:0019213)	20437, 945, 40, 7	3.785	0.0132843930769	0.0624000849116	40
phosphatase inhibitor activity(GO:0019212)	20437, 1843, 41, 4	1.082	0.74974679383	0.98808329071	41
intermediate filament binding(GO:0019215)	20437, 945, 14, 2	3.089	0.262913518616	0.537437099902	14
gamma-catenin binding(GO:0045295)	20437, 1262, 14, 2	2.313	0.34638576379	0.631173689496	14
GTPase activity(GO:0003924)	20437, 1823, 282, 49	1.948	7.83735246745e-05	0.000891716547408	282
haptoglobin binding(GO:0031720)	20437, 0, 12, 0	0.0	1.0	1.0	12
trace-amine receptor activity(GO:0001594)	20437, 0, 15, 0	0.0	1.0	1.0	15
apolipoprotein binding(GO:0034185)	20437, 1303, 16, 2	1.961	0.421747928704	0.703371138425	16
sugar transmembrane transporter activity(GO:0051119)	20437, 1681, 27, 2	0.901	0.787491379201	1.0	27
HMG box domain binding(GO:0071837)	20437, 1748, 23, 4	2.033	0.288991018923	0.569523584156	23
translation elongation factor activity(GO:0003746)	20437, 1057, 18, 6	6.445	0.00104475257139	0.00826528944139	18
ATPase activity, coupled to transmembrane movement of ions, rotational mechanism(GO:0044769)	20437, 1333, 31, 3	1.484	0.568323734582	0.84098772285	31
nitric-oxide synthase binding(GO:0050998)	20437, 503, 22, 2	3.694	0.241192331555	0.512408604798	22
miRNA binding(GO:0035198)	20437, 1650, 28, 7	3.097	0.0276606350119	0.104134155339	28
signal sequence binding(GO:0005048)	20437, 608, 39, 6	5.171	0.00574233514008	0.0326675065747	39
oxidoreductase activity, acting on the CH-NH2 group of donors(GO:0016638)	20437, 1094, 25, 1	0.747	0.830385978912	1.0	25
organic anion transmembrane transporter activity(GO:0008514)	20437, 15, 202, 1	6.745	0.495887978575	0.78241801242	202
scavenger receptor activity(GO:0005044)	20437, 272, 45, 2	3.339	0.334481009374	0.617132529008	45
muscle alpha-actinin binding(GO:0051371)	20437, 0, 15, 0	0.0	1.0	1.0	15
modified amino acid transmembrane transporter activity(GO:0072349)	20437, 1314, 15, 1	1.037	0.667667576731	0.927668383409	15
