# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
negative regulation of interleukin-6 secretion(GO:1900165)	20774, 219, 11, 1	8.623	0.204932975957	0.373203303184	11
positive regulation of axonogenesis(GO:0050772)	20774, 829, 101, 8	1.985	0.218166568421	0.390654543583	101
positive regulation of telomere maintenance via telomere lengthening(GO:1904358)	20774, 1152, 36, 3	1.503	0.574005855954	0.738650412096	36
regulation of gene expression, epigenetic(GO:0040029)	20774, 1600, 198, 24	1.574	0.116949326974	0.247743122562	198
regulation of nuclear division(GO:0051783)	20774, 1981, 207, 31	1.57	0.0575779131287	0.144475944382	207
negative regulation of cell division(GO:0051782)	20774, 714, 14, 1	2.078	0.519507186384	0.690101448733	14
positive regulation of cell division(GO:0051781)	20774, 1911, 79, 10	1.376	0.496918816956	0.670636112478	79
dicarboxylic acid catabolic process(GO:0043649)	20774, 1749, 13, 2	1.827	0.425638939878	0.606371915631	13
mRNA splice site selection(GO:0006376)	20774, 1948, 27, 9	3.555	0.0029488457534	0.0140787420122	27
positive regulation of nuclear division(GO:0051785)	20774, 558, 78, 6	2.864	0.096125661118	0.212422538032	78
negative regulation of nuclear division(GO:0051784)	20774, 1851, 53, 6	1.271	0.630627636432	0.784048235189	53
positive regulation of leukocyte adhesion to vascular endothelial cell(GO:1904996)	20774, 1963, 14, 7	5.291	0.000617110165001	0.00392182160935	14
regulation of leukocyte adhesion to vascular endothelial cell(GO:1904994)	20774, 153, 17, 3	23.961	0.00118151761455	0.00671124563875	17
mRNA cleavage(GO:0006379)	20774, 1281, 20, 4	3.243	0.0999852101035	0.218617179647	20
myeloid cell differentiation(GO:0030099)	20774, 1983, 181, 53	3.068	1.23492756369e-12	5.20199575503e-11	181
regulation of transcription initiation from RNA polymerase II promoter(GO:0060260)	20774, 1983, 29, 8	2.89	0.0234366316465	0.0724404978165	29
positive regulation of transcription initiation from RNA polymerase II promoter(GO:0060261)	20774, 1983, 23, 6	2.733	0.0680954354913	0.164147357838	23
regulation of cell aging(GO:0090342)	20774, 1974, 47, 10	2.239	0.0584704657791	0.145946207189	47
positive regulation of cell aging(GO:0090343)	20774, 1798, 11, 4	4.201	0.0352618144838	0.0997600177435	11
negative regulation of cell aging(GO:0090344)	20774, 1974, 25, 5	2.105	0.221202339673	0.393485164173	25
hemoglobin metabolic process(GO:0020027)	20774, 1509, 13, 3	3.177	0.143330447416	0.289212772235	13
mitotic sister chromatid cohesion(GO:0007064)	20774, 977, 15, 3	4.253	0.0878956673068	0.199040616737	15
embryonic digestive tract development(GO:0048566)	20774, 642, 16, 1	2.022	0.531130373569	0.70052108013	16
embryonic organ development(GO:0048568)	20774, 1824, 167, 31	2.114	0.000623277350789	0.00395563615469	167
antibiotic biosynthetic process(GO:0017000)	20774, 1693, 13, 2	1.888	0.411486163604	0.59228126361	13
antibiotic catabolic process(GO:0017001)	20774, 447, 45, 2	2.066	0.528928698039	0.698004048423	45
polyamine biosynthetic process(GO:0006596)	20774, 138, 13, 1	11.58	0.177196301678	0.335804441649	13
embryonic camera-type eye development(GO:0031076)	20774, 198, 13, 1	8.071	0.234186500994	0.410278890222	13
cytochrome complex assembly(GO:0017004)	20774, 953, 31, 4	2.813	0.165032171828	0.318805224886	31
polyamine metabolic process(GO:0006595)	20774, 138, 19, 1	7.923	0.261300649204	0.439346905762	19
regulation of glucose metabolic process(GO:0010906)	20774, 1899, 117, 23	2.15	0.00331868462744	0.0154266980729	117
positive regulation of glucose metabolic process(GO:0010907)	20774, 1672, 42, 10	2.958	0.00861126657961	0.0328179575011	42
histone H3-K9 modification(GO:0061647)	20774, 1693, 14, 4	3.506	0.0667193180981	0.161784999566	14
regulation of small molecule metabolic process(GO:0062012)	20774, 1815, 342, 48	1.606	0.00865702707714	0.0329396074238	342
uterus development(GO:0060065)	20774, 142, 20, 1	7.315	0.281429562471	0.462411017385	20
tetrahydrofolate metabolic process(GO:0046653)	20774, 1778, 20, 2	1.168	0.655870924899	0.802556710159	20
regulation of response to oxidative stress(GO:1902882)	20774, 1798, 93, 20	2.485	0.00109878114117	0.00631666453134	93
signal transduction by p53 class mediator(GO:0072331)	20774, 1970, 76, 24	3.33	9.60613695425e-07	1.31772944963e-05	76
monocarboxylic acid biosynthetic process(GO:0072330)	20774, 810, 173, 10	1.482	0.481849186546	0.658702506593	173
peptide hormone secretion(GO:0030072)	20774, 1669, 64, 5	0.972	0.848480631444	0.947376363976	64
intrinsic apoptotic signaling pathway by p53 class mediator(GO:0072332)	20774, 1970, 52, 19	3.853	1.36438988402e-06	1.82572511631e-05	52
superoxide anion generation(GO:0042554)	20774, 953, 13, 1	1.677	0.537398591737	0.704687960514	13
neuron maturation(GO:0042551)	20774, 1981, 26, 3	1.21	0.657529483631	0.80344118391	26
pteridine-containing compound metabolic process(GO:0042558)	20774, 1778, 32, 2	0.73	0.866651073511	0.961374763438	32
pteridine-containing compound biosynthetic process(GO:0042559)	20774, 1778, 14, 1	0.835	0.717587580827	0.84547447642	14
pigment granule localization(GO:0051875)	20774, 1482, 20, 2	1.402	0.578791186735	0.742000013159	20
snoRNA processing(GO:0043144)	20774, 0, 13, 0	0.0	1.0	1.0	13
synapse maturation(GO:0060074)	20774, 1974, 15, 2	1.403	0.558045893327	0.723392824683	15
energy reserve metabolic process(GO:0006112)	20774, 1649, 59, 5	1.068	0.789880587187	0.900774220175	59
regulation of T cell mediated immunity(GO:0002709)	20774, 614, 93, 14	5.093	7.67503310795e-06	8.69837085568e-05	93
regulation of gluconeogenesis(GO:0006111)	20774, 1899, 48, 11	2.507	0.0201431157932	0.0643930363838	48
negative regulation of regulated secretory pathway(GO:1903306)	20774, 1599, 23, 7	3.954	0.00692524278497	0.0277219332648	23
positive regulation of regulated secretory pathway(GO:1903307)	20774, 276, 57, 2	2.641	0.449333954464	0.629206430514	57
regulation of regulated secretory pathway(GO:1903305)	20774, 276, 182, 6	2.481	0.197184416704	0.363093935595	182
positive regulation of lipase activity(GO:0060193)	20774, 78, 54, 3	14.796	0.00713095628036	0.0284044785728	54
calcium ion transmembrane import into cytosol(GO:0097553)	20774, 839, 62, 7	2.796	0.0665215110481	0.161387559933	62
skeletal system morphogenesis(GO:0048705)	20774, 416, 136, 9	3.305	0.0142383033718	0.048899223701	136
locomotory behavior(GO:0007626)	20774, 19, 233, 1	4.693	0.603658288105	0.761677569695	233
grooming behavior(GO:0007625)	20774, 1848, 15, 2	1.499	0.524131373348	0.693403373301	15
embryonic skeletal system development(GO:0048706)	20774, 1765, 48, 4	0.981	0.81520039943	0.920089970706	48
circadian rhythm(GO:0007623)	20774, 1974, 129, 35	2.855	1.33802541633e-07	2.21916410513e-06	129
lipid metabolic process(GO:0006629)	20774, 1206, 1040, 68	1.126	0.660872868152	0.805622813268	1040
embryonic viscerocranium morphogenesis(GO:0048703)	20774, 552, 11, 2	6.843	0.0821347060711	0.188870145361	11
response to amino acid(GO:0043200)	20774, 742, 179, 5	0.782	0.971114237969	1.0	179
cell-cell adhesion(GO:0098609)	20774, 324, 383, 18	3.013	0.00059231716454	0.0037895560527	383
protein targeting to mitochondrion(GO:0006626)	20774, 461, 18, 2	5.007	0.15427764765	0.303957617058	18
posttranslational protein targeting to endoplasmic reticulum membrane(GO:0006620)	20774, 124, 11, 1	15.23	0.140137483384	0.284458175228	11
astrocyte differentiation(GO:0048708)	20774, 1334, 20, 4	3.115	0.111162242399	0.23696026593	20
protein targeting to lysosome(GO:0006622)	20774, 1630, 17, 6	4.498	0.00602153261589	0.0248593805206	17
protein targeting to vacuole(GO:0006623)	20774, 1718, 30, 8	3.225	0.0125202501888	0.0444417530938	30
tube closure(GO:0060606)	20774, 1966, 101, 17	1.779	0.0803415753215	0.186095327752	101
deoxyribonucleotide biosynthetic process(GO:0009263)	20774, 0, 15, 0	0.0	1.0	1.0	15
deoxyribonucleotide metabolic process(GO:0009262)	20774, 727, 31, 3	2.765	0.252153591018	0.429427940338	31
branch elongation of an epithelium(GO:0060602)	20774, 187, 14, 1	7.935	0.237771593413	0.413818202795	14
transcription preinitiation complex assembly(GO:0070897)	20774, 1953, 19, 3	1.68	0.443528574544	0.624614205571	19
dichotomous subdivision of an epithelial terminal unit(GO:0060600)	20774, 829, 11, 1	2.278	0.446317635228	0.627201749999	11
response to temperature stimulus(GO:0009266)	20774, 1475, 161, 15	1.312	0.534722676449	0.702921828196	161
response to pH(GO:0009268)	20774, 126, 40, 1	4.122	0.467689861159	0.646400621114	40
response to antimetabolite(GO:0097329)	20774, 1799, 12, 3	2.887	0.168317856378	0.32345296583	12
vasoconstriction(GO:0042310)	20774, 1774, 37, 2	0.633	0.911473854756	0.9992205317	37
negative regulation of peptide secretion(GO:0002792)	20774, 383, 153, 10	3.545	0.00568307910936	0.0237501813525	153
T cell differentiation involved in immune response(GO:0002292)	20774, 1767, 24, 10	4.899	8.52126188147e-05	0.000698127479446	24
T-helper cell lineage commitment(GO:0002295)	20774, 1649, 12, 7	7.349	5.61543806651e-05	0.000488656036501	12
regulation of excretion(GO:0044062)	20774, 1579, 30, 3	1.316	0.621985330715	0.776665837933	30
dendritic transport(GO:0098935)	20774, 1853, 11, 4	4.077	0.0385727840281	0.106500262166	11
ectodermal placode formation(GO:0060788)	20774, 1889, 15, 3	2.199	0.287148611156	0.468572982208	15
axonal transport(GO:0098930)	20774, 1630, 51, 8	1.999	0.169201394993	0.324626618366	51
positive regulation of mesenchymal cell proliferation(GO:0002053)	20774, 54, 37, 3	31.192	0.000875386258162	0.00524790754264	37
positive regulation of neuroblast proliferation(GO:0002052)	20774, 1312, 27, 5	2.932	0.0905855188921	0.203102717817	27
dendrite morphogenesis(GO:0048813)	20774, 1822, 51, 12	2.683	0.00783996892397	0.0305136975291	51
proteoglycan metabolic process(GO:0006029)	20774, 717, 50, 3	1.738	0.531713488088	0.700901745583	50
regulation of dendrite morphogenesis(GO:0048814)	20774, 1284, 110, 9	1.324	0.603464294449	0.761677569695	110
regulation of lipase activity(GO:0060191)	20774, 78, 72, 3	11.097	0.0162726987212	0.0543631240211	72
positive regulation of chromosome organization(GO:2001252)	20774, 1244, 181, 28	2.583	5.43361484533e-05	0.000476316881469	181
inositol metabolic process(GO:0006020)	20774, 1697, 12, 1	1.02	0.6458236637	0.794955346849	12
aminoglycan catabolic process(GO:0006026)	20774, 356, 27, 2	4.323	0.212895927519	0.383422101775	27
glycosaminoglycan catabolic process(GO:0006027)	20774, 356, 19, 2	6.143	0.119704866011	0.252681036438	19
regulation of cell cycle arrest(GO:0071156)	20774, 1851, 60, 15	2.806	0.0015412737419	0.00830856513185	60
positive regulation of actin nucleation(GO:0051127)	20774, 1834, 16, 3	2.124	0.306199844902	0.486810708661	16
signal release from synapse(GO:0099643)	20774, 369, 61, 1	0.923	0.87907669974	0.971987245241	61
regulation of actin nucleation(GO:0051125)	20774, 1834, 26, 8	3.485	0.00751919798851	0.029551322941	26
regulation of cyclin-dependent protein kinase activity(GO:1904029)	20774, 1974, 75, 21	2.947	4.6541171544e-05	0.000417205228907	75
RNA polymerase II preinitiation complex assembly(GO:0051123)	20774, 1798, 12, 2	1.926	0.399583021552	0.582011989776	12
regulation of DNA damage checkpoint(GO:2000001)	20774, 1425, 17, 2	1.715	0.476560224153	0.653536925085	17
neurotransmitter receptor localization to postsynaptic specialization membrane(GO:0099645)	20774, 0, 20, 0	0.0	1.0	1.0	20
negative regulation of fibroblast proliferation(GO:0048147)	20774, 1798, 35, 8	2.641	0.0418909122279	0.113748284201	35
dicarboxylic acid metabolic process(GO:0043648)	20774, 190, 89, 1	1.229	0.855264840067	0.951849576507	89
regulation of fibroblast proliferation(GO:0048145)	20774, 1798, 107, 27	2.915	4.07046746937e-06	4.88045973658e-05	107
regulation of muscle organ development(GO:0048634)	20774, 207, 179, 8	4.485	0.00483737501787	0.0210090374864	179
positive regulation of ATP biosynthetic process(GO:2001171)	20774, 276, 26, 1	2.895	0.504904961013	0.677571923998	26
regulation of synapse maturation(GO:0090128)	20774, 778, 16, 2	3.338	0.242799121904	0.418879857286	16
inner ear receptor cell development(GO:0060119)	20774, 1703, 18, 4	2.711	0.143864954923	0.289795218283	18
glial cell differentiation(GO:0010001)	20774, 1933, 83, 10	1.295	0.577430517594	0.741053994	83
macromolecule deacylation(GO:0098732)	20774, 1495, 56, 16	3.97	1.33863089846e-05	0.000142547719836	56
inner ear receptor cell differentiation(GO:0060113)	20774, 109, 23, 1	8.286	0.265008701329	0.443544802505	23
response to purine-containing compound(GO:0014074)	20774, 269, 108, 8	5.721	0.000904504426247	0.00538180133617	108
response to amine(GO:0014075)	20774, 1579, 20, 3	1.973	0.358209767547	0.541810770106	20
regulation of retinoic acid receptor signaling pathway(GO:0048385)	20774, 462, 15, 3	8.993	0.0160023854913	0.0538694165055	15
retinoic acid receptor signaling pathway(GO:0048384)	20774, 1526, 17, 3	2.402	0.255308969201	0.432173077311	17
response to organic cyclic compound(GO:0014070)	20774, 299, 636, 28	3.059	4.4658481555e-06	5.30110653869e-05	636
regulation of cell fate commitment(GO:0010453)	20774, 109, 31, 2	12.296	0.0499436273537	0.129979041117	31
phospholipid catabolic process(GO:0009395)	20774, 1173, 37, 3	1.436	0.601957847187	0.76083891466	37
negative regulation of neuron death(GO:1901215)	20774, 1886, 239, 42	1.936	0.000349060112287	0.0023788312875	239
nuclear-transcribed mRNA poly(A) tail shortening(GO:0000289)	20774, 1929, 11, 4	3.916	0.0439816029096	0.118011516262	11
regulation of macroautophagy(GO:0016241)	20774, 1890, 103, 21	2.241	0.00310421556238	0.0146442676679	103
endodermal cell differentiation(GO:0035987)	20774, 322, 11, 1	5.865	0.258887718177	0.436832874343	11
regulation of interleukin-2 biosynthetic process(GO:0045076)	20774, 748, 19, 7	10.232	1.95058225865e-05	0.000198817377969	19
regulation of protein localization to membrane(GO:1905475)	20774, 1968, 178, 31	1.838	0.00659089074274	0.0266547493079	178
nuclear division(GO:0000280)	20774, 543, 66, 2	1.159	0.803407522787	0.911393032992	66
negative regulation of viral genome replication(GO:0045071)	20774, 955, 55, 9	3.56	0.00566365389297	0.023710635471	55
regulation of interferon-gamma biosynthetic process(GO:0045072)	20774, 917, 13, 3	5.228	0.0533282724544	0.136327914545	13
regulation of chemokine biosynthetic process(GO:0045073)	20774, 255, 14, 2	11.638	0.0408539974108	0.111441276605	14
regulation of cellular amine metabolic process(GO:0033238)	20774, 1337, 35, 4	1.776	0.411276589769	0.592158671295	35
amino acid import across plasma membrane(GO:0089718)	20774, 1250, 16, 2	2.077	0.3998875055	0.582277309936	16
microtubule cytoskeleton organization involved in mitosis(GO:1902850)	20774, 1975, 92, 16	1.829	0.0737108228535	0.174326295732	92
regulation of chromosome separation(GO:1905818)	20774, 788, 61, 4	1.729	0.490163912267	0.664723710083	61
negative regulation of chromosome separation(GO:1905819)	20774, 788, 30, 2	1.758	0.551918248372	0.718187769888	30
positive regulation of non-motile cilium assembly(GO:1902857)	20774, 266, 13, 2	12.015	0.0373622561497	0.104284484318	13
positive regulation of cell population proliferation(GO:0008284)	20774, 296, 983, 53	3.784	2.1018949711e-15	1.22012439786e-13	983
muscle cell development(GO:0055001)	20774, 1649, 109, 11	1.271	0.612603888386	0.768562497603	109
insulin receptor signaling pathway(GO:0008286)	20774, 1968, 58, 13	2.366	0.0155094595504	0.0523210683628	58
cardiac myofibril assembly(GO:0055003)	20774, 0, 22, 0	0.0	1.0	1.0	22
cardiac cell development(GO:0055006)	20774, 1649, 49, 7	1.8	0.282672438329	0.463652931235	49
cardiac muscle cell differentiation(GO:0055007)	20774, 507, 38, 6	6.47	0.00190044275709	0.0098220494286	38
cardiac muscle tissue morphogenesis(GO:0055008)	20774, 1043, 72, 10	2.766	0.0193602619219	0.0626903719377	72
barbed-end actin filament capping(GO:0051016)	20774, 1987, 17, 4	2.46	0.180273984679	0.339016625302	17
cellular response to DNA damage stimulus(GO:0006974)	20774, 1814, 642, 105	1.873	6.74115492992e-09	1.44540078677e-07	642
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest(GO:0006977)	20774, 1798, 11, 4	4.201	0.0352618144838	0.0997600177435	11
response to osmotic stress(GO:0006970)	20774, 1905, 73, 13	1.942	0.0798619918324	0.18516467663	73
regulation of hormone biosynthetic process(GO:0046885)	20774, 1539, 39, 6	2.077	0.210101402187	0.379682108736	39
metanephros development(GO:0001656)	20774, 207, 42, 1	2.389	0.616174218722	0.771839284505	42
positive regulation of hormone secretion(GO:0046887)	20774, 162, 161, 6	4.779	0.0149285142471	0.0507351603773	161
negative regulation of hormone secretion(GO:0046888)	20774, 383, 93, 4	2.333	0.332686728382	0.51415221659	93
positive regulation of lipid biosynthetic process(GO:0046889)	20774, 1649, 92, 8	1.095	0.787723537761	0.900255471727	92
body morphogenesis(GO:0010171)	20774, 408, 12, 1	4.243	0.325783648053	0.508602874625	12
nucleoside diphosphate metabolic process(GO:0009132)	20774, 727, 69, 7	2.899	0.0594789692915	0.14792052969	69
positive regulation of stem cell population maintenance(GO:1902459)	20774, 1867, 11, 3	3.035	0.149890807767	0.298028506671	11
response to oxidative stress(GO:0006979)	20774, 1812, 309, 53	1.966	2.60555899431e-05	0.00025624919035	309
temperature homeostasis(GO:0001659)	20774, 1872, 35, 3	0.951	0.799673056381	0.909248269368	35
Golgi to endosome transport(GO:0006895)	20774, 1354, 11, 2	2.79	0.258993462819	0.43685644331	11
negative regulation of lipid transport(GO:0032369)	20774, 1689, 28, 8	3.514	0.00655292998125	0.0265237642098	28
activation of GTPase activity(GO:0090630)	20774, 1767, 80, 15	2.204	0.0183646087562	0.0601953913559	80
histone H4-K8 acetylation(GO:0043982)	20774, 315, 15, 1	4.397	0.348118199631	0.532126727759	15
postsynaptic specialization organization(GO:0099084)	20774, 184, 16, 1	7.056	0.263211140077	0.441312091148	16
positive regulation of protein sumoylation(GO:0033235)	20774, 1772, 15, 5	3.908	0.024706772921	0.0752908060843	15
regulation of dendritic spine maintenance(GO:1902950)	20774, 1286, 13, 3	3.728	0.107238107369	0.230452998229	13
integrin-mediated signaling pathway(GO:0007229)	20774, 1998, 73, 21	2.991	3.50461632594e-05	0.000327097523755	73
receptor-mediated endocytosis(GO:0006898)	20774, 1993, 130, 22	1.764	0.0411683755729	0.112225718922	130
regulation of corticosteroid hormone secretion(GO:2000846)	20774, 134, 18, 1	8.613	0.241653874323	0.418128841068	18
myelin assembly(GO:0032288)	20774, 1397, 14, 1	1.062	0.648705243095	0.797066844897	14
attachment of spindle microtubules to kinetochore(GO:0008608)	20774, 1981, 19, 2	1.104	0.682525070849	0.819604558978	19
regulation of cell-cell adhesion(GO:0022407)	20774, 748, 383, 62	4.496	6.48327609933e-22	8.12115637705e-20	383
molting cycle process(GO:0022404)	20774, 490, 88, 7	3.372	0.0334727604729	0.0958089836748	88
positive regulation of NIK/NF-kappaB signaling(GO:1901224)	20774, 186, 72, 5	7.756	0.00373104173448	0.0168338944608	72
negative regulation of NIK/NF-kappaB signaling(GO:1901223)	20774, 477, 21, 3	6.222	0.0460475834754	0.121973565578	21
regulation of NIK/NF-kappaB signaling(GO:1901222)	20774, 477, 99, 12	5.279	3.55865801108e-05	0.000330843986967	99
