# Analysis title: diff_Primary_versus_Naive_c3.0_cond1_formatted analysis from Cistrome-GO
# Mode: Ensemble mode
# Specie: mm10
# Peak bed file name: diff_Primary_versus_Naive_c3.0_cond1_formatted.bed
# Differential expression file name: primary_vs_control_naive_deseq2.csv
# Genes for gene ontology: allgenes
# Column index of (GeneID, logFoldChange, FDR): 1,3,7
# Cutoffs of logFoldChange and FDR for DE genes: 1.0, 0.05
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
SWI/SNF complex(GO:0016514)	20933, 1655, 17, 5	3.72	0.0316333390495	0.11356013288	17
endoplasmic reticulum lumen(GO:0005788)	20933, 1986, 59, 10	1.786	0.192138020112	0.448088302378	59
manchette(GO:0002177)	20933, 1118, 12, 1	1.56	0.532852385752	0.779159438205	12
palmitoyltransferase complex(GO:0002178)	20933, 0, 11, 0	0.0	1.0	1.0	11
integral component of presynaptic active zone membrane(GO:0099059)	20933, 672, 26, 2	2.396	0.404786164376	0.66531949719	26
envelope(GO:0031975)	20933, 1706, 173, 29	2.057	0.00179184782305	0.0116835791727	173
photoreceptor outer segment(GO:0001750)	20933, 1858, 69, 3	0.49	0.986392017534	1.0	69
myofilament(GO:0036379)	20933, 1012, 23, 1	0.899	0.781670564673	0.96240364321	23
other organism part(GO:0044217)	20933, 554, 27, 1	1.399	0.698890726883	0.907705639184	27
proton-transporting ATP synthase complex(GO:0045259)	20933, 1336, 15, 2	2.089	0.386006900895	0.649626561718	15
mitochondrial part(GO:0044429)	20933, 1895, 810, 82	1.118	0.626202598019	0.853594342743	810
chromosomal part(GO:0044427)	20933, 1999, 952, 185	2.035	7.27343161e-20	1.54924093293e-17	952
extracellular matrix component(GO:0044420)	20933, 1453, 48, 2	0.6	0.943034273918	1.0	48
extracellular region part(GO:0044421)	20933, 2, 1818, 1	5.757	0.697355885569	0.907556844967	1818
apical plasma membrane(GO:0016324)	20933, 1930, 307, 34	1.201	0.551944462933	0.797946859309	307
SMN complex(GO:0032797)	20933, 0, 11, 0	0.0	1.0	1.0	11
ribonucleoprotein complex(GO:1990904)	20933, 1920, 921, 157	1.859	4.2590358289e-13	3.02391543852e-11	921
cyclin-dependent protein kinase holoenzyme complex(GO:0000307)	20933, 1474, 42, 9	3.043	0.0136850989147	0.0586897866208	42
preribosome, large subunit precursor(GO:0030687)	20933, 1915, 22, 3	1.491	0.520980609318	0.770617151283	22
preribosome(GO:0030684)	20933, 1915, 73, 10	1.497	0.386443823458	0.649626561718	73
endocytic patch(GO:0061645)	20933, 1868, 14, 5	4.002	0.0214268363057	0.0850419155237	14
anchored component of plasma membrane(GO:0046658)	20933, 440, 72, 2	1.322	0.763607281346	0.952347733818	72
plasma membrane bounded cell projection part(GO:0120038)	20933, 1917, 1516, 172	1.239	0.0245149925803	0.0938028758013	1516
Swr1 complex(GO:0000812)	20933, 1791, 11, 3	3.188	0.135499645112	0.344591782795	11
AP-type membrane coat adaptor complex(GO:0030119)	20933, 1956, 47, 9	2.049	0.117464975053	0.316709363119	47
nuclear speck(GO:0016607)	20933, 1983, 312, 66	2.233	8.53274902597e-09	2.27184442816e-07	312
PML body(GO:0016605)	20933, 1865, 73, 21	3.229	1.08972018323e-05	0.000158257090247	73
MCM complex(GO:0042555)	20933, 1937, 11, 5	4.912	0.00761994704635	0.0359229602685	11
nuclear euchromatin(GO:0005719)	20933, 1657, 30, 7	2.948	0.0357858115983	0.126400880012	30
axon terminus(GO:0043679)	20933, 272, 118, 3	1.957	0.551051740311	0.797946859309	118
endoplasmic reticulum chaperone complex(GO:0034663)	20933, 1986, 13, 4	3.243	0.0815878643672	0.2402518218	13
SAGA-type complex(GO:0070461)	20933, 1736, 25, 8	3.859	0.00332955176185	0.0190032262896	25
desmosome(GO:0030057)	20933, 1000, 24, 1	0.872	0.796496117655	0.96577043488	24
nucleoplasm(GO:0005654)	20933, 1999, 1958, 385	2.059	3.18224409976e-45	2.03345397974e-42	1958
replication fork(GO:0005657)	20933, 1833, 36, 9	2.855	0.0166664175854	0.0682682104942	36
NADPH oxidase complex(GO:0043020)	20933, 966, 12, 2	3.612	0.208642355219	0.455025477764	12
cell-substrate junction(GO:0030055)	20933, 528, 162, 15	3.671	0.000214384965167	0.00190266656585	162
leading edge membrane(GO:0031256)	20933, 430, 149, 12	3.921	0.000757658942729	0.0056958125224	149
tight junction(GO:0070160)	20933, 1941, 126, 13	1.113	0.767248660156	0.952347733818	126
anchoring junction(GO:0070161)	20933, 330, 292, 11	2.39	0.0576458031332	0.187937082664	292
cell projection membrane(GO:0031253)	20933, 555, 294, 18	2.309	0.0104182413859	0.0462309461501	294
cell leading edge(GO:0031252)	20933, 1194, 66, 14	3.719	0.000170471100749	0.00159128203112	66
peroxisomal membrane(GO:0005778)	20933, 817, 37, 3	2.077	0.400487911245	0.662983873798	37
extrinsic component of organelle membrane(GO:0031312)	20933, 221, 54, 1	1.754	0.726063208929	0.926377486518	54
extrinsic component of endosome membrane(GO:0031313)	20933, 0, 12, 0	0.0	1.0	1.0	12
ESCRT complex(GO:0036452)	20933, 46, 24, 1	18.961	0.1518757385	0.374811730481	24
respirasome(GO:0070469)	20933, 730, 51, 2	1.125	0.791172701814	0.962970202779	51
PcG protein complex(GO:0031519)	20933, 1922, 47, 12	2.781	0.00548522654093	0.0273832793723	47
ciliary transition zone(GO:0035869)	20933, 1953, 66, 5	0.812	0.922091135625	1.0	66
synaptic vesicle membrane(GO:0030672)	20933, 580, 56, 3	1.933	0.483016535799	0.740162029678	56
axolemma(GO:0030673)	20933, 332, 21, 2	6.005	0.130005334996	0.339075139029	21
site of double-strand break(GO:0035861)	20933, 185, 50, 2	4.526	0.240145305966	0.493531945677	50
histone methyltransferase complex(GO:0035097)	20933, 1976, 94, 26	2.93	5.00688311691e-06	7.99849577926e-05	94
motile cilium(GO:0031514)	20933, 1194, 164, 10	1.069	0.84277626228	0.99547237715	164
zona pellucida receptor complex(GO:0002199)	20933, 1167, 13, 1	1.38	0.573994343322	0.814161370556	13
Prp19 complex(GO:0000974)	20933, 1842, 14, 1	0.812	0.726314742951	0.926377486518	14
presynaptic active zone cytoplasmic component(GO:0098831)	20933, 0, 21, 0	0.0	1.0	1.0	21
DNA helicase complex(GO:0033202)	20933, 1490, 16, 1	0.878	0.713129681281	0.920585588563	16
transcription elongation factor complex(GO:0008023)	20933, 981, 55, 12	4.656	7.37277080436e-05	0.000798508566777	55
RNA polymerase complex(GO:0030880)	20933, 1365, 47, 5	1.631	0.447371519407	0.707035839799	47
DNA packaging complex(GO:0044815)	20933, 1926, 94, 26	3.006	3.0063405935e-06	5.05539905064e-05	94
intrinsic component of Golgi membrane(GO:0031228)	20933, 1747, 53, 12	2.713	0.0075737456326	0.0359229602685	53
acetyltransferase complex(GO:1902493)	20933, 1791, 91, 26	3.339	3.62262870124e-07	7.71619913364e-06	91
kinesin complex(GO:0005871)	20933, 1945, 53, 9	1.828	0.19791216292	0.451494627339	53
mitochondrial nucleoid(GO:0042645)	20933, 1498, 47, 3	0.892	0.857308485299	1.0	47
microtubule(GO:0005874)	20933, 1969, 401, 60	1.591	0.00294934110766	0.0174502682203	401
microtubule associated complex(GO:0005875)	20933, 37, 139, 1	4.07	0.5961883818	0.828632118	139
spindle microtubule(GO:0005876)	20933, 1953, 50, 7	1.501	0.443306431421	0.703776023385	50
anchored component of membrane(GO:0031225)	20933, 440, 190, 5	1.252	0.788378512537	0.962970202779	190
SAGA complex(GO:0000124)	20933, 769, 11, 3	7.424	0.021646285523	0.085382570674	11
apical part of cell(GO:0045177)	20933, 729, 121, 5	1.187	0.785755820911	0.962672143052	121
intercellular bridge(GO:0045171)	20933, 1049, 58, 6	2.064	0.241746169397	0.49402104799	58
basal part of cell(GO:0045178)	20933, 0, 19, 0	0.0	1.0	1.0	19
transcription factor TFTC complex(GO:0033276)	20933, 1736, 14, 5	4.306	0.0161843831938	0.0671546809146	14
intrinsic component of postsynaptic specialization membrane(GO:0098948)	20933, 1998, 111, 1	0.094	0.999985850982	1.0	111
ribbon synapse(GO:0097470)	20933, 0, 23, 0	0.0	1.0	1.0	23
cell cortex region(GO:0099738)	20933, 22, 51, 1	18.657	0.193615694221	0.449892467662	51
paranode region of axon(GO:0033270)	20933, 564, 17, 1	2.183	0.51406333807	0.767491759408	17
intrinsic component of presynaptic active zone membrane(GO:0098945)	20933, 672, 31, 2	2.01	0.49133786078	0.747535459615	31
cytoplasmic stress granule(GO:0010494)	20933, 1887, 59, 14	2.632	0.00439737953785	0.0232225249974	59
protein serine/threonine phosphatase complex(GO:0008287)	20933, 1432, 42, 10	3.48	0.00284316654154	0.0171394662268	42
lateral plasma membrane(GO:0016328)	20933, 1905, 58, 1	0.189	0.996214679709	1.0	58
BLOC complex(GO:0031082)	20933, 756, 20, 2	2.769	0.321077282138	0.582864725245	20
polysome(GO:0005844)	20933, 711, 48, 9	5.52	0.000250434321774	0.00216253421099	48
precatalytic spliceosome(GO:0071011)	20933, 1697, 40, 4	1.234	0.664799693571	0.879912631586	40
catalytic step 2 spliceosome(GO:0071013)	20933, 1842, 79, 16	2.302	0.00927409466867	0.041733426009	79
apicolateral plasma membrane(GO:0016327)	20933, 0, 21, 0	0.0	1.0	1.0	21
basolateral plasma membrane(GO:0016323)	20933, 519, 196, 6	1.235	0.781419584372	0.96240364321	196
fibrillar center(GO:0001650)	20933, 1942, 128, 20	1.684	0.089861309481	0.258654850263	128
fascia adherens(GO:0005916)	20933, 278, 13, 1	5.792	0.279230503653	0.542488598985	13
cell-cell adherens junction(GO:0005913)	20933, 278, 103, 1	0.731	0.94565014563	1.0	103
cell-cell junction(GO:0005911)	20933, 1036, 456, 39	1.728	0.00883878449939	0.0403427378222	456
endosome(GO:0005768)	20933, 1987, 761, 118	1.634	1.52372856479e-06	2.78189300828e-05	761
immunological synapse(GO:0001772)	20933, 819, 35, 15	10.954	1.37549365347e-11	6.76108034283e-10	35
BLOC-1 complex(GO:0031083)	20933, 267, 15, 1	5.227	0.319910527217	0.582864725245	15
organelle inner membrane(GO:0019866)	20933, 1435, 420, 35	1.216	0.539672806359	0.785537410623	420
outer membrane(GO:0019867)	20933, 1995, 178, 30	1.768	0.0138367828927	0.0589446951229	178
supramolecular complex(GO:0099080)	20933, 1625, 683, 80	1.509	0.00240951721008	0.0150949166396	683
sarcoplasmic reticulum(GO:0016529)	20933, 918, 67, 6	2.042	0.260334278199	0.51823552576	67
synaptonemal structure(GO:0099086)	20933, 215, 60, 1	1.623	0.755046005486	0.950289210927	60
exocyst(GO:0000145)	20933, 267, 17, 1	4.612	0.35489977923	0.621317695694	17
nuclear outer membrane(GO:0005640)	20933, 847, 16, 1	1.545	0.604136334691	0.831989478162	16
AMPA glutamate receptor complex(GO:0032281)	20933, 0, 30, 0	0.0	1.0	1.0	30
acrosomal membrane(GO:0002080)	20933, 1599, 19, 2	1.378	0.577808789742	0.814161370556	19
cell periphery(GO:0071944)	20933, 1307, 72, 8	1.78	0.282311941169	0.545007040504	72
lamellar body(GO:0042599)	20933, 431, 15, 1	3.238	0.405022354315	0.66531949719	15
intrinsic component of presynaptic membrane(GO:0098889)	20933, 672, 128, 2	0.487	0.99114092571	1.0	128
ruffle(GO:0001726)	20933, 1634, 83, 19	2.933	0.000183973577753	0.00167941594549	83
P granule(GO:0043186)	20933, 987, 16, 1	1.326	0.627867389936	0.8536324727	16
extracellular space(GO:0005615)	20933, 10, 1510, 1	1.386	0.962860388821	1.0	1510
H4/H2A histone acetyltransferase complex(GO:0043189)	20933, 1791, 20, 6	3.506	0.0223766168749	0.0871869401407	20
cytochrome complex(GO:0070069)	20933, 520, 24, 1	1.677	0.634817306195	0.859154938141	24
SCF ubiquitin ligase complex(GO:0019005)	20933, 1936, 65, 10	1.663	0.262230981622	0.518778938874	65
integrator complex(GO:0032039)	20933, 271, 18, 1	4.291	0.373649667244	0.635005684491	18
dense core granule(GO:0031045)	20933, 0, 22, 0	0.0	1.0	1.0	22
interstitial matrix(GO:0005614)	20933, 0, 17, 0	0.0	1.0	1.0	17
small nuclear ribonucleoprotein complex(GO:0030532)	20933, 1374, 60, 6	1.524	0.488255122662	0.744902160335	60
P-body(GO:0000932)	20933, 1964, 71, 17	2.552	0.00204839638859	0.0132214675991	71
gamma-tubulin complex(GO:0000930)	20933, 1656, 19, 4	2.661	0.152744338855	0.375398586649	19
INO80-type complex(GO:0097346)	20933, 1791, 23, 4	2.033	0.287943639278	0.550886184127	23
photoreceptor connecting cilium(GO:0032391)	20933, 1858, 42, 2	0.536	0.947824722751	1.0	42
U12-type spliceosomal complex(GO:0005689)	20933, 987, 26, 5	4.079	0.0300842253591	0.109226250025	26
U2 snRNP(GO:0005686)	20933, 987, 19, 2	2.232	0.395781431451	0.658605038274	19
U1 snRNP(GO:0005685)	20933, 1983, 18, 4	2.346	0.203434806909	0.452943699006	18
U2-type spliceosomal complex(GO:0005684)	20933, 1983, 76, 13	1.806	0.125998865956	0.3326994849	76
endoplasmic reticulum(GO:0005783)	20933, 1893, 1529, 190	1.374	7.27537141469e-05	0.000798508566777	1529
U5 snRNP(GO:0005682)	20933, 987, 15, 1	1.414	0.600401675484	0.828632118	15
spliceosomal complex(GO:0005681)	20933, 1851, 177, 33	2.108	0.000399171196111	0.00322873916855	177
anaphase-promoting complex(GO:0005680)	20933, 1944, 20, 2	1.077	0.694694210572	0.905937960318	20
neuromuscular junction(GO:0031594)	20933, 695, 97, 5	1.553	0.565496043787	0.811170066418	97
spindle pole centrosome(GO:0031616)	20933, 1727, 19, 4	2.552	0.168414355386	0.401555123476	19
recycling endosome membrane(GO:0055038)	20933, 481, 41, 2	2.123	0.501584355193	0.756984217101	41
axon cytoplasm(GO:1904115)	20933, 1637, 14, 1	0.913	0.689144731227	0.902384186997	14
microbody(GO:0042579)	20933, 817, 142, 9	1.624	0.390778665947	0.653479424049	142
Fanconi anaemia nuclear complex(GO:0043240)	20933, 1459, 15, 1	0.956	0.683334082635	0.896612892821	15
cluster of actin-based cell projections(GO:0098862)	20933, 16, 87, 1	15.038	0.256737673988	0.512673042745	87
MLL1 complex(GO:0071339)	20933, 1796, 29, 8	3.215	0.0122350561886	0.0531850401667	29
GATOR2 complex(GO:0061700)	20933, 0, 11, 0	0.0	1.0	1.0	11
very-low-density lipoprotein particle(GO:0034361)	20933, 371, 18, 1	3.135	0.443852484232	0.703776023385	18
low-density lipoprotein particle(GO:0034362)	20933, 371, 13, 2	8.68	0.0630952236197	0.198610088143	13
cell body membrane(GO:0044298)	20933, 1906, 38, 5	1.445	0.51776893856	0.767643507517	38
high-density lipoprotein particle(GO:0034364)	20933, 0, 24, 0	0.0	1.0	1.0	24
catalytic complex(GO:1902494)	20933, 1993, 1283, 219	1.793	1.10045017544e-16	1.40637532421e-14	1283
secretory vesicle(GO:0099503)	20933, 627, 487, 16	1.097	0.861937862099	1.0	487
dendrite terminus(GO:0044292)	20933, 180, 20, 1	5.815	0.31764514769	0.582864725245	20
cell-cell contact zone(GO:0044291)	20933, 2, 77, 1	135.929	0.0463808297897	0.155169372961	77
membrane region(GO:0098589)	20933, 332, 365, 27	4.664	1.09081835989e-09	3.61010701006e-08	365
cell body(GO:0044297)	20933, 1911, 689, 88	1.399	0.0107668917969	0.0474485783326	689
axonal growth cone(GO:0044295)	20933, 1637, 43, 6	1.784	0.322358026491	0.583531951636	43
dendritic growth cone(GO:0044294)	20933, 180, 12, 1	9.691	0.202647522363	0.452943699006	12
heterochromatin(GO:0000792)	20933, 1036, 90, 13	2.919	0.00400092995212	0.0218281898166	90
condensed chromosome(GO:0000793)	20933, 1116, 70, 9	2.412	0.0653607842658	0.202253801429	70
nuclear chromatin(GO:0000790)	20933, 1999, 289, 64	2.319	2.928464176e-09	8.50585731121e-08	289
euchromatin(GO:0000791)	20933, 1657, 40, 10	3.158	0.00531842184312	0.026759618565	40
condensed nuclear chromosome(GO:0000794)	20933, 902, 44, 2	1.055	0.79458946246	0.965290240518	44
cullin-RING ubiquitin ligase complex(GO:0031461)	20933, 1957, 154, 22	1.528	0.167224221245	0.401555123476	154
Cul2-RING ubiquitin ligase complex(GO:0031462)	20933, 1880, 14, 3	2.386	0.246984817179	0.499898816581	14
Cul3-RING ubiquitin ligase complex(GO:0031463)	20933, 569, 35, 3	3.153	0.209636632687	0.455052586916	35
chromatoid body(GO:0033391)	20933, 1036, 15, 2	2.694	0.313552967874	0.58244286765	15
voltage-gated sodium channel complex(GO:0001518)	20933, 0, 14, 0	0.0	1.0	1.0	14
MHC protein complex(GO:0042611)	20933, 551, 23, 6	9.911	0.000150828166909	0.00143849550231	23
receptor complex(GO:0043235)	20933, 365, 391, 13	1.907	0.155591508898	0.379477000708	391
MHC class I protein complex(GO:0042612)	20933, 551, 12, 6	18.995	1.48705898441e-06	2.78189300828e-05	12
extracellular organelle(GO:0043230)	20933, 2, 97, 1	107.902	0.0602122766832	0.193014228389	97
protein phosphatase type 2A complex(GO:0000159)	20933, 1965, 17, 5	3.133	0.0588219305268	0.190798038612	17
NADH dehydrogenase complex(GO:0030964)	20933, 730, 43, 1	0.667	0.905537955355	1.0	43
ubiquitin ligase complex(GO:0000151)	20933, 1977, 276, 47	1.803	0.000738915567722	0.00568875961174	276
nuclear ubiquitin ligase complex(GO:0000152)	20933, 760, 41, 2	1.344	0.693803809985	0.905937960318	41
cytoplasmic ubiquitin ligase complex(GO:0000153)	20933, 1844, 12, 2	1.892	0.407319599053	0.667228971108	12
Set1C/COMPASS complex(GO:0048188)	20933, 807, 14, 2	3.706	0.20639800101	0.454787319468	14
intrinsic component of organelle membrane(GO:0031300)	20933, 1808, 229, 32	1.618	0.0384230830932	0.133436685307	229
L-type voltage-gated calcium channel complex(GO:1990454)	20933, 0, 11, 0	0.0	1.0	1.0	11
anchored component of presynaptic membrane(GO:0099026)	20933, 0, 12, 0	0.0	1.0	1.0	12
chloride channel complex(GO:0034707)	20933, 811, 45, 2	1.147	0.765247710821	0.952347733818	45
calcium channel complex(GO:0034704)	20933, 629, 58, 1	0.574	0.944469926834	1.0	58
potassium channel complex(GO:0034705)	20933, 378, 90, 1	0.615	0.957366098836	1.0	90
cation channel complex(GO:0034703)	20933, 378, 219, 1	0.253	0.999490280116	1.0	219
cilium(GO:0005929)	20933, 24, 386, 1	2.26	0.829560409063	0.987130542628	386
dynein complex(GO:0030286)	20933, 1234, 53, 2	0.64	0.935739295329	1.0	53
integral component of synaptic vesicle membrane(GO:0030285)	20933, 1347, 44, 3	1.06	0.776416244378	0.959632456785	44
connexin complex(GO:0005922)	20933, 0, 20, 0	0.0	1.0	1.0	20
methyltransferase complex(GO:0034708)	20933, 1976, 118, 29	2.604	1.61954500526e-05	0.000202919462424	118
gap junction(GO:0005921)	20933, 1506, 32, 2	0.869	0.817740574612	0.978532260632	32
ciliary basal body(GO:0036064)	20933, 1953, 137, 16	1.252	0.578126286064	0.814161370556	137
cytoplasmic vesicle part(GO:0044433)	20933, 1998, 500, 67	1.404	0.0310595039065	0.112130073425	500
endoplasmic reticulum part(GO:0044432)	20933, 1543, 598, 84	1.906	2.08345921946e-07	4.59079462495e-06	598
Golgi apparatus part(GO:0044431)	20933, 1893, 481, 90	2.069	6.19785752107e-10	2.20023941998e-08	481
cytoskeletal part(GO:0044430)	20933, 1917, 1500, 218	1.587	7.10995736332e-11	3.02884183677e-09	1500
vacuolar part(GO:0044437)	20933, 1679, 166, 20	1.502	0.225348502148	0.474781759306	166
actin-based cell projection(GO:0098858)	20933, 613, 158, 10	2.161	0.114511097787	0.311372729728	158
peroxisomal part(GO:0044439)	20933, 817, 57, 4	1.798	0.457874198619	0.715358466792	57
nuclear matrix(GO:0016363)	20933, 1957, 87, 23	2.828	3.85313951911e-05	0.000455954843095	87
serine/threonine protein kinase complex(GO:1902554)	20933, 1943, 82, 14	1.839	0.0964698180829	0.273974283355	82
filamentous actin(GO:0031941)	20933, 1917, 32, 7	2.389	0.0909060290163	0.260488576419	32
cytoplasmic region(GO:0099568)	20933, 1832, 211, 37	2.004	0.000475346897185	0.00374995885557	211
trans-Golgi network transport vesicle(GO:0030140)	20933, 431, 17, 4	11.428	0.00158838111131	0.0107942412296	17
secretory granule(GO:0030141)	20933, 462, 324, 11	1.538	0.454968849692	0.714312272613	324
transporter complex(GO:1990351)	20933, 422, 313, 2	0.317	0.999856322659	1.0	313
mitochondrial crista(GO:0030061)	20933, 0, 12, 0	0.0	1.0	1.0	12
inhibitory synapse(GO:0060077)	20933, 0, 24, 0	0.0	1.0	1.0	24
excitatory synapse(GO:0060076)	20933, 1332, 74, 4	0.849	0.910013769095	1.0	74
nuclear transcriptional repressor complex(GO:0090568)	20933, 1993, 29, 11	3.984	0.000272031901584	0.00231771180149	29
SWI/SNF superfamily-type complex(GO:0070603)	20933, 1993, 75, 22	3.081	1.3113171794e-05	0.000171006464824	75
spindle midzone(GO:0051233)	20933, 1945, 34, 7	2.216	0.124884709925	0.332505540176	34
collagen trimer(GO:0005581)	20933, 0, 81, 0	0.0	1.0	1.0	81
nuclear heterochromatin(GO:0005720)	20933, 971, 44, 9	4.41	0.00118354818917	0.00840319214314	44
pericentric heterochromatin(GO:0005721)	20933, 1942, 22, 6	2.94	0.0501138056874	0.165920838519	22
glial cell projection(GO:0097386)	20933, 690, 27, 5	5.618	0.00909710819806	0.0412273201316	27
nuclear pore(GO:0005643)	20933, 1004, 60, 7	2.432	0.112370125574	0.308173863699	60
nuclear envelope lumen(GO:0005641)	20933, 163, 13, 1	9.879	0.199957714455	0.451494627339	13
coated vesicle membrane(GO:0030662)	20933, 177, 19, 1	6.225	0.298986274107	0.566429436507	19
ciliary tip(GO:0097542)	20933, 303, 11, 1	6.281	0.247211308356	0.499898816581	11
ciliary base(GO:0097546)	20933, 1672, 35, 1	0.358	0.952312145819	1.0	35
extrinsic component of plasma membrane(GO:0019897)	20933, 1810, 123, 21	1.975	0.0154655241376	0.0645913066925	123
protein complex involved in cell adhesion(GO:0098636)	20933, 330, 36, 7	12.334	1.11579771644e-05	0.000158443275735	36
X chromosome(GO:0000805)	20933, 43, 11, 1	44.256	0.0611538992398	0.194414634897	11
extrinsic component of membrane(GO:0019898)	20933, 1810, 223, 30	1.556	0.073168322927	0.219504968781	223
intrinsic component of mitochondrial inner membrane(GO:0031304)	20933, 239, 30, 1	2.92	0.52350533526	0.772563300764	30
intrinsic component of mitochondrial outer membrane(GO:0031306)	20933, 66, 23, 1	13.79	0.190242096047	0.445291939099	23
nuclear inclusion body(GO:0042405)	20933, 232, 12, 3	22.557	0.00113807549269	0.00817112629022	12
autolysosome(GO:0044754)	20933, 1865, 11, 4	4.082	0.0383920425503	0.133436685307	11
secretory granule membrane(GO:0030667)	20933, 573, 73, 5	2.502	0.203118291369	0.452943699006	73
endocytic vesicle membrane(GO:0030666)	20933, 1559, 12, 2	2.238	0.33787117853	0.601391874877	12
platelet alpha granule(GO:0031091)	20933, 1627, 16, 1	0.804	0.736352213914	0.933953547857	16
Golgi-associated vesicle membrane(GO:0030660)	20933, 177, 23, 1	5.142	0.363786434429	0.625920906454	23
fibrillar collagen trimer(GO:0005583)	20933, 0, 11, 0	0.0	1.0	1.0	11
protein kinase complex(GO:1902911)	20933, 1943, 100, 16	1.724	0.117217554392	0.316709363119	100
presynaptic active zone membrane(GO:0048787)	20933, 549, 17, 1	2.243	0.507105987419	0.762448766967	17
presynaptic active zone(GO:0048786)	20933, 595, 35, 1	1.005	0.808770447526	0.971512573214	35
sex chromosome(GO:0000803)	20933, 43, 34, 1	14.318	0.205749274516	0.454787319468	34
lateral element(GO:0000800)	20933, 215, 17, 1	5.727	0.306166629512	0.573725736827	17
endoplasmic reticulum subcompartment(GO:0098827)	20933, 974, 25, 2	1.719	0.527724115652	0.77520852851	25
synapse part(GO:0044456)	20933, 1921, 1069, 132	1.346	0.00422661769624	0.0226958714949	1069
cornified envelope(GO:0001533)	20933, 0, 53, 0	0.0	1.0	1.0	53
basal plasma membrane(GO:0009925)	20933, 624, 42, 1	0.799	0.869658395381	1.0	42
melanosome(GO:0042470)	20933, 1504, 29, 5	2.4	0.168115172964	0.401555123476	29
ribosomal subunit(GO:0044391)	20933, 1877, 187, 45	2.684	1.27556756925e-08	3.13495260288e-07	187
histone deacetylase complex(GO:0000118)	20933, 1791, 69, 16	2.71	0.0016047776476	0.0107942412296	69
trans-Golgi network membrane(GO:0032588)	20933, 1248, 30, 4	2.236	0.261894443157	0.518778938874	30
neuron projection membrane(GO:0032589)	20933, 44, 68, 1	6.996	0.391678590627	0.653479424049	68
cytoplasmic dynein complex(GO:0005868)	20933, 1118, 26, 1	0.72	0.837699373273	0.994962638516	26
intrinsic component of peroxisomal membrane(GO:0031231)	20933, 817, 17, 2	3.014	0.277524705108	0.542318919156	17
intrinsic component of external side of plasma membrane(GO:0031233)	20933, 332, 24, 1	2.627	0.517252248045	0.767643507517	24
extrinsic component of cytoplasmic side of plasma membrane(GO:0031234)	20933, 1810, 63, 13	2.386	0.015381049078	0.0645913066925	63
